"n.sites","n.biallelic.sites","n.gaps","n.unknowns","n.valid.sites","n.polyallelic.sites","trans.transv.ratio","gene_code","nuc.diversity.within","hap.diversity.within","Pi","Tajima.D","Fu.Li.F","Fu.Li.D","region","RefSeq_ID","ncbi_func","protein_ID","gene_ID","start_pos","end_pos","no_vars","no_effects","max_effect","min_ps","max_ps","trait_combs","hosts","sigs","pleios","rhiz","sym","cat"
399,0,0,0,0,0,NA,"CDO30_17915",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
156,0,0,0,0,0,NA,"CDO30_17920",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
552,2,0,0,552,0,Inf,"CDO30_17925",0.351722237531,0.332874069991733,0.351722237531,0.0339934588704536,0.527360033139194,0.63962103654283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
291,0,0,0,0,0,NA,"CDO30_17930",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
453,0,0,0,0,0,NA,"CDO30_17935",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1347,0,0,0,0,0,NA,"CDO30_17940",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
819,1,0,0,819,0,Inf,"CDO30_17945",0.266189032791403,0.266189032791403,0.266189032791403,0.561612263677953,0.574649180681113,0.456608540609655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1896,6,0,0,1896,0,5,"CDO30_17950",0.791843483053183,0.46089831909617,0.791843483053183,-0.472010917715088,0.641728388955732,1.06827675024834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1353,2,0,0,1353,0,1,"CDO30_17955",0.189804353816478,0.184954532929182,0.189804353816478,-0.614718932701943,0.284586016003038,0.63962103654283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
534,8,0,0,534,0,1.66666666666667,"CDO30_17960",1.16781482502067,0.473629098925324,1.16781482502067,-0.33132541133031,0.795428089225186,1.21245191429392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
510,2,0,0,510,0,1,"CDO30_17965",0.254615596583081,0.245522182419399,0.254615596583081,-0.355057335530691,0.381761728784563,0.63962103654283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
810,0,0,0,0,0,NA,"CDO30_17970",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
318,0,0,0,0,0,NA,"CDO30_17975",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1359,7,0,0,1359,0,6,"CDO30_17980",0.688013226784238,0.381041609258749,0.688013226784238,-0.913366217386614,0.508428627433791,1.14388029949411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
531,2,0,0,531,0,1,"CDO30_17985",0.29958666299256,0.286470101956462,0.29958666299256,-0.174883982391455,0.44918977438807,0.63962103654283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
294,2,0,0,294,0,0,"CDO30_17990",0.217801047120419,0.211352989804354,0.217801047120419,-0.502552188345654,0.326563279687574,0.63962103654283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
270,0,0,0,0,0,NA,"CDO30_17995",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1212,1,0,0,1212,0,0,"CDO30_18000",0.118379718930835,0.118379718930835,0.118379718930835,-0.316163762684596,0.25555826917247,0.456608540609655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1131,1,0,0,1131,0,0,"CDO30_18005",0.109120969964177,0.109120969964177,0.109120969964177,-0.371147495879566,0.235570471583562,0.456608540609655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
915,2,0,0,915,0,0,"CDO30_18010",0.189804353816478,0.184954532929182,0.189804353816478,-0.614718932701943,0.284586016003038,0.63962103654283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
696,1,0,0,696,0,Inf,"CDO30_18015",0.109120969964177,0.109120969964177,0.109120969964177,-0.371147495879566,0.235570471583562,0.456608540609655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
444,1,0,0,444,0,Inf,"CDO30_18020",0.154312482777625,0.154312482777625,0.154312482777625,-0.102774512427929,0.333129959815138,0.456608540609655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
186,3,0,0,186,0,2,"CDO30_18025",0.922568200606228,0.307522733535409,0.922568200606228,1.2776449520755,1.11004302806876,0.776085193380109,"pSymA","NP_435923.1","periplasmic nitrate reductase%2C NapE protein","ASP60253.1","CDO30_18025",35242,35427,1,NA,NA,"35376","35376","NA","NA","non-sig","NA",NA,NA,"GWAS"
501,4,0,0,501,0,3,"CDO30_18030",1.06365389914577,0.3262055662717,1.06365389914577,0.983912291493199,1.08994262094647,0.88796178733512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
288,0,0,0,0,0,NA,"CDO30_18035",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
2505,17,0,0,2505,0,1.83333333333333,"CDO30_18040",4.13557453844034,0.415651694681731,4.13557453844034,1.09291602490113,1.72023526387376,1.64632425489782,"pSymA","NP_435920.1","periplasmic nitrate reductase subunit alpha","ASP60256.1","CDO30_18040",36190,38694,5,6,0.5011536,"36813","38691","NA","NA","sig","non-pleio",NA,NA,"sig"
504,5,0,0,504,0,1.5,"CDO30_18045",0.793496831082943,0.364728575365114,0.793496831082943,-0.145293937230285,0.715583423316214,0.983867445543518,"pSymA","NP_435919.1","nitrate reductase","ASP60257.1","CDO30_18045",38664,39167,3,7,0.4108823,"38783","38807","NA| fit+_vs_nod.weight-_A17","NA| A17_only","sig","non-pleio| pleio","antagonistic",NA,"pleio"
702,5,0,0,702,0,0.25,"CDO30_18050",1.00325158445853,0.462992559933866,1.00325158445853,0.326494571621292,0.904742369638031,0.983867445543518,"pSymA","NP_435918.1","cytochrome C","ASP60258.1","CDO30_18050",39171,39872,4,NA,NA,"39449","39581","NA","NA","non-sig| sig","NA| non-pleio",NA,NA,"sig"
825,6,0,0,825,0,5,"CDO30_18055",1.19261504546707,0.533866078809589,1.19261504546707,0.323252523209508,0.966522991161054,1.06827675024834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1518,2,0,0,1518,0,1,"CDO30_18060",0.353155139156793,0.336786993662166,0.353155139156793,0.0397342764949881,0.529508475768718,0.63962103654283,"pSymA","NP_435916.1","sensor protein FixL","ASP60260.1","CDO30_18060",40994,42511,1,NA,NA,"42157","42157","NA","NA","non-sig","NA",NA,NA,"GWAS"
615,3,0,0,615,0,2,"CDO30_18065",0.451364012124552,0.412179663819234,0.451364012124552,-0.198965361997885,0.543085567496005,0.776085193380109,"pSymA","NP_435915.1","DNA-binding response regulator","ASP60261.1","CDO30_18065",42504,43118,2,NA,NA,"42646","42729","NA","NA","non-sig","NA",NA,NA,"GWAS"
348,0,0,0,0,0,NA,"CDO30_18070",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
636,3,0,0,636,0,0.5,"CDO30_18075",0.541967484155415,0.48558831634059,0.541967484155415,0.0849583054099089,0.652100545879819,0.776085193380109,"pSymA","NP_435913.1","nitrogen fixation regulation protein FixK","ASP60263.1","CDO30_18075",43644,44279,2,NA,NA,"43796","44132","NA","NA","non-sig","NA",NA,NA,"GWAS"
456,2,0,0,456,0,1,"CDO30_18080",0.389528795811518,0.293138605676495,0.389528795811518,0.185462723887017,0.584045865595084,0.63962103654283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1620,3,0,0,1620,0,0.5,"CDO30_18085",0.73607054284927,0.372168641499036,0.73607054284927,0.693218133031716,0.885647233147332,0.776085193380109,"pSymA","NP_435911.1","cytochrome c oxidase subunit 1","ASP60265.1","CDO30_18085",45130,46749,1,3,0.2714111,"45960","45960","fit+_vs_nod-_A17","A17_only","sig","pleio","antagonistic",NA,"pleio"
732,4,0,0,732,0,3,"CDO30_18090",0.451915128134472,0.338330118489942,0.451915128134472,-0.611875076736442,0.463084429624925,0.88796178733512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
153,0,0,0,0,0,NA,"CDO30_18095",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
870,7,0,0,870,0,2.5,"CDO30_18100",1.20859740975475,0.516395701295123,1.20859740975475,0.0129289003834579,0.893130390870157,1.14388029949411,"pSymA","NP_435908.1","cbb3-type cytochrome c oxidase subunit FixP","ASP60268.1","CDO30_18100",47663,48532,5,NA,NA,"47761","48210","NA","NA","non-sig| sig","NA| non-pleio",NA,NA,"sig"
1575,9,0,0,1575,0,2,"CDO30_18105",2.19641774593552,0.629098925323781,2.19641774593552,0.964888512101961,1.39039804261135,1.27523770427245,"pSymA","NP_435907.1","nitrogen fixation protein FixG","ASP60269.1","CDO30_18105",48761,50335,1,NA,NA,"48802","48802","NA","NA","non-sig","NA",NA,NA,"GWAS"
504,5,0,0,504,0,4,"CDO30_18110",1.08525764673464,0.253733810967209,1.08525764673464,0.510945780546974,0.978696261421232,0.983867445543518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
2274,23,0,0,2274,0,1.09090909090909,"CDO30_18115",5.58236428768256,0.245467070818407,5.58236428768256,1.13756040157531,1.87110539492107,1.83566464486192,"pSymA","NP_435905.1","nitrogen fixation protein FixI","ASP60271.1","CDO30_18115",50832,53105,1,NA,NA,"52115","52115","NA","NA","non-sig","NA",NA,NA,"GWAS"
168,1,0,0,168,0,Inf,"CDO30_18120",0.244034169192615,0.244034169192615,0.244034169192615,0.430044044961419,0.526821236450511,0.456608540609655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
681,5,0,0,681,0,1.5,"CDO30_18125",1.4930834940755,0.512703224028658,1.4930834940755,1.42824345934405,1.3464777124936,0.983867445543518,"pSymA","NP_435903.2","Crp/Fnr family transcriptional regulator","ASP60273.1","CDO30_18125",53343,54023,1,1,0.1818136,"53876","53876","NA","NA","sig","non-pleio",NA,NA,"sig"
381,5,0,0,381,0,1.5,"CDO30_18130",1.49109947643979,0.302783135850096,1.49109947643979,1.42378093009585,1.34468850543433,0.983867445543518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
516,5,0,0,516,0,1.5,"CDO30_18135",1.49782309176082,0.302783135850096,1.49782309176082,1.43890394588142,1.35075192935742,0.983867445543518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1626,6,0,0,1626,0,0.5,"CDO30_18140",1.4606778726922,0.599614218793056,1.4606778726922,0.85517790503806,1.18376734555141,1.06827675024834,"pSymA","NP_435900.1","copper resistance protein CopC","ASP60276.1","CDO30_18140",55439,57064,1,NA,NA,"56110","56110","NA","NA","non-sig","NA",NA,NA,"GWAS"
363,0,0,0,0,0,NA,"CDO30_18145",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
675,0,0,0,0,0,NA,"CDO30_18150",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1182,0,0,0,0,0,NA,"CDO30_18155",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
294,2,0,0,294,0,0,"CDO30_18160",0.32593000826674,0.310057867181042,0.32593000826674,-0.0693412583711672,0.488688065807771,0.63962103654283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1212,3,0,0,1212,0,0.5,"CDO30_18165",0.679085147423533,0.513419674841554,0.679085147423533,0.514643271657227,0.817081851365785,0.776085193380109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1005,3,0,0,1005,0,Inf,"CDO30_18170",0.711711215210802,0.604133370074401,0.711711215210802,0.616883424397747,0.856337853314214,0.776085193380109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
558,0,0,0,0,0,NA,"CDO30_18175",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
828,5,0,0,828,0,4,"CDO30_18180",0.634444750620005,0.542904381372279,0.634444750620006,-0.503040031961144,0.57214865739799,0.983867445543518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
915,1,0,0,915,0,Inf,"CDO30_18185",0.118379718930835,0.118379718930835,0.118379718930835,-0.316163762684596,0.25555826917247,0.456608540609655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1362,3,0,0,1362,0,0,"CDO30_18190",0.748856434279416,0.617801047120419,0.748856434279416,0.733285219916514,0.901031342019014,0.776085193380109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1920,3,0,0,1920,0,Inf,"CDO30_18195",0.389418572609534,0.256544502617801,0.389418572609534,-0.393083489836304,0.468552212445272,0.776085193380109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
2268,8,0,0,2268,0,1,"CDO30_18200",1.28531275833563,0.76048498208873,1.28531275833563,-0.141547891670664,0.875458890840481,1.21245191429392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
831,0,0,0,0,0,NA,"CDO30_18205",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
519,1,0,0,519,0,Inf,"CDO30_18210",0.163020115734362,0.163020115734362,0.163020115734362,-0.0510636204945646,0.351928007547564,0.456608540609655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
157,0,0,0,0,0,NA,"CDO30_18215",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
930,0,0,0,0,0,NA,"CDO30_18220",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
318,0,0,0,0,0,NA,"CDO30_18225",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
342,0,0,0,0,0,NA,"CDO30_18230",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
582,0,0,0,0,0,NA,"CDO30_18235",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1044,0,0,0,0,0,NA,"CDO30_18240",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
2400,0,0,0,0,0,NA,"CDO30_18245",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
678,0,0,0,0,0,NA,"CDO30_18250",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
282,0,0,0,0,0,NA,"CDO30_18255",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
582,0,0,0,0,0,NA,"CDO30_18260",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
444,0,0,0,0,0,NA,"CDO30_18265",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
843,0,0,0,0,0,NA,"CDO30_18270",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1074,0,0,0,0,0,NA,"CDO30_18275",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
2703,0,0,0,0,0,NA,"CDO30_18280",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
396,0,0,0,0,0,NA,"CDO30_18285",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
675,0,0,0,0,0,NA,"CDO30_18290",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
456,0,0,0,0,0,NA,"CDO30_18295",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
834,0,0,0,0,0,NA,"CDO30_18300",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
825,0,0,0,0,0,NA,"CDO30_18305",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
2700,0,0,0,0,0,NA,"CDO30_18310",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1587,0,0,0,0,0,NA,"CDO30_18315",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
765,0,0,0,0,0,NA,"CDO30_18320",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
267,0,0,0,0,0,NA,"CDO30_18325",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
492,0,0,0,0,0,NA,"CDO30_18330",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
462,0,0,0,0,0,NA,"CDO30_18335",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
627,0,0,0,0,0,NA,"CDO30_18340",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
450,0,0,0,0,0,NA,"CDO30_18345",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1596,0,0,0,0,0,NA,"CDO30_18350",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
444,0,0,0,0,0,NA,"CDO30_18355",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
354,0,0,0,0,0,NA,"CDO30_18360",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1653,0,0,0,0,0,NA,"CDO30_18365",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1317,0,0,0,0,0,NA,"CDO30_18370",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1119,0,0,0,0,0,NA,"CDO30_18375",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
