"region","gene_ID","RefSeq_ID","ncbi_func","no_vars","no_traits","no_effects","min_ps","max_ps","min_score","max_score","ave_abs_score","ave_af","assocs","exps","host","cat"
"pSymA","CDO30_18065","NP_435915.1","DNA-binding response regulator",1,1,1,42729,42729,-0.2577717,-0.2577717,0.2577717,0.11,"height1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_18780","YP_002000351.1","transcriptional regulator",1,1,1,166797,166797,0.3444996,0.3444996,0.3444996,0.058,"height1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_18935","NP_435753.1","sensor histidine kinase",2,1,2,193219,193728,0.1959417,0.2613931,0.2286674,0.1445,"height1+(DZA-1)[1], height1+(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_18940","NP_435752.1","mechanosensitive ion channel family protein",3,1,3,194488,196314,0.1573485,0.2756617,0.212533033333333,0.244666666666667,"height1+(DZA-3)[2], height1+(A17-4)[1]","3, 4","Both","other"
"pSymA","CDO30_18945","NP_435751.1","Ti-type conjugative transfer relaxase TraA",17,1,19,197263,200702,-0.4635871,0.5149763,0.304597010526316,0.156210526315789,"height1-(A17-2)[7], height1-(DZA-3)[3], height1+(DZA-3)[7], height1+(A17-4)[1], height1-(A17-4)[1]","2, 3, 4","Both","Partially Universal"
"pSymA","CDO30_18960","NP_435748.1","Ti-type conjugative transfer system protein TraG",7,1,7,202388,204133,-0.1568376,0.2987358,0.216262242857143,0.269,"height1+(DZA-1)[3], height1-(DZA-1)[1], height1+(DZA-3)[2], height1+(A17-4)[1]","1, 3, 4","Both","Partially Universal"
"pSymA","CDO30_18970","NP_435747.2","DUF736 domain-containing protein",1,1,1,205321,205321,-0.1528269,-0.1528269,0.1528269,0.437,"height1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_18995","NP_435745.1","hypothetical protein",2,1,3,207082,207257,-0.1847849,0.1712513,0.178725266666667,0.467333333333333,"height1-(DZA-1)[2], height1+(A17-2)[1]","1, 2","Both","other"
"pSymA","CDO30_19000","NP_435744.1","DUF2493 domain-containing protein",1,1,1,207562,207562,0.2527842,0.2527842,0.2527842,0.152,"height1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19005","NP_435743.2","DNA primase",2,1,3,209536,209696,0.1417745,0.3301866,0.210814266666667,0.315,"height1+(DZA-1)[1], height1+(A17-2)[1], height1+(DZA-3)[1]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_19020","NP_435741.1","DUF1173 domain-containing protein",4,1,5,211399,212278,-0.2113742,0.2580611,0.2348824,0.1906,"height1+(DZA-1)[1], height1-(A17-2)[2], height1+(DZA-3)[2]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_19030","NP_435739.2","DUF932 domain-containing protein",2,1,2,214036,214079,-0.2746715,-0.2664624,0.27056695,0.237,"height1-(DZA-3)[2]","3","DZA only","GxE"
"pSymA","CDO30_19035","NP_435738.1","antirestriction protein",1,1,1,214329,214329,-0.2963148,-0.2963148,0.2963148,0.279,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19040","NP_435737.1","plasmid pRiA4b ORF-3 family protein",2,1,2,215519,215773,-0.2595186,-0.1858159,0.22266725,0.2435,"height1-(DZA-3)[2]","3","DZA only","GxE"
"pSymA","CDO30_19045","NP_435736.1","hypothetical protein",1,1,1,216496,216496,-0.2449026,-0.2449026,0.2449026,0.251,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19050","NP_435735.1","error-prone DNA polymerase",2,1,2,219637,219821,0.2626934,0.2768171,0.26975525,0.157,"height1+(DZA-3)[2]","3","DZA only","GxE"
"pSymA","CDO30_19100","NP_435728.1","glutamine--fructose-6-phosphate aminotransferase",4,1,5,225446,226431,-0.3251935,-0.1850644,0.23611374,0.251,"height1-(DZA-1)[2], height1-(DZA-3)[3]","1, 3","DZA only","GxG"
"pSymA","CDO30_19105","NP_435727.1","nodulation protein NolF",2,1,2,227703,228138,-0.3060926,-0.3045739,0.30533325,0.178,"height1-(DZA-1)[1], height1-(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_19110","NP_435726.1","nodulation protein NolG",2,1,2,229881,231125,-0.1988992,0.1477662,0.1733327,0.3585,"height1-(DZA-1)[1], height1+(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_19115","NP_435725.1","nodulation protein N",1,1,1,231727,231727,0.2769394,0.2769394,0.2769394,0.099,"height1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19145","NP_435719.1","chitooligosaccharide synthase NodC",2,1,2,237417,238177,0.1856851,0.2801822,0.23293365,0.28,"height1+(A17-2)[1], height1+(DZA-3)[1]","2, 3","Both","other"
"pSymA","CDO30_19170","NP_435715.1","adenylyl-sulfate kinase",2,1,2,241776,241807,-0.1911873,0.3287534,0.25997035,0.1345,"height1-(DZA-3)[1], height1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19175","NP_435714.1","sulfate adenylyltransferase subunit 2",1,1,1,244233,244233,-0.1740351,-0.1740351,0.1740351,0.262,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19190","NP_435712.1","nodulation protein E",1,1,1,247189,247189,0.2846541,0.2846541,0.2846541,0.073,"height1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_19200","NP_435710.1","nodulation protein H",1,1,1,248929,248929,-0.1697823,-0.1697823,0.1697823,0.34,"height1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19230","WP_014531676.1","polypeptide",1,1,1,253298,253298,-0.384952,-0.384952,0.384952,0.052,"height1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19275","NP_435698.1","nitrogenase iron-molybdenum cofactor biosynthesis protein NifE",2,1,2,258116,259478,0.1915281,0.3119452,0.25173665,0.118,"height1+(DZA-1)[1], height1+(A17-2)[1]","1, 2","Both","other"
"pSymA","CDO30_19280","NP_435697.1","nitrogenase molybdenum-iron protein subunit beta",1,1,1,259775,259775,0.297471,0.297471,0.297471,0.079,"height1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_19315","WP_015242440.1","hypothetical protein",1,1,1,264945,264945,-0.2098107,-0.2098107,0.2098107,0.147,"height1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19360","NP_435685.2","hypothetical protein",1,1,2,274765,274765,-0.1554896,0.1494818,0.1524857,0.303,"height1+(DZA-1)[1], height1-(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_19370","NP_435683.1","NAD-dependent succinate-semialdehyde dehydrogenase",1,1,1,276167,276167,0.3204695,0.3204695,0.3204695,0.105,"height1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19385","NP_435680.1","ABC transporter permease",1,1,1,280001,280001,0.2273322,0.2273322,0.2273322,0.204,"height1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19390","NP_435679.2","ABC transporter substrate-binding protein",1,1,2,280991,280991,-0.2206472,0.2164679,0.21855755,0.147,"height1+(DZA-1)[1], height1-(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_19430","NP_435671.2","GntR family transcriptional regulator",1,1,1,287308,287308,0.3095441,0.3095441,0.3095441,0.079,"height1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19510","NP_435662.1","nodulation protein NoeA",1,1,1,299918,299918,0.1944837,0.1944837,0.1944837,0.23,"height1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19525","NP_435660.1","hypothetical protein",1,1,1,302040,302040,-0.1679864,-0.1679864,0.1679864,0.375,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19530","NP_435659.1","cytochrome-c oxidase%2C cbb3-type subunit III",1,1,1,302766,302766,-0.3377187,-0.3377187,0.3377187,0.092,"height1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19545","NP_435656.1","cytochrome c oxidase%2C cbb3-type subunit I",1,1,1,304672,304672,0.2576755,0.2576755,0.2576755,0.126,"height1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_19570","YP_001314587.1","flavin reductase",2,1,2,308241,308454,-0.2999113,-0.2877492,0.29383025,0.1125,"height1-(DZA-1)[2]","1","DZA only","GxE"
"pSymA","CDO30_19590","NP_435648.1","flavin reductase",2,1,2,312810,312972,-0.3201876,-0.1960071,0.25809735,0.162,"height1-(DZA-1)[1], height1-(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_19630","NP_435641.1","molecular chaperone GroEL",1,1,2,320628,320628,-0.201121,0.1696068,0.1853639,0.251,"height1+(DZA-1)[1], height1-(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_19665","NP_435634.1","DUF2280 domain-containing protein",2,1,2,324703,324731,-0.33499,-0.2075537,0.27127185,0.2395,"height1-(DZA-1)[2]","1","DZA only","GxE"
"pSymA","CDO30_19670","YP_001314656.1","hypothetical protein",1,1,1,324867,324867,-0.1522861,-0.1522861,0.1522861,0.479,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19685","NP_435632.2","N-acetyltransferase",1,1,1,325896,325896,-0.1673221,-0.1673221,0.1673221,0.342,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19690","NP_435630.1","VOC family protein",1,1,1,327448,327448,-0.2348435,-0.2348435,0.2348435,0.173,"height1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19695","NP_435629.1","IS66 family insertion sequence hypothetical protein",2,1,2,327932,328063,-0.2189801,0.1622858,0.19063295,0.3065,"height1-(DZA-1)[1], height1+(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_19700","NP_435628.1","NAD(P)-dependent oxidoreductase",1,1,1,328918,328918,0.3107148,0.3107148,0.3107148,0.068,"height1+(A17-2)[1]","2","A17 only","GxE"
"pSymA","CDO30_19705","NP_435627.1","IclR family transcriptional regulator",3,1,3,329402,330614,-0.2405142,0.4182825,0.287107666666667,0.167333333333333,"height1-(DZA-1)[1], height1+(A17-2)[1], height1-(DZA-3)[1]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_19710","NP_435626.1","NAD(P)-dependent oxidoreductase",2,1,3,331120,331150,-0.2157806,0.1926542,0.2052467,0.181333333333333,"height1+(DZA-1)[1], height1-(DZA-3)[1], height1-(A17-4)[1]","1, 3, 4","Both","Partially Universal"
"pSymA","CDO30_19720","NP_435624.1","ABC transporter ATP-binding protein",1,1,1,332445,332445,-0.2181446,-0.2181446,0.2181446,0.131,"height1-(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_19725","NP_435623.1","carbohydrate ABC transporter permease",4,1,5,332877,333498,-0.2197202,0.2405084,0.21182346,0.2378,"height1+(DZA-1)[1], height1-(DZA-3)[1], height1+(DZA-3)[3]","1, 3","DZA only","GxG"
"pSymA","CDO30_19730","YP_001312338.1","sugar ABC transporter permease",3,1,3,333664,334175,-0.261761,0.4042652,0.2808396,0.293,"height1+(DZA-3)[2], height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19735","NP_435621.1","sugar ABC transporter substrate-binding protein",4,1,4,334716,335088,-0.256553,0.3283056,0.242500825,0.33775,"height1+(DZA-3)[3], height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19740","NP_435620.1","enolase",2,1,2,335977,336503,-0.2037279,0.296453,0.25009045,0.2305,"height1-(DZA-3)[1], height1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19745","NP_435619.1","dihydrodipicolinate synthase family protein",1,1,1,337888,337888,0.2062523,0.2062523,0.2062523,0.173,"height1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19750","NP_435618.2","2-dehydro-3-deoxygalactonokinase",2,1,2,338670,338731,-0.2837446,0.3294634,0.306604,0.165,"height1-(DZA-3)[1], height1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19755","NP_435617.1","Ion channel",1,1,1,339819,339819,0.3673822,0.3673822,0.3673822,0.074,"height1+(A17-2)[1]","2","A17 only","GxE"
"pSymA","CDO30_19760","YP_001314405.1","glycerol transporter",1,1,1,340081,340081,-0.2763629,-0.2763629,0.2763629,0.385,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19765","NP_435616.1","histidine kinase",2,1,2,340431,340608,-0.2189208,0.1517375,0.18532915,0.4385,"height1-(DZA-3)[1], height1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19770","NP_435615.1","carbamate kinase",3,1,3,341621,341901,-0.3087137,-0.2862834,0.29868,0.263333333333333,"height1-(DZA-3)[2], height1-(A17-4)[1]","3, 4","Both","other"
"pSymA","CDO30_19775","NP_435614.1","ornithine carbamoyltransferase",1,1,1,342835,342835,0.2172515,0.2172515,0.2172515,0.234,"height1+(A17-2)[1]","2","A17 only","GxE"
"pSymA","CDO30_19780","NP_435613.1","arginine deiminase",3,1,4,343164,344265,-0.2726655,0.2949222,0.243843425,0.41175,"height1-(A17-2)[1], height1-(DZA-3)[2], height1+(DZA-3)[1]","2, 3","Both","other"
"pSymA","CDO30_19785","WP_018010500.1","hypothetical protein",1,1,1,344648,344648,0.1702083,0.1702083,0.1702083,0.31,"height1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19790","NP_435612.1","DUF3300 domain-containing protein",3,1,3,345218,346221,0.2516412,0.2986122,0.269838,0.314,"height1+(DZA-3)[3]","3","DZA only","GxE"
"pSymA","CDO30_19795","NP_435611.1","DUF2950 domain-containing protein",3,1,4,346582,346978,0.2454235,0.4777226,0.32567545,0.19825,"height1+(DZA-1)[1], height1+(DZA-3)[3]","1, 3","DZA only","GxG"
"pSymA","CDO30_19800","NP_435610.2","hypothetical protein",4,1,5,347822,348072,-0.1458383,0.3375397,0.2148338,0.2598,"height1-(DZA-1)[1], height1+(A17-2)[3], height1+(A17-4)[1]","1, 2, 4","Both","Partially Universal"
"pSymA","CDO30_19805","NP_435609.1","amino acid permease",4,1,8,348725,349679,-0.1864463,0.1862983,0.1750719375,0.35875,"height1+(DZA-1)[1], height1+(A17-2)[2], height1-(A17-2)[1], height1+(DZA-3)[1], height1-(DZA-3)[1], height1+(A17-4)[2]","1, 2, 3, 4","Both","Universal"
"pSymA","CDO30_19810","NP_435608.2","cation transporter",2,1,2,350454,351033,-0.1862362,0.1892452,0.1877407,0.4435,"height1+(DZA-3)[1], height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19815","NP_435607.4","lysine decarboxylase",5,1,6,351337,351994,-0.2491247,0.3056861,0.210590866666667,0.261333333333333,"height1+(DZA-1)[4], height1-(DZA-1)[1], height1-(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_19830","NP_435607.4","lysine decarboxylase",3,1,6,353889,354612,-0.2338795,0.2123985,0.199385766666667,0.263666666666667,"height1+(DZA-1)[2], height1+(DZA-3)[1], height1-(DZA-3)[2], height1+(A17-4)[1]","1, 3, 4","Both","Partially Universal"
"pSymA","CDO30_19835","YP_001313905.1","amino acid decarboxylase",13,1,19,354961,356989,-0.4785645,0.3684069,0.263106721052632,0.155736842105263,"height1+(DZA-1)[2], height1-(DZA-1)[1], height1+(A17-2)[2], height1-(A17-2)[4], height1+(DZA-3)[5], height1+(A17-4)[2], height1-(A17-4)[3]","1, 2, 3, 4","Both","Universal"
"pSymA","CDO30_19840","NP_435605.1","putrescine-ornithine antiporter",5,1,5,357613,357970,-0.1789429,0.4045936,0.30351704,0.124,"height1+(DZA-1)[2], height1-(A17-2)[1], height1+(A17-2)[2]","1, 2","Both","other"
"pSymA","CDO30_19845","NP_435604.2","amino acid ABC transporter substrate-binding protein",8,1,10,358666,359279,-0.1980574,0.2447303,0.19071727,0.3429,"height1+(DZA-1)[2], height1-(DZA-1)[1], height1-(A17-2)[3], height1+(A17-2)[1], height1+(DZA-3)[3]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_19850","NP_435603.2","calcium/proton exchanger",5,1,9,359911,360507,-0.2255517,0.276275,0.196572944444444,0.352666666666667,"height1+(DZA-1)[1], height1-(A17-2)[1], height1+(A17-2)[1], height1+(DZA-3)[3], height1+(A17-4)[3]","1, 2, 3, 4","Both","Universal"
"pSymA","CDO30_19855","NP_435602.1","hypothetical protein",1,1,1,361073,361073,-0.2030118,-0.2030118,0.2030118,0.214,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19875","NP_435600.1","polyphosphate kinase 2",4,1,5,363107,363720,-0.2145345,0.2198654,0.17904322,0.3934,"height1+(DZA-3)[3], height1-(DZA-3)[1], height1+(A17-4)[1]","3, 4","Both","other"
"pSymA","CDO30_19880","NP_435599.1","HlyD family secretion protein",4,1,6,364204,364951,-0.4886902,0.1958701,0.2522772,0.263166666666667,"height1-(DZA-1)[1], height1+(DZA-3)[2], height1+(A17-4)[2], height1-(A17-4)[1]","1, 3, 4","Both","Partially Universal"
"pSymA","CDO30_19885","NP_435598.1","hypothetical protein",2,1,2,365285,365689,-0.2029557,0.1944936,0.19872465,0.2535,"height1-(DZA-1)[1], height1+(A17-2)[1]","1, 2","Both","other"
"pSymA","CDO30_19890","NP_435597.2","AI-2E family transporter",5,1,5,366629,367292,-0.2050373,0.2311241,0.18791816,0.2836,"height1-(DZA-1)[2], height1+(A17-4)[1], height1-(A17-4)[2]","1, 4","Both","other"
"pSymA","CDO30_19895","NP_435596.1","hypothetical protein",9,1,12,367464,369039,-0.1940302,0.2317868,0.1875844,0.312666666666667,"height1-(DZA-1)[3], height1+(DZA-1)[1], height1+(A17-2)[4], height1-(DZA-3)[1], height1+(DZA-3)[3]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_19905","NP_435594.1","transcriptional regulator",1,1,2,370179,370179,-0.2526191,0.1422256,0.19742235,0.376,"height1+(DZA-1)[1], height1-(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_19910","NP_435593.1","hypothetical protein",4,1,4,370479,370820,-0.1815948,0.2692236,0.227490125,0.20925,"height1+(A17-2)[1], height1-(DZA-3)[1], height1+(A17-4)[2]","2, 3, 4","Both","Partially Universal"
"pSymA","CDO30_20010","NP_435579.1","hypothetical protein",1,1,1,380645,380645,-0.2183224,-0.2183224,0.2183224,0.118,"height1-(A17-2)[1]","2","A17 only","GxE"
"pSymA","CDO30_20015","NP_435578.1","hypothetical protein",1,1,1,381402,381402,0.2506775,0.2506775,0.2506775,0.128,"height1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_20020","NP_435577.1","mechanosensitive ion channel family protein",6,1,6,381633,383013,-0.2819581,0.2987038,0.23814155,0.170666666666667,"height1+(DZA-1)[1], height1+(DZA-3)[2], height1-(DZA-3)[2], height1+(A17-4)[1]","1, 3, 4","Both","Partially Universal"
"pSymA","CDO30_20030","NP_435575.1","aquaporin Z",1,1,1,384456,384456,-0.1522792,-0.1522792,0.1522792,0.478,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_20055","NP_435572.1","cbb3-type cytochrome oxidase assembly protein CcoS",1,1,2,387520,387520,-0.213564,0.1478047,0.18068435,0.362,"height1+(DZA-1)[1], height1-(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_20060","NP_435571.1","copper-translocating P-type ATPase",6,1,9,388021,389643,-0.3059945,0.2642614,0.224772411111111,0.245888888888889,"height1+(DZA-1)[3], height1-(DZA-1)[1], height1+(A17-2)[1], height1-(A17-2)[2], height1-(DZA-3)[1], height1-(A17-4)[1]","1, 2, 3, 4","Both","Universal"
"pSymA","CDO30_20065","NP_435570.1","DUF2189 domain-containing protein",1,1,1,390130,390130,-0.2155982,-0.2155982,0.2155982,0.319,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_20075","NP_435569.1","cytochrome-c oxidase%2C cbb3-type subunit III",1,1,1,390836,390836,-0.2015532,-0.2015532,0.2015532,0.38,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_20085","NP_435567.1","cytochrome c oxidase%2C cbb3-type subunit II",1,1,1,392568,392568,0.2122554,0.2122554,0.2122554,0.102,"height1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_20090","NP_435566.1","cytochrome c oxidase%2C cbb3-type subunit I",4,1,4,393334,394202,-0.4598047,0.1828888,0.254520225,0.244,"height1-(DZA-1)[2], height1-(DZA-3)[1], height1+(A17-4)[1]","1, 3, 4","Both","Partially Universal"
"pSymA","CDO30_20095","WP_017267631.1","hypothetical protein",1,1,1,394359,394359,-0.2139135,-0.2139135,0.2139135,0.33,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_20100","YP_001313599.1","cell envelope protein",8,1,10,394866,396053,-0.3954487,0.3304671,0.23640936,0.2303,"height1+(DZA-1)[3], height1-(DZA-1)[1], height1-(A17-2)[1], height1+(A17-2)[2], height1+(DZA-3)[1], height1-(DZA-3)[1], height1+(A17-4)[1]","1, 2, 3, 4","Both","Universal"
"pSymA","CDO30_20105","NP_435563.1","hypothetical protein",7,1,9,396211,397154,-0.3942571,0.3076364,0.276510833333333,0.161111111111111,"height1+(DZA-1)[4], height1-(DZA-1)[1], height1-(A17-2)[1], height1-(A17-4)[2], height1+(A17-4)[1]","1, 2, 4","Both","Partially Universal"
"pSymA","CDO30_20110","NP_435562.1","hypothetical protein",2,1,2,397788,397823,0.1726201,0.2016253,0.1871227,0.3425,"height1+(DZA-3)[2]","3","DZA only","GxE"
"pSymA","CDO30_20115","NP_435561.2","DUF2092 domain-containing protein",3,1,3,398111,398231,-0.2513891,0.2356108,0.235552066666667,0.229333333333333,"height1+(DZA-1)[1], height1-(DZA-3)[2]","1, 3","DZA only","GxG"
"pSymA","CDO30_20120","WP_017271444.1","hypothetical protein",1,1,1,399024,399024,-0.2139798,-0.2139798,0.2139798,0.232,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_20125","NP_435560.2","adenylate cyclase",4,1,4,399589,400428,-0.3135344,0.2170074,0.248216925,0.154,"height1+(DZA-1)[2], height1-(DZA-1)[1], height1-(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_20130","NP_435559.2","alpha/beta hydrolase",2,1,2,402820,403187,-0.2535168,0.2553026,0.2544097,0.128,"height1-(A17-2)[1], height1+(DZA-3)[1]","2, 3","Both","other"
"pSymA","CDO30_20160","NP_435553.1","nitrate ABC transporter substrate-binding protein",1,1,1,408582,408582,0.1827421,0.1827421,0.1827421,0.243,"height1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_20165","NP_435552.1","nitrate ABC transporter%2C permease protein",1,1,1,409460,409460,-0.1912958,-0.1912958,0.1912958,0.217,"height1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_20175","NP_435549.2","guanylate cyclase",4,1,5,411302,412706,-0.3127509,0.1901705,0.2191135,0.2128,"height1+(DZA-1)[2], height1-(DZA-1)[1], height1-(DZA-3)[2]","1, 3","DZA only","GxG"
"pSymA","CDO30_20180","NP_435548.1","branched chain amino acid ABC transporter substrate-binding protein",1,1,1,414854,414854,-0.3986736,-0.3986736,0.3986736,0.084,"height1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_20200","WP_013845882.1","addiction module antitoxin",1,1,1,416775,416775,-0.2478542,-0.2478542,0.2478542,0.165,"height1-(A17-4)[1]","4","A17 only","GxE"
