"region","gene_ID","RefSeq_ID","ncbi_func","no_vars","no_traits","no_effects","min_ps","max_ps","min_score","max_score","ave_abs_score","ave_af","assocs","host"
"pSymA","gene-CDO30_19155","NP_435717.1","nodulation protein J",1,1,1,239653,239653,0.08677896,0.08677896,0.08677896,0.398,"shoot.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19170","NP_435715.1","adenylyl-sulfate kinase",1,1,1,241776,241776,-0.1334487,-0.1334487,0.1334487,0.195,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19175","NP_435714.1","sulfate adenylyltransferase subunit 2",3,1,3,244233,244314,-0.08780713,-0.07182808,0.0802720466666667,0.288,"shoot.plast-(DZA-13)[3]","DZA only"
"pSymA","gene-CDO30_19190","NP_435712.1","nodulation protein E",1,1,1,247085,247085,-0.1078624,-0.1078624,0.1078624,0.204,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19280","NP_435697.1","nitrogenase molybdenum-iron protein subunit beta",2,1,2,259859,260642,-0.08254369,-0.0702722,0.076407945,0.437,"shoot.plast-(DZA-13)[2]","DZA only"
"pSymA","gene-CDO30_19285","NP_435696.1","nitrogenase molybdenum-iron protein alpha chain",2,1,2,261560,261729,-0.1159195,-0.07029609,0.093107795,0.2955,"shoot.plast-(DZA-13)[2]","DZA only"
"pSymA","gene-CDO30_19320","NP_435693.1","protein FixA",1,1,1,266404,266404,-0.08841141,-0.08841141,0.08841141,0.209,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19360","NP_435685.2","hypothetical protein",2,1,2,274765,274853,-0.09605809,0.07481098,0.085434535,0.3745,"shoot.plast-(DZA-13)[1], shoot.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19380","NP_435681.1","ABC transporter permease",1,1,1,278725,278725,0.06143204,0.06143204,0.06143204,0.45,"shoot.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19385","NP_435680.1","ABC transporter permease",1,1,1,280001,280001,-0.1463404,-0.1463404,0.1463404,0.204,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19390","NP_435679.2","ABC transporter substrate-binding protein",1,1,1,280991,280991,-0.1503752,-0.1503752,0.1503752,0.147,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19410","NP_435675.2","flavin reductase",2,1,2,284447,284455,-0.076586,0.129708,0.103147,0.301,"shoot.plast+(DZA-13)[1], shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19505","NP_435663.1","nodulation protein NoeB",1,1,1,298663,298663,0.06377714,0.06377714,0.06377714,0.44,"shoot.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19510","NP_435662.1","nodulation protein NoeA",1,1,1,299918,299918,-0.1161947,-0.1161947,0.1161947,0.23,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19520","NP_435661.1","nodulation protein L",1,1,1,301164,301164,0.1037041,0.1037041,0.1037041,0.084,"shoot.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19525","NP_435660.1","hypothetical protein",1,1,1,302040,302040,-0.07543253,-0.07543253,0.07543253,0.375,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19545","NP_435656.1","cytochrome c oxidase%2C cbb3-type subunit I",2,1,2,304930,305649,-0.06659352,0.09016993,0.078381725,0.2945,"shoot.plast+(DZA-13)[1], shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19555","NP_435654.1","transcriptional regulator",2,1,2,306603,306861,-0.1069597,0.06293311,0.084946405,0.356,"shoot.plast+(DZA-13)[1], shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19570","YP_001314587.1","flavin reductase",1,1,1,308454,308454,0.1062429,0.1062429,0.1062429,0.105,"shoot.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19590","NP_435648.1","flavin reductase",1,1,1,312810,312810,-0.09683883,-0.09683883,0.09683883,0.251,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19625","WP_015338933.1","co-chaperone GroES",1,1,1,319050,319050,-0.07622997,-0.07622997,0.07622997,0.293,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19630","NP_435641.1","molecular chaperone GroEL",1,1,1,320628,320628,-0.1076445,-0.1076445,0.1076445,0.251,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19665","NP_435634.1","DUF2280 domain-containing protein",1,1,1,324731,324731,0.06562249,0.06562249,0.06562249,0.421,"shoot.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19695","NP_435629.1","IS66 family insertion sequence hypothetical protein",1,1,1,327658,327658,-0.08860495,-0.08860495,0.08860495,0.293,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19705","NP_435627.1","IclR family transcriptional regulator",2,1,2,329466,329567,-0.1121609,-0.1117963,0.1119786,0.251,"shoot.plast-(DZA-13)[2]","DZA only"
"pSymA","gene-CDO30_19710","NP_435626.1","NAD(P)-dependent oxidoreductase",1,1,1,331120,331120,-0.1332495,-0.1332495,0.1332495,0.204,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19725","NP_435623.1","carbohydrate ABC transporter permease",2,1,2,332877,332976,-0.1283947,0.08249045,0.105442575,0.283,"shoot.plast-(DZA-13)[1], shoot.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19730","YP_001312338.1","sugar ABC transporter permease",2,1,2,333664,333997,-0.08492038,0.1899344,0.13742739,0.2695,"shoot.plast-(DZA-13)[1], shoot.plast+(A17-24)[1]","Both"
"pSymA","gene-CDO30_19735","NP_435621.1","sugar ABC transporter substrate-binding protein",3,1,3,334716,335088,-0.09643536,0.09374691,0.0914133133333333,0.431,"shoot.plast+(DZA-13)[2], shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19740","NP_435620.1","enolase",2,1,2,335977,336494,-0.1081119,0.06961517,0.088863535,0.3665,"shoot.plast-(DZA-13)[1], shoot.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19770","NP_435615.1","carbamate kinase",1,1,1,341621,341621,-0.06676685,-0.06676685,0.06676685,0.401,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19780","NP_435613.1","arginine deiminase",3,1,3,343164,344265,-0.06948808,0.07934743,0.0717177633333333,0.426,"shoot.plast-(DZA-13)[2], shoot.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19790","NP_435612.1","DUF3300 domain-containing protein",2,1,2,345218,346221,0.07317811,0.09232732,0.082752715,0.42,"shoot.plast+(DZA-13)[2]","DZA only"
"pSymA","gene-CDO30_19795","NP_435611.1","DUF2950 domain-containing protein",3,1,3,346582,347460,-0.141246,0.1004532,0.10473668,0.261,"shoot.plast+(DZA-13)[2], shoot.plast-(A17-24)[1]","Both"
"pSymA","gene-CDO30_19800","NP_435610.2","hypothetical protein",1,1,1,348072,348072,0.07158926,0.07158926,0.07158926,0.433,"shoot.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19805","NP_435609.1","amino acid permease",4,1,5,348725,349904,-0.1247537,0.09852254,0.090520372,0.2726,"shoot.plast+(DZA-13)[3], shoot.plast-(DZA-13)[1], shoot.plast-(A17-24)[1]","Both"
"pSymA","gene-CDO30_19810","NP_435608.2","cation transporter",2,1,2,350454,351033,-0.07068529,0.06874833,0.06971681,0.4435,"shoot.plast+(DZA-13)[1], shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19815","NP_435607.4","lysine decarboxylase",4,1,4,351337,351994,-0.1440014,0.1943049,0.1295625175,0.23275,"shoot.plast-(DZA-13)[3], shoot.plast+(A17-24)[1]","Both"
"pSymA","gene-CDO30_19830","NP_435607.4","lysine decarboxylase",4,1,4,353889,354612,-0.1533998,0.1049848,0.115552665,0.23125,"shoot.plast+(DZA-13)[1], shoot.plast-(DZA-13)[3]","DZA only"
"pSymA","gene-CDO30_19835","YP_001313905.1","amino acid decarboxylase",10,1,10,354961,356989,-0.1734059,0.2279671,0.124210957,0.1696,"shoot.plast+(DZA-13)[5], shoot.plast-(DZA-13)[3], shoot.plast+(A17-24)[1], shoot.plast-(A17-24)[1]","Both"
"pSymA","gene-CDO30_19840","NP_435605.1","putrescine-ornithine antiporter",5,1,5,357613,358255,-0.1482824,0.1927502,0.128678402,0.1806,"shoot.plast-(DZA-13)[3], shoot.plast+(DZA-13)[1], shoot.plast+(A17-24)[1]","Both"
"pSymA","gene-CDO30_19845","NP_435604.2","amino acid ABC transporter substrate-binding protein",6,1,6,358666,359100,-0.1114722,0.08828847,0.085468975,0.346833333333333,"shoot.plast-(DZA-13)[3], shoot.plast+(DZA-13)[3]","DZA only"
"pSymA","gene-CDO30_19850","NP_435603.2","calcium/proton exchanger",6,1,6,359911,360507,-0.09063851,0.09713737,0.0809000466666667,0.3295,"shoot.plast+(DZA-13)[3], shoot.plast-(DZA-13)[3]","DZA only"
"pSymA","gene-CDO30_19875","NP_435600.1","polyphosphate kinase 2",3,1,3,363107,363720,-0.1462062,0.07143987,0.0986803033333333,0.288666666666667,"shoot.plast+(DZA-13)[1], shoot.plast-(DZA-13)[2]","DZA only"
"pSymA","gene-CDO30_19890","NP_435597.2","AI-2E family transporter",2,1,2,366767,367128,-0.1266065,-0.09636564,0.11148607,0.2945,"shoot.plast-(A17-24)[2]","A17 only"
"pSymA","gene-CDO30_19895","NP_435596.1","hypothetical protein",6,1,6,367557,369039,-0.1821065,0.08141542,0.115842726666667,0.2045,"shoot.plast-(DZA-13)[1], shoot.plast+(DZA-13)[3], shoot.plast-(A17-24)[2]","Both"
"pSymA","gene-CDO30_19900","NP_435595.1","hypothetical protein",1,1,1,369571,369571,0.06638788,0.06638788,0.06638788,0.337,"shoot.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19905","NP_435594.1","transcriptional regulator",1,1,1,370179,370179,-0.09247884,-0.09247884,0.09247884,0.376,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19910","NP_435593.1","hypothetical protein",2,1,2,370479,370820,-0.1485491,-0.08003664,0.11429287,0.325,"shoot.plast-(DZA-13)[1], shoot.plast-(A17-24)[1]","Both"
"pSymA","gene-CDO30_20015","NP_435578.1","hypothetical protein",1,1,1,381632,381632,-0.1053218,-0.1053218,0.1053218,0.134,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_20020","NP_435577.1","mechanosensitive ion channel family protein",1,1,1,381861,381861,-0.1410521,-0.1410521,0.1410521,0.08,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_20040","NP_435574.1","hypothetical protein",1,1,1,385385,385385,0.07539126,0.07539126,0.07539126,0.486,"shoot.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_20055","NP_435572.1","cbb3-type cytochrome oxidase assembly protein CcoS",1,1,1,387520,387520,-0.07151066,-0.07151066,0.07151066,0.362,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_20060","NP_435571.1","copper-translocating P-type ATPase",4,1,4,388021,389643,-0.1299339,0.102997,0.10447484,0.21125,"shoot.plast-(DZA-13)[2], shoot.plast-(A17-24)[1], shoot.plast+(A17-24)[1]","Both"
"pSymA","gene-CDO30_20065","NP_435570.1","DUF2189 domain-containing protein",1,1,1,390510,390510,-0.09646086,-0.09646086,0.09646086,0.337,"shoot.plast-(A17-24)[1]","A17 only"
"pSymA","gene-CDO30_20075","NP_435569.1","cytochrome-c oxidase%2C cbb3-type subunit III",1,1,1,390836,390836,-0.08510049,-0.08510049,0.08510049,0.38,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_20085","NP_435567.1","cytochrome c oxidase%2C cbb3-type subunit II",1,1,1,392263,392263,0.09742763,0.09742763,0.09742763,0.239,"shoot.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_20090","NP_435566.1","cytochrome c oxidase%2C cbb3-type subunit I",1,1,1,392933,392933,0.07801756,0.07801756,0.07801756,0.203,"shoot.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_20100","YP_001313599.1","cell envelope protein",4,1,4,394622,395378,-0.1570993,0.1235848,0.12734668,0.18325,"shoot.plast+(DZA-13)[2], shoot.plast-(DZA-13)[1], shoot.plast-(A17-24)[1]","Both"
"pSymA","gene-CDO30_20105","NP_435563.1","hypothetical protein",6,1,6,396211,397139,-0.1726091,0.1907402,0.138530983333333,0.172666666666667,"shoot.plast-(DZA-13)[2], shoot.plast+(A17-24)[1], shoot.plast-(A17-24)[3]","Both"
"pSymA","gene-CDO30_20110","NP_435562.1","hypothetical protein",1,1,1,397788,397788,0.08620799,0.08620799,0.08620799,0.411,"shoot.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_20115","NP_435561.2","DUF2092 domain-containing protein",1,1,1,398231,398231,-0.06798366,-0.06798366,0.06798366,0.339,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_20120","WP_017271444.1","hypothetical protein",1,1,1,398979,398979,-0.110358,-0.110358,0.110358,0.268,"shoot.plast-(A17-24)[1]","A17 only"
"pSymA","gene-CDO30_20125","NP_435560.2","adenylate cyclase",1,1,1,400255,400255,-0.1089532,-0.1089532,0.1089532,0.095,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_20160","NP_435553.1","nitrate ABC transporter substrate-binding protein",1,1,1,408219,408219,-0.162984,-0.162984,0.162984,0.053,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_20175","NP_435549.2","guanylate cyclase",2,1,2,411670,413392,-0.07938584,0.1510081,0.11519697,0.1615,"shoot.plast-(DZA-13)[1], shoot.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_21070","NP_435396.1","glutaredoxin",1,1,1,565914,565914,-0.1256086,-0.1256086,0.1256086,0.079,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_21105","NP_435390.1","ABC transporter permease",1,1,1,570785,570785,-0.137745,-0.137745,0.137745,0.052,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_21125","NP_435386.1","alcohol dehydrogenase",5,1,5,574840,575852,-0.118782,-0.05715946,0.090308734,0.243,"shoot.plast-(DZA-13)[5]","DZA only"
"pSymA","gene-CDO30_21135","NP_435384.1","alpha/beta hydrolase",1,1,1,577675,577675,0.06833184,0.06833184,0.06833184,0.354,"shoot.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_21155","NP_435380.1","TRAP transporter substrate-binding protein",1,1,1,582732,582732,-0.07693204,-0.07693204,0.07693204,0.178,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_21165","NP_435378.1","TRAP transporter permease DctQ",3,1,3,585106,585452,-0.0929128,0.1395381,0.10192539,0.195333333333333,"shoot.plast-(DZA-13)[2], shoot.plast+(A17-24)[1]","Both"
"pSymA","gene-CDO30_21170","NP_435377.1","fumarylacetoacetate hydrolase",1,1,1,585629,585629,-0.06427745,-0.06427745,0.06427745,0.335,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_21190","NP_435373.1","NAD(P)-dependent oxidoreductase",1,1,1,590514,590514,-0.1732453,-0.1732453,0.1732453,0.084,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_21195","NP_435372.1","dihydroxy-acid dehydratase",1,1,2,592463,592463,-0.1893547,0.1486758,0.16901525,0.094,"shoot.plast-(DZA-13)[1], shoot.plast+(A17-24)[1]","Both"
"pSymA","gene-CDO30_21225","NP_435367.2","dehydrogenase",1,1,1,598068,598068,-0.08869473,-0.08869473,0.08869473,0.429,"shoot.plast-(A17-24)[1]","A17 only"
"pSymA","gene-CDO30_21260","YP_001313952.1","sugar ABC transporter ATP-binding protein",1,1,1,605763,605763,-0.1275233,-0.1275233,0.1275233,0.136,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_21265","NP_435359.2","5-keto-4-deoxyuronate isomerase",1,1,1,606537,606537,-0.1766395,-0.1766395,0.1766395,0.11,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_21270","NP_435358.1","hypothetical protein",1,1,1,607774,607774,-0.07573178,-0.07573178,0.07573178,0.277,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_21355","NP_435343.1","MFS transporter",2,1,2,621605,622370,-0.08208592,0.06153773,0.071811825,0.327,"shoot.plast+(DZA-13)[1], shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_21365","NP_435341.1","PhzF family phenazine biosynthesis protein",3,1,3,624110,624561,-0.1494403,0.07326349,0.115297496666667,0.209333333333333,"shoot.plast+(DZA-13)[1], shoot.plast-(DZA-13)[1], shoot.plast-(A17-24)[1]","Both"
"pSymA","gene-CDO30_21405","NP_435335.1","class I SAM-dependent methyltransferase",1,1,1,632042,632042,-0.08913197,-0.08913197,0.08913197,0.204,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_21440","YP_001313846.1","TRAP transporter large permease",2,1,2,637910,638146,-0.06762694,0.07814946,0.0728882,0.4945,"shoot.plast+(DZA-13)[1], shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_21445","YP_001313847.1","MCD%2C Malonyl-CoA decarboxylase MCD",3,1,3,638790,639150,-0.1646255,0.07981108,0.105826173333333,0.317666666666667,"shoot.plast-(DZA-13)[1], shoot.plast+(DZA-13)[2]","DZA only"
"pSymA","gene-CDO30_21490","NP_435318.2","bifunctional diguanylate cyclase/phosphodiesterase",2,1,2,648830,649408,-0.07727129,-0.07547157,0.07637143,0.3325,"shoot.plast-(DZA-13)[2]","DZA only"
"pSymA","gene-CDO30_21495","NP_435317.2","AI-2E family transporter",1,1,1,651084,651084,-0.08271117,-0.08271117,0.08271117,0.241,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_21515","NP_435314.1","fatty acid desaturase",1,1,1,654391,654391,-0.1219933,-0.1219933,0.1219933,0.068,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_21555","NP_435306.1","hypothetical protein",1,1,1,659880,659880,-0.1254512,-0.1254512,0.1254512,0.11,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_21575","NP_435303.1","histidine kinase",2,1,2,662384,663300,-0.1094573,-0.1053932,0.10742525,0.1835,"shoot.plast-(DZA-13)[1], shoot.plast-(A17-24)[1]","Both"
"pSymA","gene-CDO30_21600","NP_435299.1","ABC transporter permease",1,1,1,668468,668468,-0.1332613,-0.1332613,0.1332613,0.105,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_21620","NP_435295.1","LysR family transcriptional regulator",1,1,1,673826,673826,0.2127743,0.2127743,0.2127743,0.058,"shoot.plast+(A17-24)[1]","A17 only"
"pSymA","gene-CDO30_21625","NP_435294.1","D-aminopeptidase",1,1,1,674141,674141,0.1595791,0.1595791,0.1595791,0.099,"shoot.plast+(A17-24)[1]","A17 only"
"pSymA","gene-CDO30_21715","NP_435276.2","FadR family transcriptional regulator",1,1,1,690437,690437,-0.07827915,-0.07827915,0.07827915,0.246,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_21720","NP_435275.1","GntR family transcriptional regulator",1,1,1,691340,691340,-0.1498359,-0.1498359,0.1498359,0.089,"shoot.plast-(A17-24)[1]","A17 only"
"pSymA","gene-CDO30_21725","NP_435274.1","gluconolactonase",2,1,2,691769,692380,-0.1145761,0.07839148,0.09648379,0.2475,"shoot.plast+(DZA-13)[1], shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_21780","NP_435265.2","NADPH:quinone reductase",1,1,1,699394,699394,0.06804272,0.06804272,0.06804272,0.263,"shoot.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_21790","NP_435263.1","ABC transporter ATP-binding protein",1,1,1,701861,701861,-0.1928533,-0.1928533,0.1928533,0.068,"shoot.plast-(A17-24)[1]","A17 only"
"pSymA","gene-CDO30_21795","NP_435262.1","protease",1,1,1,703334,703334,-0.09484456,-0.09484456,0.09484456,0.246,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_21810","NP_435259.1","hypothetical protein",1,1,1,706383,706383,-0.07181201,-0.07181201,0.07181201,0.225,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_21865","YP_002000327.1","hypothetical protein",1,1,1,713547,713547,0.07324447,0.07324447,0.07324447,0.194,"shoot.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_21885","NP_435251.1","L-selenocysteinyl-tRNA(Sec) synthase",1,1,1,718252,718252,0.08590669,0.08590669,0.08590669,0.152,"shoot.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_21935","NP_436535.1","ABC transporter ATP-binding protein",1,1,1,732215,732215,-0.1454378,-0.1454378,0.1454378,0.084,"shoot.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_21945","NP_436533.2","TetR/AcrR family transcriptional regulator",1,1,1,734901,734901,-0.1772698,-0.1772698,0.1772698,0.058,"shoot.plast-(A17-24)[1]","A17 only"
"pSymA","gene-CDO30_21970","YP_002000364.1","cupin",1,1,1,740639,740639,0.1253571,0.1253571,0.1253571,0.131,"shoot.plast+(A17-24)[1]","A17 only"
