"region","gene_ID","RefSeq_ID","ncbi_func","no_vars","no_traits","no_effects","min_ps","max_ps","min_score","max_score","ave_abs_score","ave_af","assocs","host"
"pSymA","CDO30_19040","NP_435737.1","plasmid pRiA4b ORF-3 family protein",1,1,1,215773,215773,-0.06049976,-0.06049976,0.06049976,0.262,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_19045","NP_435736.1","hypothetical protein",1,1,1,216496,216496,-0.05846394,-0.05846394,0.05846394,0.251,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_19050","NP_435735.1","error-prone DNA polymerase",2,1,2,218291,219821,-0.06704844,0.05849983,0.062774135,0.105,"height.plast-(DZA-13)[1], height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_19105","NP_435727.1","nodulation protein NolF",1,1,1,228138,228138,-0.06737383,-0.06737383,0.06737383,0.267,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_19115","NP_435725.1","nodulation protein N",1,1,1,231727,231727,-0.09442171,-0.09442171,0.09442171,0.099,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_19155","NP_435717.1","nodulation protein J",1,1,1,239653,239653,0.03953643,0.03953643,0.03953643,0.398,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_19170","NP_435715.1","adenylyl-sulfate kinase",2,1,2,241776,243037,-0.06516911,0.05236108,0.058765095,0.1715,"height.plast-(DZA-13)[1], height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_19175","NP_435714.1","sulfate adenylyltransferase subunit 2",1,1,1,244233,244233,-0.05496422,-0.05496422,0.05496422,0.262,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_19190","NP_435712.1","nodulation protein E",1,1,1,247085,247085,-0.05022778,-0.05022778,0.05022778,0.204,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_19285","NP_435696.1","nitrogenase molybdenum-iron protein alpha chain",1,1,1,261560,261560,-0.05291291,-0.05291291,0.05291291,0.183,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_19320","NP_435693.1","protein FixA",1,1,1,266404,266404,-0.04599151,-0.04599151,0.04599151,0.209,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_19360","NP_435685.2","hypothetical protein",1,1,1,274765,274765,-0.06138447,-0.06138447,0.06138447,0.303,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_19385","NP_435680.1","ABC transporter permease",1,1,1,280001,280001,-0.0778142,-0.0778142,0.0778142,0.204,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_19390","NP_435679.2","ABC transporter substrate-binding protein",1,1,1,280991,280991,-0.08285756,-0.08285756,0.08285756,0.147,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_19510","NP_435662.1","nodulation protein NoeA",1,1,1,299918,299918,-0.07438946,-0.07438946,0.07438946,0.23,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_19525","NP_435660.1","hypothetical protein",1,1,1,302040,302040,-0.0407384,-0.0407384,0.0407384,0.375,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_19555","NP_435654.1","transcriptional regulator",1,1,1,306861,306861,-0.04402478,-0.04402478,0.04402478,0.267,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_19570","YP_001314587.1","flavin reductase",1,1,1,308454,308454,0.07851124,0.07851124,0.07851124,0.105,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_19590","NP_435648.1","flavin reductase",1,1,1,312810,312810,-0.06795115,-0.06795115,0.06795115,0.251,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_19625","WP_015338933.1","co-chaperone GroES",1,1,1,319050,319050,-0.06126159,-0.06126159,0.06126159,0.293,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_19630","NP_435641.1","molecular chaperone GroEL",1,1,1,320628,320628,-0.07147183,-0.07147183,0.07147183,0.251,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_19665","NP_435634.1","DUF2280 domain-containing protein",1,1,1,324703,324703,0.08931832,0.08931832,0.08931832,0.058,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_19695","NP_435629.1","IS66 family insertion sequence hypothetical protein",2,1,2,327658,327880,-0.05542446,-0.0517135,0.05356898,0.288,"height.plast-(DZA-13)[2]","DZA only"
"pSymA","CDO30_19705","NP_435627.1","IclR family transcriptional regulator",2,1,2,329466,329567,-0.07260323,-0.05087951,0.06174137,0.251,"height.plast-(DZA-13)[2]","DZA only"
"pSymA","CDO30_19710","NP_435626.1","NAD(P)-dependent oxidoreductase",2,1,2,331120,331663,-0.1064584,-0.08042898,0.09344369,0.131,"height.plast-(DZA-13)[1], height.plast-(A17-24)[1]","Both"
"pSymA","CDO30_19725","NP_435623.1","carbohydrate ABC transporter permease",1,1,1,332877,332877,-0.07841222,-0.07841222,0.07841222,0.173,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_19735","NP_435621.1","sugar ABC transporter substrate-binding protein",1,1,1,335088,335088,-0.04337757,-0.04337757,0.04337757,0.482,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_19750","NP_435618.2","2-dehydro-3-deoxygalactonokinase",1,1,1,338670,338670,-0.06606059,-0.06606059,0.06606059,0.272,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_19760","YP_001314405.1","glycerol transporter",1,1,1,340081,340081,-0.04921533,-0.04921533,0.04921533,0.385,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_19765","NP_435616.1","histidine kinase",1,1,1,340431,340431,-0.03876454,-0.03876454,0.03876454,0.417,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_19770","NP_435615.1","carbamate kinase",2,1,2,341621,341901,-0.06721499,-0.05047102,0.058843005,0.3655,"height.plast-(DZA-13)[2]","DZA only"
"pSymA","CDO30_19780","NP_435613.1","arginine deiminase",3,1,3,343164,344265,-0.06439179,0.04534781,0.0507704466666667,0.426,"height.plast-(DZA-13)[2], height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_19790","NP_435612.1","DUF3300 domain-containing protein",2,1,2,345218,346221,0.04211024,0.05160727,0.046858755,0.42,"height.plast+(DZA-13)[2]","DZA only"
"pSymA","CDO30_19795","NP_435611.1","DUF2950 domain-containing protein",1,1,1,346582,346582,0.04638395,0.04638395,0.04638395,0.412,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_19805","NP_435609.1","amino acid permease",2,1,3,348992,349496,-0.07518045,0.05549894,0.0639566466666667,0.370333333333333,"height.plast-(DZA-13)[1], height.plast-(A17-24)[1], height.plast+(A17-24)[1]","Both"
"pSymA","CDO30_19810","NP_435608.2","cation transporter",2,1,2,350454,351033,-0.06760739,0.0552,0.061403695,0.4435,"height.plast+(DZA-13)[1], height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_19815","NP_435607.4","lysine decarboxylase",5,1,5,351337,351994,-0.07552435,0.05572749,0.058429866,0.2792,"height.plast-(DZA-13)[3], height.plast+(DZA-13)[2]","DZA only"
"pSymA","CDO30_19830","NP_435607.4","lysine decarboxylase",4,1,4,353712,354612,-0.07353956,0.05383077,0.0583842875,0.27925,"height.plast+(DZA-13)[2], height.plast-(DZA-13)[2]","DZA only"
"pSymA","CDO30_19835","YP_001313905.1","amino acid decarboxylase",5,1,5,354961,356989,-0.06559378,0.1457998,0.088065774,0.1422,"height.plast+(DZA-13)[1], height.plast-(DZA-13)[2], height.plast+(A17-24)[2]","Both"
"pSymA","CDO30_19840","NP_435605.1","putrescine-ornithine antiporter",3,1,3,357685,357970,-0.1158789,0.1164071,0.103863673333333,0.0906666666666667,"height.plast-(DZA-13)[1], height.plast-(A17-24)[1], height.plast+(A17-24)[1]","Both"
"pSymA","CDO30_19845","NP_435604.2","amino acid ABC transporter substrate-binding protein",4,1,4,358758,359226,0.0430159,0.05862846,0.0493900725,0.42275,"height.plast+(DZA-13)[4]","DZA only"
"pSymA","CDO30_19850","NP_435603.2","calcium/proton exchanger",3,1,3,359911,360507,0.04162735,0.05298709,0.0477296666666667,0.378333333333333,"height.plast+(DZA-13)[3]","DZA only"
"pSymA","CDO30_19875","NP_435600.1","polyphosphate kinase 2",2,1,2,363171,363720,-0.06659296,0.04974859,0.058170775,0.3795,"height.plast+(DZA-13)[1], height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_19880","NP_435599.1","HlyD family secretion protein",3,1,3,364204,364951,-0.1047695,0.09374118,0.08077628,0.17,"height.plast+(DZA-13)[2], height.plast-(A17-24)[1]","Both"
"pSymA","CDO30_19890","NP_435597.2","AI-2E family transporter",1,1,1,367128,367128,-0.06166058,-0.06166058,0.06166058,0.225,"height.plast-(A17-24)[1]","A17 only"
"pSymA","CDO30_19895","NP_435596.1","hypothetical protein",10,1,10,367464,369138,-0.09183561,0.07012872,0.066064212,0.2842,"height.plast+(DZA-13)[5], height.plast-(DZA-13)[1], height.plast-(A17-24)[4]","Both"
"pSymA","CDO30_19900","NP_435595.1","hypothetical protein",1,1,1,369571,369571,0.04677807,0.04677807,0.04677807,0.337,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_19905","NP_435594.1","transcriptional regulator",1,1,1,370179,370179,-0.07015659,-0.07015659,0.07015659,0.376,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_19910","NP_435593.1","hypothetical protein",2,1,2,370479,370820,-0.08998098,-0.05118748,0.07058423,0.325,"height.plast-(DZA-13)[1], height.plast-(A17-24)[1]","Both"
"pSymA","CDO30_20010","NP_435579.1","hypothetical protein",2,1,2,380645,380817,0.08754835,0.09374625,0.0906473,0.134,"height.plast+(A17-24)[2]","A17 only"
"pSymA","CDO30_20015","NP_435578.1","hypothetical protein",1,1,1,381387,381387,-0.04951307,-0.04951307,0.04951307,0.134,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_20020","NP_435577.1","mechanosensitive ion channel family protein",5,1,5,382012,382378,-0.07586494,0.04051637,0.061674438,0.2252,"height.plast-(DZA-13)[4], height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_20025","NP_435576.1","hypothetical protein",1,1,1,383263,383263,0.04651053,0.04651053,0.04651053,0.38,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_20030","NP_435575.1","aquaporin Z",1,1,1,384456,384456,-0.04820276,-0.04820276,0.04820276,0.478,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_20040","NP_435574.1","hypothetical protein",1,1,1,385385,385385,0.05486944,0.05486944,0.05486944,0.486,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_20045","NP_435573.1","hypothetical protein",1,1,1,386755,386755,-0.09807571,-0.09807571,0.09807571,0.071,"height.plast-(A17-24)[1]","A17 only"
"pSymA","CDO30_20055","NP_435572.1","cbb3-type cytochrome oxidase assembly protein CcoS",3,1,3,387359,387520,-0.06452074,0.06986545,0.06225212,0.334333333333333,"height.plast+(DZA-13)[1], height.plast-(DZA-13)[1], height.plast-(A17-24)[1]","Both"
"pSymA","CDO30_20060","NP_435571.1","copper-translocating P-type ATPase",3,1,4,388021,389643,-0.08399282,0.06548389,0.0653541825,0.30625,"height.plast-(DZA-13)[2], height.plast-(A17-24)[1], height.plast+(A17-24)[1]","Both"
"pSymA","CDO30_20065","NP_435570.1","DUF2189 domain-containing protein",2,1,2,390130,390510,-0.05968019,-0.05744659,0.05856339,0.328,"height.plast-(DZA-13)[1], height.plast-(A17-24)[1]","Both"
"pSymA","CDO30_20075","NP_435569.1","cytochrome-c oxidase%2C cbb3-type subunit III",2,1,2,390836,391504,-0.06502861,-0.03703793,0.05103327,0.4065,"height.plast-(DZA-13)[2]","DZA only"
"pSymA","CDO30_20090","NP_435566.1","cytochrome c oxidase%2C cbb3-type subunit I",4,1,4,393071,394202,-0.06151685,0.1138743,0.06729569,0.28275,"height.plast-(DZA-13)[2], height.plast+(DZA-13)[2]","DZA only"
"pSymA","CDO30_20095","WP_017267631.1","hypothetical protein",1,1,1,394359,394359,-0.0627631,-0.0627631,0.0627631,0.33,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_20100","YP_001313599.1","cell envelope protein",4,1,4,394866,395999,-0.07710381,0.131661,0.0776713275,0.2145,"height.plast-(DZA-13)[2], height.plast+(DZA-13)[1], height.plast+(A17-24)[1]","Both"
"pSymA","CDO30_20105","NP_435563.1","hypothetical protein",5,1,6,396211,397154,-0.06125259,0.09956966,0.0635705083333333,0.287833333333333,"height.plast+(DZA-13)[1], height.plast-(DZA-13)[2], height.plast+(A17-24)[1], height.plast-(A17-24)[2]","Both"
"pSymA","CDO30_20110","NP_435562.1","hypothetical protein",2,1,2,397809,397823,-0.06175998,0.04214187,0.051950925,0.2635,"height.plast+(DZA-13)[1], height.plast-(A17-24)[1]","Both"
"pSymA","CDO30_20115","NP_435561.2","DUF2092 domain-containing protein",3,1,3,398111,398654,-0.06448238,-0.06041965,0.0631047033333333,0.282,"height.plast-(DZA-13)[2], height.plast-(A17-24)[1]","Both"
"pSymA","CDO30_20120","WP_017271444.1","hypothetical protein",3,1,3,398979,399130,-0.1070802,-0.06250515,0.0785380666666667,0.184333333333333,"height.plast-(DZA-13)[1], height.plast-(A17-24)[2]","Both"
"pSymA","CDO30_20125","NP_435560.2","adenylate cyclase",5,1,5,399589,401476,-0.08786817,0.0472079,0.054361344,0.3054,"height.plast-(DZA-13)[1], height.plast+(DZA-13)[3], height.plast-(A17-24)[1]","Both"
"pSymA","CDO30_20130","NP_435559.2","alpha/beta hydrolase",2,1,2,402195,403187,0.05267135,0.06220017,0.05743576,0.1335,"height.plast+(DZA-13)[2]","DZA only"
"pSymA","CDO30_20160","NP_435553.1","nitrate ABC transporter substrate-binding protein",1,1,1,408582,408582,-0.06170624,-0.06170624,0.06170624,0.243,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_20175","NP_435549.2","guanylate cyclase",2,1,2,411670,412436,-0.06704527,-0.06651984,0.066782555,0.2725,"height.plast-(DZA-13)[2]","DZA only"
"pSymA","CDO30_20180","NP_435548.1","branched chain amino acid ABC transporter substrate-binding protein",2,1,2,414783,414854,0.06085053,0.08826176,0.074556145,0.105,"height.plast+(DZA-13)[2]","DZA only"
"pSymA","CDO30_21070","NP_435396.1","glutaredoxin",1,1,1,566202,566202,-0.0870945,-0.0870945,0.0870945,0.086,"height.plast-(A17-24)[1]","A17 only"
"pSymA","CDO30_21090","NP_435393.1","DUF2200 domain-containing protein",1,1,1,568441,568441,-0.08079218,-0.08079218,0.08079218,0.136,"height.plast-(A17-24)[1]","A17 only"
"pSymA","CDO30_21100","NP_435391.1","ABC transporter substrate-binding protein",1,1,1,569971,569971,-0.08788886,-0.08788886,0.08788886,0.099,"height.plast-(A17-24)[1]","A17 only"
"pSymA","CDO30_21105","NP_435390.1","ABC transporter permease",1,1,1,570785,570785,-0.08337255,-0.08337255,0.08337255,0.052,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21125","NP_435386.1","alcohol dehydrogenase",4,1,4,574840,575847,-0.08089267,-0.066104,0.073752435,0.182,"height.plast-(DZA-13)[4]","DZA only"
"pSymA","CDO30_21140","NP_435383.1","NADH:flavin oxidoreductase",1,1,1,578788,578788,0.05822966,0.05822966,0.05822966,0.143,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_21155","NP_435380.1","TRAP transporter substrate-binding protein",1,1,1,582732,582732,-0.06461233,-0.06461233,0.06461233,0.178,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21160","NP_435379.1","L-dehydroascorbate transporter large permease subunit",1,1,1,584472,584472,-0.06688935,-0.06688935,0.06688935,0.272,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21165","NP_435378.1","TRAP transporter permease DctQ",3,1,3,585106,585293,-0.06644518,-0.0467004,0.0593477666666667,0.261666666666667,"height.plast-(DZA-13)[3]","DZA only"
"pSymA","CDO30_21170","NP_435377.1","fumarylacetoacetate hydrolase",2,1,2,585629,585839,-0.07965487,-0.0530423,0.066348585,0.2615,"height.plast-(DZA-13)[1], height.plast-(A17-24)[1]","Both"
"pSymA","CDO30_21175","NP_435376.2","FadR family transcriptional regulator",1,1,1,587518,587518,-0.04231507,-0.04231507,0.04231507,0.45,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21185","NP_435374.1","NAD-dependent epimerase",1,1,1,589754,589754,0.04064675,0.04064675,0.04064675,0.487,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_21190","NP_435373.1","NAD(P)-dependent oxidoreductase",1,1,1,590514,590514,-0.07012734,-0.07012734,0.07012734,0.084,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21195","NP_435372.1","dihydroxy-acid dehydratase",1,1,1,592463,592463,-0.09167804,-0.09167804,0.09167804,0.094,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21225","NP_435367.2","dehydrogenase",1,1,1,598099,598099,0.04370872,0.04370872,0.04370872,0.262,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_21230","NP_435366.2","MFS transporter",1,1,1,599375,599375,0.05000233,0.05000233,0.05000233,0.147,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_21240","NP_435364.1","GntR family transcriptional regulator",1,1,1,601928,601928,-0.06292115,-0.06292115,0.06292115,0.225,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21260","YP_001313952.1","sugar ABC transporter ATP-binding protein",1,1,1,605763,605763,-0.0843303,-0.0843303,0.0843303,0.136,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21265","NP_435359.2","5-keto-4-deoxyuronate isomerase",2,1,2,606537,607295,-0.08400695,0.05555364,0.069780295,0.144,"height.plast-(DZA-13)[1], height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_21285","NP_435355.1","DNA-binding response regulator",1,1,1,610072,610072,0.0868749,0.0868749,0.0868749,0.126,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_21295","NP_435353.2","ABC transporter substrate-binding protein",2,1,2,611984,612530,-0.05712975,0.06456869,0.06084922,0.2645,"height.plast-(DZA-13)[1], height.plast+(A17-24)[1]","Both"
"pSymA","CDO30_21345","NP_435345.1","hypothetical protein",1,1,1,619727,619727,-0.05877747,-0.05877747,0.05877747,0.293,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21355","NP_435343.1","MFS transporter",1,1,1,622370,622370,-0.07380146,-0.07380146,0.07380146,0.298,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21365","NP_435341.1","PhzF family phenazine biosynthesis protein",2,1,2,624110,624430,-0.05565782,0.05118995,0.053423885,0.272,"height.plast+(DZA-13)[1], height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21370","NP_435340.1","LysR family transcriptional regulator",1,1,1,624793,624793,-0.03806027,-0.03806027,0.03806027,0.497,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21380","YP_002823300.1","GYD domain-containing protein",1,1,1,626631,626631,0.055729,0.055729,0.055729,0.162,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_21385","NP_435339.1","mechanosensitive ion channel family protein",1,1,1,628193,628193,0.05152851,0.05152851,0.05152851,0.429,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_21390","NP_435338.1","polyphosphate kinase 2",1,1,1,629102,629102,-0.07068748,-0.07068748,0.07068748,0.325,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21400","NP_435336.1","class I SAM-dependent methyltransferase",1,1,1,631320,631320,-0.05776786,-0.05776786,0.05776786,0.403,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21405","NP_435335.1","class I SAM-dependent methyltransferase",3,1,3,631879,632097,-0.07713757,-0.0719731,0.0738502266666667,0.186666666666667,"height.plast-(DZA-13)[3]","DZA only"
"pSymA","CDO30_21420","NP_435332.2","secretin",3,1,3,633644,634181,-0.08007806,-0.06723454,0.0740344533333333,0.209666666666667,"height.plast-(DZA-13)[3]","DZA only"
"pSymA","CDO30_21425","NP_435330.1","GntR family transcriptional regulator",2,1,2,634957,635161,-0.04815955,0.07439338,0.061276465,0.2355,"height.plast+(DZA-13)[1], height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21435","NP_435328.1","TRAP transporter small permease",2,1,2,637016,637065,-0.07494488,-0.07266302,0.07380395,0.204,"height.plast-(DZA-13)[2]","DZA only"
"pSymA","CDO30_21440","YP_001313846.1","TRAP transporter large permease",1,1,1,637973,637973,-0.09597629,-0.09597629,0.09597629,0.094,"height.plast-(A17-24)[1]","A17 only"
"pSymA","CDO30_21460","NP_435324.1","hypothetical protein",1,1,1,642519,642519,-0.08107797,-0.08107797,0.08107797,0.152,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21470","NP_435322.1","anti-sigma factor",1,1,1,643814,643814,0.07222792,0.07222792,0.07222792,0.105,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_21490","NP_435318.2","bifunctional diguanylate cyclase/phosphodiesterase",3,1,3,647508,649408,-0.07318249,-0.06458522,0.0696899066666667,0.221666666666667,"height.plast-(DZA-13)[3]","DZA only"
"pSymA","CDO30_21495","NP_435317.2","AI-2E family transporter",5,1,5,650179,651762,-0.07695242,-0.04176235,0.060442172,0.286,"height.plast-(DZA-13)[5]","DZA only"
"pSymA","CDO30_21505","NP_435316.1","hypothetical protein",1,1,1,652431,652431,-0.06931711,-0.06931711,0.06931711,0.241,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21515","NP_435314.1","fatty acid desaturase",1,1,1,654076,654076,-0.0631735,-0.0631735,0.0631735,0.262,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21555","NP_435306.1","hypothetical protein",1,1,1,659880,659880,-0.08628348,-0.08628348,0.08628348,0.11,"height.plast-(DZA-13)[1]","DZA only"
