"region","gene_ID","RefSeq_ID","ncbi_func","no_vars","no_traits","no_effects","min_ps","max_ps","min_score","max_score","ave_abs_score","ave_af","assocs","exps","host","cat"
"Chromosome","CDO30_13680","WP_013844672.1","DNA helicase",4,1,4,2842313,2842810,-0.2757309,-0.1725411,0.2047383,0.24725,"leaf1-(DZA-3)[1], leaf1-(A17-4)[3]","3, 4","Both","other"
"Chromosome","CDO30_14015","NP_386342.1","ABC transporter ATP-binding protein",2,1,3,2916007,2916703,-0.2567968,0.3270433,0.297057066666667,0.0666666666666667,"leaf1+(DZA-3)[1], leaf1-(DZA-3)[1], leaf1+(A17-4)[1]","3, 4","Both","other"
"Chromosome","CDO30_14375","NP_386274.1","cell division protein FtsZ",1,1,1,2997152,2997152,0.3165013,0.3165013,0.3165013,0.073,"leaf1+(DZA-3)[1]","3","DZA only","GxE"
"Chromosome","CDO30_15615","NP_386046.1","beta-ketoacyl-ACP synthase II",1,1,1,3232011,3232011,-0.1574135,-0.1574135,0.1574135,0.419,"leaf1-(A17-4)[1]","4","A17 only","GxE"
"Chromosome","CDO30_15655","NP_386039.1","sodium:alanine symporter family protein",1,1,1,3238561,3238561,0.3291373,0.3291373,0.3291373,0.058,"leaf1+(A17-4)[1]","4","A17 only","GxE"
"Chromosome","CDO30_16260","NP_385922.1","kinesin",1,1,1,3363166,3363166,-0.4028021,-0.4028021,0.4028021,0.063,"leaf1-(A17-4)[1]","4","A17 only","GxE"
"Chromosome","CDO30_16390","NP_385897.1","FUSC family protein",2,1,2,3395787,3395897,-0.3513925,-0.1900139,0.2707032,0.191,"leaf1-(A17-4)[2]","4","A17 only","GxE"
"Chromosome","CDO30_16405","NP_385894.1","ATP-binding protein",1,1,1,3400442,3400442,-0.1533742,-0.1533742,0.1533742,0.288,"leaf1-(A17-4)[1]","4","A17 only","GxE"
"Chromosome","CDO30_16580","NP_385861.1","peptidase T4",1,1,1,3431456,3431456,-0.363283,-0.363283,0.363283,0.068,"leaf1-(A17-4)[1]","4","A17 only","GxE"
"Chromosome","CDO30_17175","WP_013844467.1","hypothetical protein",1,1,1,3545138,3545138,-0.1598771,-0.1598771,0.1598771,0.283,"leaf1-(A17-4)[1]","4","A17 only","GxE"
"Chromosome","CDO30_17385","NP_385719.1","hypothetical protein",1,1,1,3579911,3579911,-0.1861265,-0.1861265,0.1861265,0.382,"leaf1-(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_17830","NP_435959.2","hypothetical protein",1,1,2,797,797,0.2994625,0.3437003,0.3215814,0.068,"leaf1+(DZA-3)[1], leaf1+(A17-4)[1]","3, 4","Both","other"
"pSymA","CDO30_17850","NP_435955.1","P-type DNA transfer ATPase VirB11",1,1,1,3898,3898,0.300148,0.300148,0.300148,0.099,"leaf1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_17855","NP_435954.2","MFS transporter",1,1,1,6163,6163,0.2089502,0.2089502,0.2089502,0.152,"leaf1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_18040","NP_435920.1","periplasmic nitrate reductase subunit alpha",1,1,1,38655,38655,0.3738058,0.3738058,0.3738058,0.068,"leaf1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_18045","NP_435919.1","nitrate reductase",2,1,3,38783,38801,0.3055396,0.3588611,0.336387466666667,0.075,"leaf1+(DZA-3)[1], leaf1+(A17-4)[2]","3, 4","Both","other"
"pSymA","CDO30_18050","NP_435918.1","cytochrome C",1,1,1,39449,39449,0.1913769,0.1913769,0.1913769,0.215,"leaf1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_18805","NP_435777.2","LysR family transcriptional regulator",1,1,1,169005,169005,0.3031351,0.3031351,0.3031351,0.065,"leaf1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_18815","WP_013845417.1","AbrB/MazE/SpoVT family DNA-binding domain-containing protein",1,1,1,170344,170344,0.1801353,0.1801353,0.1801353,0.231,"leaf1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_18935","NP_435753.1","sensor histidine kinase",2,1,2,193548,193731,-0.1800983,0.2931363,0.2366173,0.2155,"leaf1-(A17-4)[1], leaf1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_18940","NP_435752.1","mechanosensitive ion channel family protein",5,1,6,194488,195909,0.2423689,0.4090416,0.295654716666667,0.119,"leaf1+(DZA-3)[1], leaf1+(A17-4)[5]","3, 4","Both","other"
"pSymA","CDO30_18945","NP_435751.1","Ti-type conjugative transfer relaxase TraA",7,1,9,197319,200702,-0.3009882,0.2935484,0.255227144444444,0.144444444444444,"leaf1+(DZA-1)[1], leaf1-(A17-2)[2], leaf1-(DZA-3)[3], leaf1+(A17-4)[1], leaf1-(A17-4)[2]","1, 2, 3, 4","Both","Universal"
"pSymA","CDO30_18960","NP_435748.1","Ti-type conjugative transfer system protein TraG",3,1,4,202388,204133,-0.1670596,0.3820144,0.2606055,0.1875,"leaf1-(DZA-1)[1], leaf1+(DZA-3)[1], leaf1+(A17-4)[2]","1, 3, 4","Both","Partially Universal"
"pSymA","CDO30_18995","NP_435745.1","hypothetical protein",1,1,1,207257,207257,-0.1480228,-0.1480228,0.1480228,0.492,"leaf1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19000","NP_435744.1","DUF2493 domain-containing protein",1,1,1,207698,207698,0.1625863,0.1625863,0.1625863,0.464,"leaf1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19020","NP_435741.1","DUF1173 domain-containing protein",1,1,1,212269,212269,0.2239039,0.2239039,0.2239039,0.132,"leaf1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19030","NP_435739.2","DUF932 domain-containing protein",2,1,2,214036,214079,-0.1898242,-0.1877696,0.1887969,0.237,"leaf1-(DZA-3)[2]","3","DZA only","GxE"
"pSymA","CDO30_19035","NP_435738.1","antirestriction protein",1,1,1,214329,214329,-0.273293,-0.273293,0.273293,0.279,"leaf1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19040","NP_435737.1","plasmid pRiA4b ORF-3 family protein",1,1,1,215773,215773,-0.2144947,-0.2144947,0.2144947,0.262,"leaf1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19045","NP_435736.1","hypothetical protein",1,1,1,216496,216496,-0.1995568,-0.1995568,0.1995568,0.251,"leaf1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19050","NP_435735.1","error-prone DNA polymerase",4,1,4,216702,219637,0.1501602,0.2111387,0.179560075,0.327,"leaf1+(DZA-3)[1], leaf1+(A17-4)[3]","3, 4","Both","other"
"pSymA","CDO30_19055","NP_435734.1","nucleotidyltransferase",1,1,1,220075,220075,0.3784869,0.3784869,0.3784869,0.073,"leaf1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_19100","NP_435728.1","glutamine--fructose-6-phosphate aminotransferase",1,1,1,225446,225446,-0.1905227,-0.1905227,0.1905227,0.33,"leaf1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19105","NP_435727.1","nodulation protein NolF",2,1,2,228022,228138,-0.2830206,0.2373316,0.2601761,0.2095,"leaf1-(DZA-3)[1], leaf1+(A17-4)[1]","3, 4","Both","other"
"pSymA","CDO30_19125","NP_435723.1","hypothetical protein",1,1,1,233587,233587,0.3435841,0.3435841,0.3435841,0.063,"leaf1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19145","NP_435719.1","chitooligosaccharide synthase NodC",1,1,1,238177,238177,0.1539889,0.1539889,0.1539889,0.487,"leaf1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19160","WP_014531651.1","hypothetical protein",1,1,1,240429,240429,0.315128,0.315128,0.315128,0.063,"leaf1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_19170","NP_435715.1","adenylyl-sulfate kinase",2,1,2,242980,243037,-0.3861735,-0.2615938,0.32388365,0.101,"leaf1-(DZA-1)[2]","1","DZA only","GxE"
"pSymA","CDO30_19175","NP_435714.1","sulfate adenylyltransferase subunit 2",1,1,1,244410,244410,0.3279957,0.3279957,0.3279957,0.089,"leaf1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_19280","NP_435697.1","nitrogenase molybdenum-iron protein subunit beta",1,1,1,259775,259775,0.3106846,0.3106846,0.3106846,0.079,"leaf1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_19315","WP_015242440.1","hypothetical protein",1,1,1,264945,264945,0.2410007,0.2410007,0.2410007,0.147,"leaf1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_19325","YP_001314765.1","electron transfer flavoprotein subunit alpha/FixB family protein",1,1,1,266917,266917,0.2146858,0.2146858,0.2146858,0.162,"leaf1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_19330","NP_435691.1","protein FixC",1,1,1,268237,268237,-0.2539896,-0.2539896,0.2539896,0.099,"leaf1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19525","NP_435660.1","hypothetical protein",1,1,1,302075,302075,0.2410164,0.2410164,0.2410164,0.141,"leaf1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_19530","NP_435659.1","cytochrome-c oxidase%2C cbb3-type subunit III",2,1,2,302766,302823,-0.2992508,0.237086,0.2681684,0.106,"leaf1-(DZA-1)[1], leaf1+(A17-4)[1]","1, 4","Both","other"
"pSymA","CDO30_19540","NP_435657.1","cytochrome c oxidase%2C cbb3-type subunit II",1,1,1,304016,304016,0.3113345,0.3113345,0.3113345,0.063,"leaf1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19590","NP_435648.1","flavin reductase",1,1,1,312972,312972,-0.324922,-0.324922,0.324922,0.073,"leaf1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19625","WP_015338933.1","co-chaperone GroES",2,1,2,319026,319060,-0.3526895,0.3152356,0.33396255,0.0765,"leaf1-(DZA-1)[1], leaf1+(A17-4)[1]","1, 4","Both","other"
"pSymA","CDO30_19695","NP_435629.1","IS66 family insertion sequence hypothetical protein",2,1,2,327860,327932,0.1558352,0.2415102,0.1986727,0.2905,"leaf1+(A17-2)[1], leaf1+(DZA-3)[1]","2, 3","Both","other"
"pSymA","CDO30_19705","NP_435627.1","IclR family transcriptional regulator",1,1,1,329402,329402,0.3709252,0.3709252,0.3709252,0.052,"leaf1+(A17-2)[1]","2","A17 only","GxE"
"pSymA","CDO30_19710","NP_435626.1","NAD(P)-dependent oxidoreductase",1,1,1,331663,331663,0.3413561,0.3413561,0.3413561,0.058,"leaf1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19725","NP_435623.1","carbohydrate ABC transporter permease",1,1,1,333498,333498,0.3419808,0.3419808,0.3419808,0.136,"leaf1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19730","YP_001312338.1","sugar ABC transporter permease",2,1,2,333997,334037,-0.2758647,0.2680427,0.2719537,0.28,"leaf1-(DZA-3)[1], leaf1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19735","NP_435621.1","sugar ABC transporter substrate-binding protein",4,1,4,334716,335801,-0.2777526,0.2454942,0.234920125,0.36125,"leaf1+(DZA-3)[3], leaf1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19740","NP_435620.1","enolase",4,1,4,335924,336503,-0.171705,0.4046469,0.252051825,0.23975,"leaf1-(DZA-1)[1], leaf1+(DZA-3)[2], leaf1-(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_19745","NP_435619.1","dihydrodipicolinate synthase family protein",1,1,1,337888,337888,0.2471388,0.2471388,0.2471388,0.173,"leaf1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19750","NP_435618.2","2-dehydro-3-deoxygalactonokinase",3,1,3,338532,338731,-0.3230742,-0.1903917,0.252849866666667,0.166,"leaf1-(DZA-1)[1], leaf1-(A17-2)[1], leaf1-(DZA-3)[1]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_19760","YP_001314405.1","glycerol transporter",1,1,1,340081,340081,-0.2587032,-0.2587032,0.2587032,0.385,"leaf1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19765","NP_435616.1","histidine kinase",2,1,2,340431,340608,-0.1560638,0.1577893,0.15692655,0.4385,"leaf1-(DZA-3)[1], leaf1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19770","NP_435615.1","carbamate kinase",3,1,3,341621,341901,-0.3055337,0.2005605,0.2540133,0.307333333333333,"leaf1-(DZA-3)[2], leaf1+(A17-4)[1]","3, 4","Both","other"
