"region","gene_ID","RefSeq_ID","ncbi_func","no_vars","no_traits","no_effects","min_ps","max_ps","min_score","max_score","ave_abs_score","ave_af","assocs","exps","host","cat"
"pSymA","CDO30_18995","NP_435745.1","hypothetical protein",2,1,3,207082,207257,0.1342609,0.1776632,0.153966466666667,0.467333333333333,"shoot+(A17-2)[1], shoot+(DZA-3)[2]","2, 3","Both","other"
"pSymA","CDO30_19005","NP_435743.2","DNA primase",1,1,1,209536,209536,0.3745501,0.3745501,0.3745501,0.071,"shoot+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19020","NP_435741.1","DUF1173 domain-containing protein",3,1,3,211399,212278,-0.1979445,0.2458394,0.2084162,0.256333333333333,"shoot-(A17-2)[2], shoot+(DZA-3)[1]","2, 3","Both","other"
"pSymA","CDO30_19025","NP_435740.1","hypothetical protein",1,1,1,212481,212481,0.3638638,0.3638638,0.3638638,0.063,"shoot+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19030","NP_435739.2","DUF932 domain-containing protein",3,1,4,213728,214079,-0.2381582,0.1864543,0.2093014,0.24625,"shoot+(DZA-1)[1], shoot-(DZA-1)[1], shoot-(DZA-3)[2]","1, 3","DZA only","GxG"
"pSymA","CDO30_19035","NP_435738.1","antirestriction protein",1,1,1,214329,214329,-0.2460994,-0.2460994,0.2460994,0.279,"shoot-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19040","NP_435737.1","plasmid pRiA4b ORF-3 family protein",2,1,2,215519,215773,-0.207997,-0.1590637,0.18353035,0.2435,"shoot-(DZA-3)[2]","3","DZA only","GxE"
"pSymA","CDO30_19045","NP_435736.1","hypothetical protein",1,1,1,216496,216496,-0.2025242,-0.2025242,0.2025242,0.251,"shoot-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19050","NP_435735.1","error-prone DNA polymerase",3,1,3,216821,219637,-0.2642737,0.3469741,0.290993766666667,0.115333333333333,"shoot+(DZA-1)[1], shoot-(A17-2)[1], shoot+(DZA-3)[1]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_19055","NP_435734.1","nucleotidyltransferase",1,1,1,220075,220075,0.3219332,0.3219332,0.3219332,0.073,"shoot+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_19100","NP_435728.1","glutamine--fructose-6-phosphate aminotransferase",5,1,6,225515,226358,-0.2106858,0.3448549,0.2389766,0.183666666666667,"shoot+(DZA-1)[1], shoot-(DZA-1)[1], shoot+(A17-2)[3], shoot-(DZA-3)[1]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_19105","NP_435727.1","nodulation protein NolF",1,1,1,228138,228138,-0.2535729,-0.2535729,0.2535729,0.267,"shoot-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19115","NP_435725.1","nodulation protein N",1,1,1,231727,231727,0.3027072,0.3027072,0.3027072,0.099,"shoot+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19135","NP_435721.1","nodulation protein A",1,1,1,235887,235887,0.1905398,0.1905398,0.1905398,0.188,"shoot+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19175","NP_435714.1","sulfate adenylyltransferase subunit 2",3,1,3,244065,244410,0.1755468,0.2781459,0.2136964,0.202666666666667,"shoot+(DZA-1)[2], shoot+(A17-4)[1]","1, 4","Both","other"
"pSymA","CDO30_19190","NP_435712.1","nodulation protein E",1,1,1,247085,247085,0.2169257,0.2169257,0.2169257,0.204,"shoot+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19200","NP_435710.1","nodulation protein H",1,1,1,248488,248488,0.1861038,0.1861038,0.1861038,0.204,"shoot+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_19280","NP_435697.1","nitrogenase molybdenum-iron protein subunit beta",1,1,1,259775,259775,0.2887735,0.2887735,0.2887735,0.079,"shoot+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_19285","NP_435696.1","nitrogenase molybdenum-iron protein alpha chain",1,1,1,261560,261560,0.2285842,0.2285842,0.2285842,0.183,"shoot+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19315","WP_015242440.1","hypothetical protein",1,1,1,264945,264945,0.2450802,0.2450802,0.2450802,0.147,"shoot+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_19320","NP_435693.1","protein FixA",1,1,1,266404,266404,0.2244066,0.2244066,0.2244066,0.209,"shoot+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19360","NP_435685.2","hypothetical protein",1,1,1,274765,274765,0.1858103,0.1858103,0.1858103,0.303,"shoot+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19385","NP_435680.1","ABC transporter permease",1,1,1,280001,280001,0.252921,0.252921,0.252921,0.204,"shoot+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19390","NP_435679.2","ABC transporter substrate-binding protein",1,1,2,280991,280991,-0.2576325,0.2203874,0.23900995,0.147,"shoot+(DZA-1)[1], shoot-(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_19410","NP_435675.2","flavin reductase",1,1,1,284447,284447,-0.3065175,-0.3065175,0.3065175,0.11,"shoot-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19510","NP_435662.1","nodulation protein NoeA",1,1,1,299918,299918,0.2000975,0.2000975,0.2000975,0.23,"shoot+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19520","NP_435661.1","nodulation protein L",1,1,1,301164,301164,-0.3514725,-0.3514725,0.3514725,0.084,"shoot-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19525","NP_435660.1","hypothetical protein",2,1,2,302040,302075,0.1498204,0.2293913,0.18960585,0.258,"shoot+(DZA-1)[1], shoot+(A17-4)[1]","1, 4","Both","other"
"pSymA","CDO30_19530","NP_435659.1","cytochrome-c oxidase%2C cbb3-type subunit III",1,1,1,302766,302766,-0.3427722,-0.3427722,0.3427722,0.092,"shoot-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19545","NP_435656.1","cytochrome c oxidase%2C cbb3-type subunit I",2,1,2,304930,305524,-0.3286173,-0.1614989,0.2450581,0.2085,"shoot-(DZA-1)[2]","1","DZA only","GxE"
"pSymA","CDO30_19555","NP_435654.1","transcriptional regulator",1,1,2,306861,306861,-0.1748085,0.167862,0.17133525,0.267,"shoot+(DZA-1)[1], shoot-(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_19625","WP_015338933.1","co-chaperone GroES",1,1,1,319050,319050,-0.1834603,-0.1834603,0.1834603,0.293,"shoot-(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_19630","NP_435641.1","molecular chaperone GroEL",1,1,1,320628,320628,-0.199668,-0.199668,0.199668,0.251,"shoot-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19665","NP_435634.1","DUF2280 domain-containing protein",1,1,1,324731,324731,-0.1978633,-0.1978633,0.1978633,0.421,"shoot-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19685","NP_435632.2","N-acetyltransferase",1,1,1,325896,325896,-0.1633381,-0.1633381,0.1633381,0.342,"shoot-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19690","NP_435630.1","VOC family protein",1,1,1,327448,327448,-0.1769582,-0.1769582,0.1769582,0.173,"shoot-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19695","NP_435629.1","IS66 family insertion sequence hypothetical protein",1,1,2,327932,327932,0.1720699,0.172333,0.17220145,0.466,"shoot+(A17-2)[1], shoot+(DZA-3)[1]","2, 3","Both","other"
"pSymA","CDO30_19700","NP_435628.1","NAD(P)-dependent oxidoreductase",1,1,1,328761,328761,-0.2964746,-0.2964746,0.2964746,0.068,"shoot-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19705","NP_435627.1","IclR family transcriptional regulator",2,1,3,329466,330614,-0.1983265,-0.1667844,0.179177266666667,0.242333333333333,"shoot-(DZA-1)[1], shoot-(DZA-3)[1], shoot-(A17-4)[1]","1, 3, 4","Both","Partially Universal"
"pSymA","CDO30_19710","NP_435626.1","NAD(P)-dependent oxidoreductase",4,1,4,330901,331288,-0.2452036,0.2305351,0.234158025,0.14125,"shoot+(DZA-1)[1], shoot-(A17-2)[3]","1, 2","Both","other"
"pSymA","CDO30_19720","NP_435624.1","ABC transporter ATP-binding protein",1,1,1,332445,332445,-0.221456,-0.221456,0.221456,0.131,"shoot-(A17-2)[1]","2","A17 only","GxE"
"pSymA","CDO30_19725","NP_435623.1","carbohydrate ABC transporter permease",4,1,5,332877,333498,0.1503466,0.2586711,0.21855632,0.266,"shoot+(DZA-1)[2], shoot+(DZA-3)[3]","1, 3","DZA only","GxG"
"pSymA","CDO30_19730","YP_001312338.1","sugar ABC transporter permease",3,1,3,333664,334175,-0.2611972,0.2955103,0.249058,0.293,"shoot+(DZA-3)[2], shoot-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19735","NP_435621.1","sugar ABC transporter substrate-binding protein",4,1,4,334716,335088,-0.2414199,0.3362272,0.266591425,0.33775,"shoot+(DZA-3)[3], shoot-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19740","NP_435620.1","enolase",1,1,1,335977,335977,0.1611306,0.1611306,0.1611306,0.314,"shoot+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19745","NP_435619.1","dihydrodipicolinate synthase family protein",3,1,3,337522,337888,-0.2654179,0.1863869,0.2073145,0.22,"shoot-(DZA-1)[2], shoot+(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_19750","NP_435618.2","2-dehydro-3-deoxygalactonokinase",2,1,3,338670,338731,-0.2576715,0.4039909,0.271227066666667,0.200666666666667,"shoot-(A17-2)[1], shoot-(DZA-3)[1], shoot+(DZA-3)[1]","2, 3","Both","other"
"pSymA","CDO30_19760","YP_001314405.1","glycerol transporter",1,1,2,340081,340081,-0.2517434,-0.1722021,0.21197275,0.385,"shoot-(A17-2)[1], shoot-(DZA-3)[1]","2, 3","Both","other"
"pSymA","CDO30_19765","NP_435616.1","histidine kinase",2,1,2,340431,340608,-0.2279117,0.1727987,0.2003552,0.4385,"shoot-(DZA-3)[1], shoot+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19770","NP_435615.1","carbamate kinase",3,1,3,341621,341901,-0.242017,0.1893519,0.223904866666667,0.307333333333333,"shoot-(DZA-3)[2], shoot+(A17-4)[1]","3, 4","Both","other"
"pSymA","CDO30_19780","NP_435613.1","arginine deiminase",4,1,5,343164,344265,-0.2500864,0.2701038,0.2308317,0.3626,"shoot-(A17-2)[1], shoot-(DZA-3)[2], shoot+(DZA-3)[2]","2, 3","Both","other"
"pSymA","CDO30_19785","WP_018010500.1","hypothetical protein",1,1,1,344648,344648,0.2083141,0.2083141,0.2083141,0.31,"shoot+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19790","NP_435612.1","DUF3300 domain-containing protein",5,1,5,345218,346228,0.2215922,0.4141489,0.28998406,0.2286,"shoot+(DZA-3)[5]","3","DZA only","GxE"
"pSymA","CDO30_19795","NP_435611.1","DUF2950 domain-containing protein",5,1,5,346582,347460,0.1893921,0.3203949,0.25354328,0.2186,"shoot+(DZA-3)[5]","3","DZA only","GxE"
"pSymA","CDO30_19800","NP_435610.2","hypothetical protein",3,1,7,347822,348072,-0.1387387,0.2156315,0.184344428571429,0.343,"shoot-(DZA-1)[1], shoot+(A17-2)[3], shoot+(DZA-3)[1], shoot+(A17-4)[2]","1, 2, 3, 4","Both","Universal"
"pSymA","CDO30_19805","NP_435609.1","amino acid permease",5,1,8,348725,349904,-0.2002307,0.2543483,0.1952008875,0.32675,"shoot+(A17-2)[2], shoot-(A17-2)[1], shoot+(DZA-3)[4], shoot-(DZA-3)[1]","2, 3","Both","other"
"pSymA","CDO30_19810","NP_435608.2","cation transporter",2,1,2,350454,351033,-0.1678646,0.2007996,0.1843321,0.4435,"shoot-(A17-2)[1], shoot+(DZA-3)[1]","2, 3","Both","other"
"pSymA","CDO30_19815","NP_435607.4","lysine decarboxylase",4,1,5,351337,351994,-0.3742178,0.204988,0.24379128,0.216,"shoot+(DZA-1)[2], shoot-(DZA-3)[2], shoot-(A17-4)[1]","1, 3, 4","Both","Partially Universal"
"pSymA","CDO30_19830","NP_435607.4","lysine decarboxylase",4,1,5,353889,354612,-0.2870863,0.2374627,0.24487452,0.2674,"shoot-(A17-2)[1], shoot+(DZA-3)[1], shoot-(DZA-3)[3]","2, 3","Both","other"
"pSymA","CDO30_19835","YP_001313905.1","amino acid decarboxylase",13,1,14,354961,356989,-0.3790567,0.2443407,0.229657921428571,0.179642857142857,"shoot+(DZA-1)[3], shoot-(DZA-1)[1], shoot+(A17-2)[1], shoot-(A17-2)[1], shoot+(DZA-3)[4], shoot-(DZA-3)[2], shoot+(A17-4)[2]","1, 2, 3, 4","Both","Universal"
"pSymA","CDO30_19840","NP_435605.1","putrescine-ornithine antiporter",4,1,7,357613,358255,-0.4881839,0.2174625,0.231741971428571,0.232142857142857,"shoot-(DZA-1)[1], shoot+(DZA-1)[1], shoot-(A17-2)[2], shoot-(DZA-3)[3]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_19845","NP_435604.2","amino acid ABC transporter substrate-binding protein",5,1,9,358758,359226,0.1594983,0.2178097,0.192264522222222,0.404222222222222,"shoot+(DZA-1)[1], shoot+(A17-2)[3], shoot+(DZA-3)[3], shoot+(A17-4)[2]","1, 2, 3, 4","Both","Universal"
"pSymA","CDO30_19850","NP_435603.2","calcium/proton exchanger",6,1,12,359911,360648,-0.1811132,0.2863583,0.20676725,0.332916666666667,"shoot+(DZA-1)[1], shoot+(A17-2)[3], shoot-(A17-2)[1], shoot+(DZA-3)[4], shoot+(A17-4)[3]","1, 2, 3, 4","Both","Universal"
"pSymA","CDO30_19875","NP_435600.1","polyphosphate kinase 2",4,1,6,363107,363720,-0.2076108,0.215118,0.191962466666667,0.4045,"shoot+(A17-2)[2], shoot+(DZA-3)[1], shoot-(DZA-3)[1], shoot+(A17-4)[2]","2, 3, 4","Both","Partially Universal"
"pSymA","CDO30_19880","NP_435599.1","HlyD family secretion protein",3,1,5,364204,364610,0.1880536,0.305043,0.2150599,0.302,"shoot+(A17-2)[2], shoot+(DZA-3)[1], shoot+(A17-4)[2]","2, 3, 4","Both","Partially Universal"
"pSymA","CDO30_19885","NP_435598.1","hypothetical protein",2,1,3,365285,365689,-0.1669855,0.2590688,0.1967517,0.263,"shoot-(DZA-1)[1], shoot+(A17-2)[1], shoot-(A17-4)[1]","1, 2, 4","Both","Partially Universal"
"pSymA","CDO30_19890","NP_435597.2","AI-2E family transporter",3,1,4,366629,367128,-0.1883846,0.2331377,0.20969615,0.24175,"shoot-(DZA-1)[1], shoot+(A17-2)[2], shoot+(A17-4)[1]","1, 2, 4","Both","Partially Universal"
"pSymA","CDO30_19895","NP_435596.1","hypothetical protein",9,1,10,367464,369039,-0.1913843,0.3569531,0.23188502,0.3056,"shoot-(DZA-1)[1], shoot+(A17-2)[5], shoot-(A17-2)[1], shoot+(DZA-3)[3]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_19900","NP_435595.1","hypothetical protein",1,1,1,369571,369571,0.1848426,0.1848426,0.1848426,0.337,"shoot+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_19905","NP_435594.1","transcriptional regulator",2,1,2,370024,370179,-0.2513786,0.2564461,0.25391235,0.236,"shoot-(DZA-3)[1], shoot+(A17-4)[1]","3, 4","Both","other"
"pSymA","CDO30_19910","NP_435593.1","hypothetical protein",6,1,6,370479,370820,-0.2330543,0.3186931,0.259239433333333,0.2095,"shoot+(A17-2)[2], shoot-(DZA-3)[2], shoot+(A17-4)[2]","2, 3, 4","Both","Partially Universal"
"pSymA","CDO30_20015","NP_435578.1","hypothetical protein",4,1,4,381223,381632,-0.2581435,0.2400477,0.2395808,0.1375,"shoot+(DZA-1)[1], shoot-(DZA-3)[3]","1, 3","DZA only","GxG"
"pSymA","CDO30_20020","NP_435577.1","mechanosensitive ion channel family protein",5,1,5,381798,382518,-0.4106641,0.2732327,0.31010356,0.095,"shoot+(A17-2)[1], shoot-(DZA-3)[3], shoot+(A17-4)[1]","2, 3, 4","Both","Partially Universal"
"pSymA","CDO30_20025","NP_435576.1","hypothetical protein",1,1,1,383473,383473,0.2816737,0.2816737,0.2816737,0.07,"shoot+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_20030","NP_435575.1","aquaporin Z",1,1,1,384456,384456,-0.1899618,-0.1899618,0.1899618,0.478,"shoot-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_20040","NP_435574.1","hypothetical protein",1,1,1,385385,385385,0.1878771,0.1878771,0.1878771,0.486,"shoot+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_20045","NP_435573.1","hypothetical protein",1,1,1,386755,386755,0.3209244,0.3209244,0.3209244,0.071,"shoot+(A17-2)[1]","2","A17 only","GxE"
"pSymA","CDO30_20055","NP_435572.1","cbb3-type cytochrome oxidase assembly protein CcoS",2,1,2,387380,387520,-0.207708,0.1517869,0.17974745,0.4295,"shoot+(A17-2)[1], shoot-(DZA-3)[1]","2, 3","Both","other"
"pSymA","CDO30_20060","NP_435571.1","copper-translocating P-type ATPase",11,1,12,388021,389643,-0.3118896,0.3301037,0.231059408333333,0.243833333333333,"shoot+(A17-2)[3], shoot-(A17-2)[2], shoot+(DZA-3)[4], shoot-(DZA-3)[3]","2, 3","Both","other"
"pSymA","CDO30_20065","NP_435570.1","DUF2189 domain-containing protein",2,1,3,390130,390170,-0.2387033,0.1773452,0.187489766666667,0.292333333333333,"shoot-(A17-2)[1], shoot+(A17-2)[1], shoot-(DZA-3)[1]","2, 3","Both","other"
"pSymA","CDO30_20075","NP_435569.1","cytochrome-c oxidase%2C cbb3-type subunit III",2,1,2,390836,391156,-0.198089,-0.1647984,0.1814437,0.393,"shoot-(DZA-3)[2]","3","DZA only","GxE"
"pSymA","CDO30_20080","NP_435568.1","CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone",1,1,1,391818,391818,-0.1608725,-0.1608725,0.1608725,0.219,"shoot-(A17-2)[1]","2","A17 only","GxE"
"pSymA","CDO30_20085","NP_435567.1","cytochrome c oxidase%2C cbb3-type subunit II",2,1,2,392263,392568,-0.2430158,0.2082491,0.22563245,0.1705,"shoot+(DZA-3)[1], shoot-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_20090","NP_435566.1","cytochrome c oxidase%2C cbb3-type subunit I",3,1,3,393071,393932,-0.2680048,0.1934625,0.219293366666667,0.291333333333333,"shoot+(A17-2)[1], shoot-(DZA-3)[2]","2, 3","Both","other"
"pSymA","CDO30_20095","WP_017267631.1","hypothetical protein",2,1,2,394359,394584,-0.2147257,0.1771798,0.19595275,0.288,"shoot+(A17-2)[1], shoot-(DZA-3)[1]","2, 3","Both","other"
"pSymA","CDO30_20100","YP_001313599.1","cell envelope protein",10,1,15,394866,395999,-0.2404805,0.3889114,0.229207566666667,0.244466666666667,"shoot+(DZA-1)[1], shoot+(A17-2)[4], shoot-(A17-2)[2], shoot+(DZA-3)[5], shoot-(DZA-3)[3]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_20105","NP_435563.1","hypothetical protein",3,1,3,396211,397082,-0.3260689,0.2047022,0.278708233333333,0.127333333333333,"shoot-(A17-2)[2], shoot+(A17-2)[1]","2","A17 only","GxE"
"pSymA","CDO30_20110","NP_435562.1","hypothetical protein",1,1,1,397788,397788,0.1718573,0.1718573,0.1718573,0.411,"shoot+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_20115","NP_435561.2","DUF2092 domain-containing protein",2,1,3,398111,398231,-0.2736281,-0.1645538,0.219025966666667,0.312,"shoot-(A17-2)[1], shoot-(DZA-3)[2]","2, 3","Both","other"
"pSymA","CDO30_20120","WP_017271444.1","hypothetical protein",1,1,2,399024,399024,-0.2545456,-0.1710432,0.2127944,0.232,"shoot-(A17-2)[1], shoot-(DZA-3)[1]","2, 3","Both","other"
"pSymA","CDO30_20125","NP_435560.2","adenylate cyclase",7,1,7,399589,401407,-0.3647964,0.2332313,0.2280227,0.253571428571429,"shoot-(DZA-1)[3], shoot+(DZA-1)[1], shoot-(A17-2)[1], shoot-(DZA-3)[2]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_20130","NP_435559.2","alpha/beta hydrolase",5,1,5,402195,403176,-0.2575114,0.2939458,0.21677322,0.1842,"shoot-(DZA-1)[2], shoot-(A17-2)[1], shoot+(A17-2)[1], shoot+(DZA-3)[1]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_20155","YP_001326981.1","hypothetical protein",1,1,1,406892,406892,-0.2792147,-0.2792147,0.2792147,0.107,"shoot-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_20160","NP_435553.1","nitrate ABC transporter substrate-binding protein",2,1,3,408219,408582,-0.5668024,-0.1735168,0.323719166666667,0.179666666666667,"shoot-(A17-2)[1], shoot-(DZA-3)[2]","2, 3","Both","other"
"pSymA","CDO30_20165","NP_435552.1","nitrate ABC transporter%2C permease protein",1,1,1,409460,409460,-0.2083304,-0.2083304,0.2083304,0.217,"shoot-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_20170","NP_435551.1","nitrate ABC transporter ATP-binding protein",1,1,1,410817,410817,0.3641587,0.3641587,0.3641587,0.058,"shoot+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_20175","NP_435549.2","guanylate cyclase",4,1,6,411670,413392,-0.2292885,0.2588941,0.1978717,0.230166666666667,"shoot-(DZA-1)[1], shoot-(A17-2)[2], shoot-(DZA-3)[2], shoot+(DZA-3)[1]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_21070","NP_435396.1","glutaredoxin",1,1,2,565914,565914,-0.2682651,0.4373782,0.35282165,0.079,"shoot+(DZA-1)[1], shoot-(A17-2)[1]","1, 2","Both","other"
"pSymA","CDO30_21105","NP_435390.1","ABC transporter permease",1,1,1,570785,570785,0.4557867,0.4557867,0.4557867,0.052,"shoot+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_21110","NP_435389.1","sugar ABC transporter ATP-binding protein",1,1,1,571321,571321,0.3531485,0.3531485,0.3531485,0.052,"shoot+(A17-2)[1]","2","A17 only","GxE"
"pSymA","CDO30_21125","NP_435386.1","alcohol dehydrogenase",4,1,7,574840,575847,-0.2423956,0.1946289,0.204279128571429,0.181857142857143,"shoot+(DZA-1)[3], shoot-(A17-2)[3], shoot-(DZA-3)[1]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_21135","NP_435384.1","alpha/beta hydrolase",1,1,1,577532,577532,0.2739197,0.2739197,0.2739197,0.09,"shoot+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21140","NP_435383.1","NADH:flavin oxidoreductase",1,1,1,579890,579890,-0.1928388,-0.1928388,0.1928388,0.241,"shoot-(DZA-3)[1]","3","DZA only","GxE"
