"region","gene_ID","RefSeq_ID","ncbi_func","no_vars","no_traits","no_effects","min_ps","max_ps","min_score","max_score","ave_abs_score","ave_af","assocs","exps","host","cat"
"pSymA","gene-CDO30_19280","NP_435697.1","nitrogenase molybdenum-iron protein subunit beta",1,1,1,259775,259775,0.2534545,0.2534545,0.2534545,0.079,"chloro1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","gene-CDO30_19320","NP_435693.1","protein FixA",1,1,1,266404,266404,0.1951845,0.1951845,0.1951845,0.209,"chloro1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","gene-CDO30_19360","NP_435685.2","hypothetical protein",1,1,1,274765,274765,0.1871872,0.1871872,0.1871872,0.303,"chloro1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","gene-CDO30_19385","NP_435680.1","ABC transporter permease",1,1,1,280001,280001,0.202789,0.202789,0.202789,0.204,"chloro1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","gene-CDO30_19510","NP_435662.1","nodulation protein NoeA",1,1,1,299918,299918,0.2110855,0.2110855,0.2110855,0.23,"chloro1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","gene-CDO30_19525","NP_435660.1","hypothetical protein",1,1,1,302040,302040,0.1838789,0.1838789,0.1838789,0.375,"chloro1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","gene-CDO30_19530","NP_435659.1","cytochrome-c oxidase%2C cbb3-type subunit III",1,1,1,302823,302823,0.2306026,0.2306026,0.2306026,0.12,"chloro1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","gene-CDO30_19540","NP_435657.1","cytochrome c oxidase%2C cbb3-type subunit II",1,1,1,304016,304016,-0.2930621,-0.2930621,0.2930621,0.063,"chloro1-(A17-2)[1]","2","A17 only","GxE"
"pSymA","gene-CDO30_19545","NP_435656.1","cytochrome c oxidase%2C cbb3-type subunit I",1,1,1,304672,304672,0.2384586,0.2384586,0.2384586,0.126,"chloro1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","gene-CDO30_19555","NP_435654.1","transcriptional regulator",1,1,1,306585,306585,0.1953842,0.1953842,0.1953842,0.267,"chloro1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","gene-CDO30_19590","NP_435648.1","flavin reductase",1,1,1,312810,312810,0.1699314,0.1699314,0.1699314,0.251,"chloro1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","gene-CDO30_19625","WP_015338933.1","co-chaperone GroES",2,1,2,319050,319060,0.1706172,0.3191112,0.2448642,0.178,"chloro1+(DZA-1)[1], chloro1+(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","gene-CDO30_19630","NP_435641.1","molecular chaperone GroEL",2,1,3,320508,320628,-0.2285266,0.1734961,0.190291166666667,0.296333333333333,"chloro1-(DZA-1)[1], chloro1+(DZA-1)[1], chloro1-(A17-2)[1]","1, 2","Both","other"
"pSymA","gene-CDO30_19665","NP_435634.1","DUF2280 domain-containing protein",3,1,3,324703,324731,-0.3448455,-0.2442694,0.298977633333333,0.180666666666667,"chloro1-(DZA-1)[3]","1","DZA only","GxE"
"pSymA","gene-CDO30_19685","NP_435632.2","N-acetyltransferase",2,1,2,325890,326036,-0.2514727,0.2640633,0.257768,0.1135,"chloro1-(A17-2)[1], chloro1+(DZA-3)[1]","2, 3","Both","other"
"pSymA","gene-CDO30_19695","NP_435629.1","IS66 family insertion sequence hypothetical protein",4,1,4,327548,328063,-0.2569242,0.1853286,0.211753025,0.21075,"chloro1+(DZA-1)[2], chloro1-(DZA-1)[1], chloro1-(A17-2)[1]","1, 2","Both","other"
"pSymA","gene-CDO30_19700","NP_435628.1","NAD(P)-dependent oxidoreductase",1,1,1,328673,328673,-0.2481439,-0.2481439,0.2481439,0.136,"chloro1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","gene-CDO30_19705","NP_435627.1","IclR family transcriptional regulator",2,1,2,329567,330284,0.1617994,0.2508917,0.20634555,0.178,"chloro1+(DZA-1)[1], chloro1+(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","gene-CDO30_19710","NP_435626.1","NAD(P)-dependent oxidoreductase",1,1,1,331120,331120,0.2072515,0.2072515,0.2072515,0.204,"chloro1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","gene-CDO30_19725","NP_435623.1","carbohydrate ABC transporter permease",1,1,1,332877,332877,0.1956648,0.1956648,0.1956648,0.173,"chloro1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","gene-CDO30_19735","NP_435621.1","sugar ABC transporter substrate-binding protein",2,1,2,335646,335709,-0.452026,0.2145621,0.33329405,0.123,"chloro1+(A17-2)[1], chloro1-(DZA-3)[1]","2, 3","Both","other"
"pSymA","gene-CDO30_19755","NP_435617.1","Ion channel",1,1,1,339822,339822,-0.3715444,-0.3715444,0.3715444,0.053,"chloro1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","gene-CDO30_19760","YP_001314405.1","glycerol transporter",1,1,1,340081,340081,-0.1850799,-0.1850799,0.1850799,0.385,"chloro1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","gene-CDO30_19805","NP_435609.1","amino acid permease",3,1,3,348725,349448,-0.2333036,0.1830228,0.194741333333333,0.246,"chloro1-(A17-2)[1], chloro1+(DZA-3)[2]","2, 3","Both","other"
"pSymA","gene-CDO30_19815","NP_435607.4","lysine decarboxylase",2,1,2,351526,351529,-0.2300922,0.1921192,0.2111057,0.198,"chloro1+(DZA-1)[1], chloro1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","gene-CDO30_19835","YP_001313905.1","amino acid decarboxylase",5,1,6,354961,357128,-0.2817931,0.2245576,0.212854316666667,0.181333333333333,"chloro1-(DZA-1)[2], chloro1+(DZA-1)[1], chloro1-(A17-2)[1], chloro1+(DZA-3)[2]","1, 2, 3","Both","Partially Universal"
"pSymA","gene-CDO30_19840","NP_435605.1","putrescine-ornithine antiporter",2,1,2,357613,357845,-0.3205024,-0.1621852,0.2413438,0.1765,"chloro1-(A17-2)[1], chloro1-(DZA-3)[1]","2, 3","Both","other"
"pSymA","gene-CDO30_19845","NP_435604.2","amino acid ABC transporter substrate-binding protein",1,1,1,358848,358848,-0.2550928,-0.2550928,0.2550928,0.112,"chloro1-(A17-2)[1]","2","A17 only","GxE"
"pSymA","gene-CDO30_19850","NP_435603.2","calcium/proton exchanger",3,1,3,360006,360138,-0.1640326,0.1924456,0.1678909,0.280666666666667,"chloro1+(DZA-1)[1], chloro1-(DZA-3)[2]","1, 3","DZA only","GxG"
"pSymA","gene-CDO30_19875","NP_435600.1","polyphosphate kinase 2",1,1,1,363107,363107,0.1495529,0.1495529,0.1495529,0.46,"chloro1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","gene-CDO30_19880","NP_435599.1","HlyD family secretion protein",1,1,1,364951,364951,-0.4031524,-0.4031524,0.4031524,0.069,"chloro1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","gene-CDO30_19885","NP_435598.1","hypothetical protein",1,1,1,365285,365285,-0.1831053,-0.1831053,0.1831053,0.282,"chloro1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","gene-CDO30_19890","NP_435597.2","AI-2E family transporter",1,1,1,366629,366629,0.1693556,0.1693556,0.1693556,0.294,"chloro1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","gene-CDO30_19895","NP_435596.1","hypothetical protein",4,1,4,367464,368795,-0.1707294,0.2189034,0.1681531,0.369,"chloro1-(DZA-1)[2], chloro1+(DZA-1)[1], chloro1+(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","gene-CDO30_20010","NP_435579.1","hypothetical protein",1,1,1,380678,380678,-0.2435939,-0.2435939,0.2435939,0.139,"chloro1-(A17-2)[1]","2","A17 only","GxE"
"pSymA","gene-CDO30_20015","NP_435578.1","hypothetical protein",1,1,1,381210,381210,-0.3942297,-0.3942297,0.3942297,0.069,"chloro1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","gene-CDO30_20020","NP_435577.1","mechanosensitive ion channel family protein",6,1,6,381633,383013,-0.2054426,0.3504123,0.254142083333333,0.142166666666667,"chloro1+(A17-2)[2], chloro1-(A17-2)[1], chloro1+(DZA-3)[3]","2, 3","Both","other"
"pSymA","gene-CDO30_20050","YP_001314543.1","hypothetical protein",2,1,2,387171,387198,-0.1867262,0.1721469,0.17943655,0.468,"chloro1-(DZA-1)[1], chloro1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","gene-CDO30_20055","NP_435572.1","cbb3-type cytochrome oxidase assembly protein CcoS",2,1,2,387359,387380,-0.3097395,0.1568757,0.2333076,0.3205,"chloro1-(DZA-1)[1], chloro1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","gene-CDO30_20090","NP_435566.1","cytochrome c oxidase%2C cbb3-type subunit I",1,1,1,393908,393908,0.2069576,0.2069576,0.2069576,0.229,"chloro1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","gene-CDO30_20100","YP_001313599.1","cell envelope protein",1,1,1,394893,394893,0.2594651,0.2594651,0.2594651,0.089,"chloro1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","gene-CDO30_20105","NP_435563.1","hypothetical protein",4,1,4,396151,397376,-0.3134553,-0.1761,0.232980225,0.189,"chloro1-(DZA-1)[3], chloro1-(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","gene-CDO30_20125","NP_435560.2","adenylate cyclase",6,1,6,400288,401407,-0.3386932,0.2917934,0.228915266666667,0.229,"chloro1-(DZA-1)[3], chloro1+(A17-2)[1], chloro1+(DZA-3)[1], chloro1-(DZA-3)[1]","1, 2, 3","Both","Partially Universal"
"pSymA","gene-CDO30_20130","NP_435559.2","alpha/beta hydrolase",3,1,4,402015,403109,-0.2855155,0.2149696,0.2431089,0.124,"chloro1-(DZA-1)[2], chloro1-(DZA-3)[1], chloro1+(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","gene-CDO30_20175","NP_435549.2","guanylate cyclase",3,1,3,412436,413392,0.1599452,0.3457233,0.228340466666667,0.201,"chloro1+(DZA-1)[1], chloro1+(DZA-3)[2]","1, 3","DZA only","GxG"
"pSymA","gene-CDO30_20180","NP_435548.1","branched chain amino acid ABC transporter substrate-binding protein",2,1,2,414842,414875,-0.1864278,0.2215818,0.2040048,0.3,"chloro1+(DZA-3)[1], chloro1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","gene-CDO30_20200","WP_013845882.1","addiction module antitoxin",1,1,1,416772,416772,0.1611701,0.1611701,0.1611701,0.253,"chloro1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","gene-CDO30_21045","NP_435400.1","TIGR02588 family protein",1,1,1,563690,563690,-0.1461391,-0.1461391,0.1461391,0.361,"chloro1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","gene-CDO30_21070","NP_435396.1","glutaredoxin",1,1,1,565914,565914,0.2461442,0.2461442,0.2461442,0.079,"chloro1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","gene-CDO30_21095","NP_435392.1","protease",2,1,2,569005,569195,0.1964518,0.1979791,0.19721545,0.1805,"chloro1+(A17-2)[2]","2","A17 only","GxE"
"pSymA","gene-CDO30_21105","NP_435390.1","ABC transporter permease",2,1,3,570507,571139,-0.1869357,0.2408156,0.2054033,0.160666666666667,"chloro1+(A17-2)[2], chloro1-(DZA-3)[1]","2, 3","Both","other"
"pSymA","gene-CDO30_21110","NP_435389.1","sugar ABC transporter ATP-binding protein",1,1,1,571483,571483,0.2371573,0.2371573,0.2371573,0.199,"chloro1+(A17-2)[1]","2","A17 only","GxE"
"pSymA","gene-CDO30_21125","NP_435386.1","alcohol dehydrogenase",2,1,2,574840,575847,0.2033046,0.2165177,0.20991115,0.1885,"chloro1+(DZA-1)[2]","1","DZA only","GxE"
"pSymA","gene-CDO30_21150","NP_435381.1","hypothetical protein",1,1,1,582122,582122,0.1589637,0.1589637,0.1589637,0.398,"chloro1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","gene-CDO30_21190","NP_435373.1","NAD(P)-dependent oxidoreductase",1,1,1,590514,590514,0.2539979,0.2539979,0.2539979,0.084,"chloro1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","gene-CDO30_21195","NP_435372.1","dihydroxy-acid dehydratase",2,1,2,592118,592463,0.2427558,0.2892241,0.26598995,0.081,"chloro1+(DZA-1)[1], chloro1+(A17-2)[1]","1, 2","Both","other"
"pSymA","gene-CDO30_21215","WP_014990337.1","hypothetical protein",1,1,1,596157,596157,-0.1837738,-0.1837738,0.1837738,0.314,"chloro1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","gene-CDO30_21220","NP_435368.1","glutamate dehydrogenase",1,1,1,596694,596694,0.2361981,0.2361981,0.2361981,0.173,"chloro1+(A17-2)[1]","2","A17 only","GxE"
"pSymA","gene-CDO30_21230","NP_435366.2","MFS transporter",1,1,1,599375,599375,-0.2149007,-0.2149007,0.2149007,0.147,"chloro1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","gene-CDO30_21235","NP_435365.2","TetR/AcrR family transcriptional regulator",1,1,1,600616,600616,0.2309133,0.2309133,0.2309133,0.173,"chloro1+(A17-2)[1]","2","A17 only","GxE"
"pSymA","gene-CDO30_21245","NP_435363.1","sorbosone dehydrogenase",1,1,1,602453,602453,0.2835837,0.2835837,0.2835837,0.073,"chloro1+(A17-2)[1]","2","A17 only","GxE"
"pSymA","gene-CDO30_21250","NP_435362.2","ABC transporter substrate-binding protein",1,1,1,603962,603962,0.2531143,0.2531143,0.2531143,0.084,"chloro1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","gene-CDO30_21255","NP_435361.2","ABC transporter permease",1,1,1,605681,605681,0.3424828,0.3424828,0.3424828,0.052,"chloro1+(A17-2)[1]","2","A17 only","GxE"
"pSymA","gene-CDO30_21260","YP_001313952.1","sugar ABC transporter ATP-binding protein",5,1,5,605961,606442,0.2586811,0.32896,0.28801158,0.0746,"chloro1+(A17-2)[5]","2","A17 only","GxE"
"pSymA","gene-CDO30_21275","NP_435357.2","hypothetical protein",1,1,1,608174,608174,0.2962354,0.2962354,0.2962354,0.079,"chloro1+(A17-2)[1]","2","A17 only","GxE"
"pSymA","gene-CDO30_21285","NP_435355.1","DNA-binding response regulator",1,1,1,610072,610072,-0.2578684,-0.2578684,0.2578684,0.126,"chloro1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","gene-CDO30_21355","NP_435343.1","MFS transporter",1,1,1,622491,622491,0.3435233,0.3435233,0.3435233,0.068,"chloro1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","gene-CDO30_21365","NP_435341.1","PhzF family phenazine biosynthesis protein",2,1,2,624110,624561,-0.145268,0.2817391,0.21350355,0.246,"chloro1-(DZA-1)[1], chloro1+(A17-2)[1]","1, 2","Both","other"
"pSymA","gene-CDO30_21380","YP_002823300.1","GYD domain-containing protein",1,1,1,626727,626727,0.4352365,0.4352365,0.4352365,0.073,"chloro1+(A17-2)[1]","2","A17 only","GxE"
"pSymA","gene-CDO30_21385","NP_435339.1","mechanosensitive ion channel family protein",2,1,2,627267,628193,-0.1440681,0.2116179,0.177843,0.2775,"chloro1-(DZA-1)[1], chloro1+(A17-2)[1]","1, 2","Both","other"
"pSymA","gene-CDO30_21390","NP_435338.1","polyphosphate kinase 2",1,1,1,628793,628793,0.2951837,0.2951837,0.2951837,0.099,"chloro1+(A17-2)[1]","2","A17 only","GxE"
"pSymA","gene-CDO30_21395","NP_435337.1","alpha/beta hydrolase",2,1,2,630473,630517,0.3980784,0.470949,0.4345137,0.0835,"chloro1+(A17-2)[2]","2","A17 only","GxE"
"pSymA","gene-CDO30_21400","NP_435336.1","class I SAM-dependent methyltransferase",1,1,1,631441,631441,0.2035323,0.2035323,0.2035323,0.152,"chloro1+(A17-2)[1]","2","A17 only","GxE"
"pSymA","gene-CDO30_21410","NP_435334.1","hypothetical protein",1,1,1,632483,632483,0.1465651,0.1465651,0.1465651,0.414,"chloro1+(DZA-1)[1]","1","DZA only","GxE"
