"region","gene_ID","RefSeq_ID","ncbi_func","no_vars","no_traits","no_effects","min_ps","max_ps","min_score","max_score","ave_abs_score","ave_af","assocs","host"
"Chromosome","gene-CDO30_14375","NP_386274.1","cell division protein FtsZ",1,1,1,2997152,2997152,0.118401,0.118401,0.118401,0.073,"leaf.plast+(DZA-13)[1]","DZA only"
"Chromosome","gene-CDO30_14545","YP_001327698.1","hypothetical protein",1,1,1,3037405,3037405,-0.09651171,-0.09651171,0.09651171,0.068,"leaf.plast-(A17-24)[1]","A17 only"
"Chromosome","gene-CDO30_14995","NP_386156.1","adenylate/guanylate cyclase domain-containing protein",1,1,1,3119553,3119553,-0.1188173,-0.1188173,0.1188173,0.073,"leaf.plast-(DZA-13)[1]","DZA only"
"Chromosome","gene-CDO30_15225","NP_386118.1","hypothetical protein",1,1,1,3159182,3159182,0.06472702,0.06472702,0.06472702,0.283,"leaf.plast+(DZA-13)[1]","DZA only"
"Chromosome","gene-CDO30_15265","NP_386111.1","mechanosensitive ion channel family protein",1,1,1,3164403,3164403,-0.0813837,-0.0813837,0.0813837,0.257,"leaf.plast-(A17-24)[1]","A17 only"
"Chromosome","gene-CDO30_15615","NP_386046.1","beta-ketoacyl-ACP synthase II",1,1,1,3231866,3231866,-0.08643901,-0.08643901,0.08643901,0.079,"leaf.plast-(A17-24)[1]","A17 only"
"Chromosome","gene-CDO30_15655","NP_386039.1","sodium:alanine symporter family protein",1,1,1,3238561,3238561,0.1182867,0.1182867,0.1182867,0.058,"leaf.plast+(A17-24)[1]","A17 only"
"Chromosome","gene-CDO30_16260","NP_385922.1","kinesin",1,1,1,3363166,3363166,-0.1381344,-0.1381344,0.1381344,0.063,"leaf.plast-(A17-24)[1]","A17 only"
"Chromosome","gene-CDO30_16390","NP_385897.1","FUSC family protein",2,1,2,3395787,3395897,-0.1345357,-0.0731222,0.10382895,0.191,"leaf.plast-(A17-24)[2]","A17 only"
"Chromosome","gene-CDO30_16435","NP_385888.1","MFS transporter",1,1,1,3406497,3406497,-0.0646235,-0.0646235,0.0646235,0.33,"leaf.plast-(A17-24)[1]","A17 only"
"Chromosome","gene-CDO30_16580","NP_385861.1","peptidase T4",1,1,1,3431456,3431456,-0.1352547,-0.1352547,0.1352547,0.068,"leaf.plast-(A17-24)[1]","A17 only"
"Chromosome","gene-CDO30_17105","NP_385770.1","hypothetical protein",1,1,1,3526365,3526365,-0.08551547,-0.08551547,0.08551547,0.105,"leaf.plast-(A17-24)[1]","A17 only"
"Chromosome","gene-CDO30_17185","NP_385755.1","exodeoxyribonuclease III",1,1,1,3545422,3545422,-0.1022211,-0.1022211,0.1022211,0.063,"leaf.plast-(A17-24)[1]","A17 only"
"Chromosome","gene-CDO30_17385","NP_385719.1","hypothetical protein",1,1,1,3579911,3579911,-0.07308801,-0.07308801,0.07308801,0.382,"leaf.plast-(A17-24)[1]","A17 only"
"Chromosome","gene-CDO30_17610","NP_385682.1","carbamoyl phosphate synthase large subunit",1,1,1,3623103,3623103,-0.04780933,-0.04780933,0.04780933,0.429,"leaf.plast-(A17-24)[1]","A17 only"
"Chromosome","gene-CDO30_17765","NP_385655.1","glycine cleavage system protein T",1,1,1,3658510,3658510,-0.06536737,-0.06536737,0.06536737,0.194,"leaf.plast-(A17-24)[1]","A17 only"
"pSymA","gene-CDO30_17830","NP_435959.2","hypothetical protein",1,1,1,797,797,0.1206468,0.1206468,0.1206468,0.068,"leaf.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_18935","NP_435753.1","sensor histidine kinase",2,1,2,193505,193548,-0.06649276,-0.06310867,0.064800715,0.2405,"leaf.plast-(A17-24)[2]","A17 only"
"pSymA","gene-CDO30_18940","NP_435752.1","mechanosensitive ion channel family protein",3,1,3,195018,195909,-0.1155538,0.1025149,0.10550715,0.0896666666666667,"leaf.plast-(DZA-13)[1], leaf.plast+(DZA-13)[2]","DZA only"
"pSymA","gene-CDO30_18945","NP_435751.1","Ti-type conjugative transfer relaxase TraA",4,1,4,197872,200702,-0.1203709,0.1016322,0.106939935,0.085,"leaf.plast+(DZA-13)[1], leaf.plast-(DZA-13)[2], leaf.plast-(A17-24)[1]","Both"
"pSymA","gene-CDO30_18950","NP_435750.1","pilus assembly protein",1,1,1,201975,201975,0.06888067,0.06888067,0.06888067,0.183,"leaf.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_18960","NP_435748.1","Ti-type conjugative transfer system protein TraG",1,1,1,203959,203959,0.05858069,0.05858069,0.05858069,0.311,"leaf.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_18995","NP_435745.1","hypothetical protein",1,1,1,207257,207257,0.07147706,0.07147706,0.07147706,0.492,"leaf.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19000","NP_435744.1","DUF2493 domain-containing protein",1,1,1,207698,207698,-0.05514398,-0.05514398,0.05514398,0.464,"leaf.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19005","NP_435743.2","DNA primase",1,1,1,209696,209696,0.05829005,0.05829005,0.05829005,0.437,"leaf.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19020","NP_435741.1","DUF1173 domain-containing protein",1,1,1,212269,212269,0.08082618,0.08082618,0.08082618,0.132,"leaf.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19030","NP_435739.2","DUF932 domain-containing protein",1,1,1,214079,214079,-0.08388527,-0.08388527,0.08388527,0.274,"leaf.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19035","NP_435738.1","antirestriction protein",1,1,1,214329,214329,-0.08711705,-0.08711705,0.08711705,0.279,"leaf.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19040","NP_435737.1","plasmid pRiA4b ORF-3 family protein",1,1,1,215773,215773,-0.07231951,-0.07231951,0.07231951,0.262,"leaf.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19045","NP_435736.1","hypothetical protein",1,1,1,216496,216496,-0.0700441,-0.0700441,0.0700441,0.251,"leaf.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19050","NP_435735.1","error-prone DNA polymerase",1,1,1,219637,219637,0.07253359,0.07253359,0.07253359,0.183,"leaf.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19055","NP_435734.1","nucleotidyltransferase",1,1,1,220237,220237,-0.08822278,-0.08822278,0.08822278,0.084,"leaf.plast-(A17-24)[1]","A17 only"
"pSymA","gene-CDO30_19100","NP_435728.1","glutamine--fructose-6-phosphate aminotransferase",1,1,1,225515,225515,-0.0644922,-0.0644922,0.0644922,0.272,"leaf.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19105","NP_435727.1","nodulation protein NolF",1,1,1,228138,228138,-0.09264687,-0.09264687,0.09264687,0.267,"leaf.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19170","NP_435715.1","adenylyl-sulfate kinase",2,1,2,241776,243037,-0.06958453,0.08846131,0.07902292,0.1715,"leaf.plast-(DZA-13)[1], leaf.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19175","NP_435714.1","sulfate adenylyltransferase subunit 2",1,1,1,244410,244410,0.07828087,0.07828087,0.07828087,0.089,"leaf.plast+(A17-24)[1]","A17 only"
"pSymA","gene-CDO30_19230","WP_014531676.1","polypeptide",1,1,1,253201,253201,-0.09694982,-0.09694982,0.09694982,0.068,"leaf.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19330","NP_435691.1","protein FixC",1,1,1,268619,268619,-0.1012772,-0.1012772,0.1012772,0.058,"leaf.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19385","NP_435680.1","ABC transporter permease",1,1,1,280001,280001,-0.07439924,-0.07439924,0.07439924,0.204,"leaf.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19390","NP_435679.2","ABC transporter substrate-binding protein",1,1,1,280991,280991,-0.07068613,-0.07068613,0.07068613,0.147,"leaf.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19590","NP_435648.1","flavin reductase",1,1,1,312972,312972,0.1137077,0.1137077,0.1137077,0.073,"leaf.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19625","WP_015338933.1","co-chaperone GroES",1,1,1,319026,319026,0.120405,0.120405,0.120405,0.09,"leaf.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19630","NP_435641.1","molecular chaperone GroEL",2,1,2,319309,320628,-0.0676233,0.05611442,0.06186886,0.3325,"leaf.plast+(DZA-13)[1], leaf.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19725","NP_435623.1","carbohydrate ABC transporter permease",3,1,3,332976,333498,0.0551929,0.08748942,0.0696031266666667,0.281,"leaf.plast+(DZA-13)[3]","DZA only"
"pSymA","gene-CDO30_19730","YP_001312338.1","sugar ABC transporter permease",2,1,2,333664,333997,-0.1000673,0.09056062,0.09531396,0.2695,"leaf.plast-(DZA-13)[1], leaf.plast+(A17-24)[1]","Both"
"pSymA","gene-CDO30_19735","NP_435621.1","sugar ABC transporter substrate-binding protein",3,1,3,334716,335088,-0.1079553,0.106714,0.0993706533333333,0.431,"leaf.plast+(DZA-13)[2], leaf.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19740","NP_435620.1","enolase",3,1,3,335924,336494,-0.05741837,0.1096273,0.07699666,0.270666666666667,"leaf.plast+(DZA-13)[2], leaf.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19750","NP_435618.2","2-dehydro-3-deoxygalactonokinase",2,1,2,338670,338731,-0.06935134,0.1206024,0.09497687,0.165,"leaf.plast-(DZA-13)[1], leaf.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19760","YP_001314405.1","glycerol transporter",1,1,1,340081,340081,-0.06533514,-0.06533514,0.06533514,0.385,"leaf.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19770","NP_435615.1","carbamate kinase",2,1,2,341621,341901,-0.09503946,-0.08562824,0.09033385,0.3655,"leaf.plast-(DZA-13)[2]","DZA only"
"pSymA","gene-CDO30_19780","NP_435613.1","arginine deiminase",4,1,4,343164,344265,-0.08808026,0.1090607,0.0903885525,0.361,"leaf.plast-(DZA-13)[2], leaf.plast+(DZA-13)[2]","DZA only"
"pSymA","gene-CDO30_19785","WP_018010500.1","hypothetical protein",1,1,1,344648,344648,0.05745011,0.05745011,0.05745011,0.31,"leaf.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19790","NP_435612.1","DUF3300 domain-containing protein",3,1,3,345218,346221,0.08501434,0.10963,0.0959318833333333,0.314,"leaf.plast+(DZA-13)[3]","DZA only"
"pSymA","gene-CDO30_19795","NP_435611.1","DUF2950 domain-containing protein",5,1,5,346582,347460,-0.1273707,0.1201277,0.104273142,0.2132,"leaf.plast+(DZA-13)[4], leaf.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19800","NP_435610.2","hypothetical protein",1,1,1,348072,348072,0.07205047,0.07205047,0.07205047,0.433,"leaf.plast+(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19805","NP_435609.1","amino acid permease",3,1,3,348725,349496,-0.0869526,0.08560432,0.0801653333333333,0.361666666666667,"leaf.plast+(DZA-13)[2], leaf.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19810","NP_435608.2","cation transporter",2,1,2,350454,351033,-0.07763447,0.08737218,0.082503325,0.4435,"leaf.plast+(DZA-13)[1], leaf.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19815","NP_435607.4","lysine decarboxylase",1,1,1,351994,351994,-0.1034596,-0.1034596,0.1034596,0.396,"leaf.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19830","NP_435607.4","lysine decarboxylase",5,1,5,353889,354612,-0.1118903,0.1170738,0.103429768,0.2096,"leaf.plast+(DZA-13)[2], leaf.plast-(DZA-13)[3]","DZA only"
"pSymA","gene-CDO30_19835","YP_001313905.1","amino acid decarboxylase",6,1,6,354961,356536,-0.1398051,0.1178094,0.105645095,0.129666666666667,"leaf.plast+(DZA-13)[3], leaf.plast-(DZA-13)[3]","DZA only"
"pSymA","gene-CDO30_19845","NP_435604.2","amino acid ABC transporter substrate-binding protein",3,1,3,358758,359100,0.05672321,0.07537255,0.0636638433333333,0.426333333333333,"leaf.plast+(DZA-13)[3]","DZA only"
"pSymA","gene-CDO30_19850","NP_435603.2","calcium/proton exchanger",4,1,4,359911,360648,0.0623324,0.1004272,0.08180919,0.305,"leaf.plast+(DZA-13)[4]","DZA only"
"pSymA","gene-CDO30_19855","NP_435602.1","hypothetical protein",1,1,1,361073,361073,-0.0663462,-0.0663462,0.0663462,0.214,"leaf.plast-(DZA-13)[1]","DZA only"
"pSymA","gene-CDO30_19875","NP_435600.1","polyphosphate kinase 2",3,1,3,363107,363720,-0.1137965,0.07512532,0.0948130633333333,0.288666666666667,"leaf.plast+(DZA-13)[1], leaf.plast-(DZA-13)[2]","DZA only"
