"region","rs","gene_name","RefSeq_ID","ncbi_func","start_pos","end_pos","effect","no_effects","ave_score","maf","assocs","host","dir","GxE"
"pSymA","freebayes-snp-psyma-1032138-G","CDO30_RS23515","NP_436264.1","FAD-binding oxidoreductase",1032031,1033308,"synonymous_variant",1,0.1084575,0.497,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1032241-G","CDO30_RS23515","NP_436264.1","FAD-binding oxidoreductase",1032031,1033308,"missense_variant",1,0.1135802,0.299,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1032500-G","CDO30_RS23515","NP_436264.1","FAD-binding oxidoreductase",1032031,1033308,"missense_variant",1,0.1174519,0.481,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1032657-A","CDO30_RS23515","NP_436264.1","FAD-binding oxidoreductase",1032031,1033308,"synonymous_variant",1,0.101814,0.31,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1033300-A","CDO30_RS23515","NP_436264.1","FAD-binding oxidoreductase",1032031,1033308,"missense_variant",1,0.07974759,0.214,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1034006-T","CDO30_RS23520","NP_436263.1","NAD-dependent succinate-semialdehyde dehydrogenase",1033572,1035026,"missense_variant",1,0.09823057,0.444,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1034379-A","CDO30_RS23520","NP_436263.1","NAD-dependent succinate-semialdehyde dehydrogenase",1033572,1035026,"synonymous_variant",1,0.07329077,0.218,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1035106-A","CDO30_RS23525","NP_436262.1","tartrate dehydrogenase",1035061,1036104,"synonymous_variant",1,0.06656711,0.31,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1036975-C","CDO30_RS23530","NP_436261.1","aldehyde dehydrogenase",1036114,1037577,"synonymous_variant",1,0.07553616,0.193,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1040816-A","CDO30_RS23555","NP_436257.2","N-acetyltransferase",1040723,1041631,"missense_variant",1,0.081023,0.474,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1048281-C","CDO30_RS23590","NP_436251.1","AraC family transcriptional regulator",1047401,1048309,"missense_variant",1,0.09742779,0.258,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1048587-T","CDO30_RS23595","NP_436250.2","AraC family transcriptional regulator",1048525,1049436,"synonymous_variant",1,-0.08587508,0.416,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1054623-T","CDO30_RS23625","NP_436245.1","MFS transporter",1053142,1054734,"synonymous_variant",1,-0.08299074,0.468,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1054680-G","CDO30_RS23625","NP_436245.1","MFS transporter",1053142,1054734,"synonymous_variant",1,0.09690162,0.495,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1055294-G","CDO30_RS23630","NP_436244.1","MBL fold metallo-hydrolase",1054756,1055730,"missense_variant",1,-0.1021265,0.408,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1055421-A","CDO30_RS23630","NP_436244.1","MBL fold metallo-hydrolase",1054756,1055730,"synonymous_variant",1,0.06816503,0.432,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1057478-T","CDO30_RS23645-CDO30_RS23650",NA,"non-coding",NA,NA,"intergenic_region",1,-0.08650866,0.468,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1061306-A","CDO30_RS23655-CDO30_RS23660",NA,"non-coding",NA,NA,"intergenic_region",1,-0.07572778,0.34,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1061699-C","CDO30_RS23655-CDO30_RS23660",NA,"non-coding",NA,NA,"intergenic_region",1,-0.07996792,0.429,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1067994-T","CDO30_RS23685","NP_436233.1","adenylate/guanylate cyclase domain-containing protein",1065009,1068365,"synonymous_variant",1,0.1066335,0.115,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1072020-G","CDO30_RS23715-CDO30_RS23725","WP_003548655.1","hypothetical protein",1071950,1072291,"intergenic_region",1,-0.1885456,0.058,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1077535-T","CDO30_RS23765-CDO30_RS23770",NA,"non-coding",NA,NA,"intergenic_region",1,-0.1503303,0.079,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1079298-C","CDO30_RS23775","NP_436218.1","phosphotransferase",1079042,1080289,"missense_variant",1,0.09415626,0.147,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1090344-T","CDO30_RS23825","NP_436209.1","TonB-dependent siderophore receptor",1089410,1091554,"missense_variant",1,0.08932136,0.183,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1108178-A","CDO30_RS23905","NP_436193.2","cysteine hydrolase",1108140,1108685,"missense_variant",1,-0.09704878,0.136,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1109609-A","CDO30_RS23915","NP_436191.1","LysR family transcriptional regulator",1109254,1110198,"missense_variant",1,-0.1239753,0.095,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1114818-T","ade","NP_436188.1","adenine deaminase",1113638,1115425,"missense_variant",1,0.0949922,0.122,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1132049-C","CDO30_RS24020-CDO30_RS24025",NA,"non-coding",NA,NA,"intergenic_region",1,0.1440973,0.063,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1132835-T","CDO30_RS24025","NP_436170.1","arylsulfatase",1132197,1133864,"synonymous_variant",1,-0.06607158,0.45,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1134877-G","CDO30_RS24030","NP_436169.1","haloacid dehalogenase-like hydrolase",1133947,1134960,"missense_variant",1,0.147799,0.058,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1137047-C","CDO30_RS24035","NP_436168.1","hypothetical protein",1135021,1137414,"missense_variant",1,-0.06946862,0.492,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1171293-C","CDO30_RS24200-CDO30_RS24220","WP_017506755.1","hypothetical protein",1171126,1171433,"intergenic_region",1,-0.1362517,0.131,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1190839-A","CDO30_RS24320-CDO30_RS24325",NA,"non-coding",NA,NA,"intergenic_region",1,0.09368954,0.398,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1190968-A","CDO30_RS24320-CDO30_RS24325",NA,"non-coding",NA,NA,"intergenic_region",1,0.06825458,0.361,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1192620-T","CDO30_RS24325-CDO30_RS24335","YP_002823460.1","FAD-dependent oxidoreductase",1191743,1193173,"intergenic_region",1,-0.1405197,0.147,"shoot.plast-(A17-24)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1196956-C","CDO30_RS24335-CDO30_RS24340",NA,"non-coding",NA,NA,"intergenic_region",1,-0.1015829,0.277,"shoot.plast-(A17-24)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1198456-G","CDO30_RS24350-eglC",NA,"non-coding",NA,NA,"intergenic_region",1,-0.08759774,0.325,"shoot.plast-(A17-24)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1201721-C","CDO30_RS24360-CDO30_RS24370",NA,"non-coding",NA,NA,"intergenic_region",1,-0.1318637,0.105,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1203922-G","CDO30_RS24375","NP_436107.2","adenylate/guanylate cyclase domain-containing protein",1202288,1204057,"synonymous_variant",1,-0.1437011,0.084,"shoot.plast-(A17-24)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1223319-A","CDO30_RS24460-CDO30_RS24465",NA,"non-coding",NA,NA,"intergenic_region",1,0.09512188,0.105,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1240768-A","nuoG","NP_436074.1","NADH-quinone oxidoreductase subunit G 2",1239576,1242137,"missense_variant",1,-0.1782179,0.052,"shoot.plast-(A17-24)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1242105-C","nuoG","NP_436074.1","NADH-quinone oxidoreductase subunit G 2",1239576,1242137,"missense_variant",1,0.1576743,0.052,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1242384-G","CDO30_RS24545","NP_436073.1","histidine kinase",1242225,1242665,"synonymous_variant",1,0.06542275,0.476,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1242423-G","CDO30_RS24545","NP_436073.1","histidine kinase",1242225,1242665,"synonymous_variant",1,-0.1144171,0.126,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1244473-T","nuoH-CDO30_RS24560",NA,"non-coding",NA,NA,"intergenic_region",1,0.06936289,0.424,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1245609-T","CDO30_RS24565","NP_436069.1","ABC transporter permease",1244922,1245842,"synonymous_variant",1,0.07613203,0.372,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1245708-A","CDO30_RS24565","NP_436069.1","ABC transporter permease",1244922,1245842,"synonymous_variant",1,0.08229378,0.497,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1247136-G","CDO30_RS24575","NP_436067.1","ABC transporter ATP-binding protein",1246890,1248425,"synonymous_variant",1,0.06653923,0.466,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1250796-A","CDO30_RS24590","NP_436064.1","aromatic ring-hydroxylating dioxygenase subunit alpha",1250660,1251526,"missense_variant",1,-0.1187542,0.115,"shoot.plast-(A17-24)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1250928-G","CDO30_RS24590","NP_436064.1","aromatic ring-hydroxylating dioxygenase subunit alpha",1250660,1251526,"missense_variant",1,-0.06687678,0.466,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1251698-A","CDO30_RS24595","NP_436063.1","aromatic ring-hydroxylating dioxygenase subunit alpha",1251557,1252471,"missense_variant",1,0.1425798,0.068,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1252141-T","CDO30_RS24595","NP_436063.1","aromatic ring-hydroxylating dioxygenase subunit alpha",1251557,1252471,"synonymous_variant",1,0.08881679,0.487,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1256865-A","CDO30_RS24615","NP_436059.1","hypothetical protein",1256663,1257103,"missense_variant",1,0.1624706,0.11,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1257018-T","CDO30_RS24615","NP_436059.1","hypothetical protein",1256663,1257103,"missense_variant",1,0.2053883,0.063,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1257059-A","CDO30_RS24615","NP_436059.1","hypothetical protein",1256663,1257103,"synonymous_variant",1,0.09222003,0.455,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1257226-A","CDO30_RS24620","NP_436058.1","LysR family transcriptional regulator",1257190,1258113,"synonymous_variant",1,0.08239337,0.372,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1257408-T","CDO30_RS24620","NP_436058.1","LysR family transcriptional regulator",1257190,1258113,"missense_variant",1,0.07745516,0.419,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1257946-C","CDO30_RS24620","NP_436058.1","LysR family transcriptional regulator",1257190,1258113,"synonymous_variant",1,0.08261679,0.173,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1263784-A","CDO30_RS24650","NP_436053.1","dehydrogenase",1263268,1265688,"synonymous_variant",1,0.1440861,0.058,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1265353-A","CDO30_RS24650","NP_436053.1","dehydrogenase",1263268,1265688,"synonymous_variant",1,-0.06773127,0.419,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1269791-T","CDO30_RS24670","NP_436049.1","aminopeptidase P family protein",1269663,1270967,"synonymous_variant",1,-0.1474212,0.115,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1270730-A","CDO30_RS24670","NP_436049.1","aminopeptidase P family protein",1269663,1270967,"missense_variant",1,-0.1613099,0.089,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1270937-C","CDO30_RS24670","NP_436049.1","aminopeptidase P family protein",1269663,1270967,"synonymous_variant",1,-0.06579295,0.497,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1270995-T","CDO30_RS24675","NP_436048.1","isochorismatase",1270967,1271647,"missense_variant",1,0.08607144,0.487,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1274048-T","CDO30_RS24690","NP_436045.1","ABC transporter permease",1273569,1274324,"synonymous_variant",1,-0.06362772,0.471,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1275594-G","CDO30_RS24700","NP_436043.1","muconate cycloisomerase",1275365,1276489,"missense_variant",1,-0.1417608,0.073,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1276887-G","CDO30_RS24705","NP_436042.1","dehydrogenase",1276486,1277490,"synonymous_variant",1,-0.06906591,0.497,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1278403-C","CDO30_RS24715","NP_436040.1","hypothetical protein",1277984,1278502,"synonymous_variant",1,-0.0741243,0.471,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1278743-A","CDO30_RS24720","NP_436039.2","AraC family transcriptional regulator",1278484,1279527,"missense_variant",1,-0.06720503,0.435,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1280552-A","CDO30_RS24730","NP_436037.1","acetyl-CoA acetyltransferase",1280441,1281631,"missense_variant",1,-0.06860301,0.455,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1281595-A","CDO30_RS24730","NP_436037.1","acetyl-CoA acetyltransferase",1280441,1281631,"synonymous_variant",1,0.1174795,0.073,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1281739-G","CDO30_RS24730-CDO30_RS24735",NA,"non-coding",NA,NA,"intergenic_region",1,-0.1146503,0.094,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1282782-A","CDO30_RS24740","NP_436036.2","MFS transporter",1282120,1283433,"synonymous_variant",1,0.1484847,0.052,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1283724-G","CDO30_RS24745","NP_436035.2","hypothetical protein",1283604,1284476,"synonymous_variant",1,0.08650989,0.44,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1283730-T","CDO30_RS24745","NP_436035.2","hypothetical protein",1283604,1284476,"synonymous_variant",1,0.1175629,0.105,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1285500-T","CDO30_RS24750-kdgD",NA,"non-coding",NA,NA,"intergenic_region",1,0.1216992,0.131,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1285536-A","CDO30_RS24750-kdgD",NA,"non-coding",NA,NA,"intergenic_region",1,0.09694162,0.115,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1286179-T","kdgD","NP_436033.1","5-dehydro-4-deoxyglucarate dehydratase",1285553,1286458,"synonymous_variant",1,0.1346009,0.052,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1287219-G","CDO30_RS24760","NP_436032.1","ABC transporter substrate-binding protein",1286533,1288041,"synonymous_variant",1,0.1077775,0.115,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1287495-G","CDO30_RS24760","NP_436032.1","ABC transporter substrate-binding protein",1286533,1288041,"synonymous_variant",1,0.1364362,0.094,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1289113-T","CDO30_RS24770","NP_436030.1","ABC transporter permease",1289046,1289963,"missense_variant",1,-0.09336847,0.471,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1290770-C","CDO30_RS24775","NP_436029.1","ABC transporter ATP-binding protein",1289960,1291612,"missense_variant",1,-0.0656179,0.466,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1291367-A","CDO30_RS24775","NP_436029.1","ABC transporter ATP-binding protein",1289960,1291612,"missense_variant",1,0.1293875,0.126,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1315973-T","CDO30_RS24895","NP_436006.1","LysR family transcriptional regulator",1315714,1316628,"missense_variant",1,-0.0819024,0.445,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1317594-C","CDO30_RS24900","WP_014528683.1","FAD-binding oxidoreductase",1316791,1317960,"synonymous_variant",1,-0.08138275,0.497,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1317628-A","CDO30_RS24900","WP_014528683.1","FAD-binding oxidoreductase",1316791,1317960,"synonymous_variant",1,0.1108824,0.094,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1320170-A","CDO30_RS24915","NP_436003.1","ABC transporter substrate-binding protein",1319660,1321135,"missense_variant",1,-0.06941544,0.419,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1342097-C","CDO30_RS25030","NP_435982.2","dehydrogenase",1341402,1342376,"synonymous_variant",1,0.06871109,0.314,"shoot.plast+(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1342644-T","CDO30_RS25035","NP_435981.1","ABC transporter ATP-binding protein",1342485,1343561,"synonymous_variant",1,-0.1189812,0.079,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1342803-C","CDO30_RS25035","NP_435981.1","ABC transporter ATP-binding protein",1342485,1343561,"synonymous_variant",1,-0.1245134,0.099,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1349204-C","CDO30_RS25065","YP_002000352.1","TetR/AcrR family transcriptional regulator",1348539,1349204,"start_lost",1,-0.1328415,0.105,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1349345-C","CDO30_RS25070","NP_435975.1","hypothetical protein",1349286,1350482,"synonymous_variant",1,-0.1469783,0.094,"shoot.plast-(DZA-13)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1351428-T","CDO30_RS25080","NP_435973.1","cupin",1351366,1351779,"synonymous_variant",1,-0.06831805,0.492,"shoot.plast-(DZA-13)","DZA only","single","other"
