"region","rs","gene_name","RefSeq_ID","ncbi_func","start_pos","end_pos","effect","no_effects","ave_score","maf","assocs","host","dir","GxE"
"Chromosome","freebayes-snp-chr-2838141-C","CDO30_RS13685","NP_386410.1","acyl carrier protein",2838075,2838323,"synonymous_variant",1,0.3480208,0.164,"height1+(DZA-3)","DZA only","single","other"
"Chromosome","freebayes-snp-chr-2838431-T","CDO30_RS13690","NP_386409.1","TonB-dependent receptor",2838385,2839536,"missense_variant",1,0.1997143,0.181,"height1+(DZA-1)","DZA only","single","other"
"Chromosome","freebayes-snp-chr-2841699-C","CDO30_RS13700","NP_386407.1","VOC family protein",2841561,2842028,"synonymous_variant",1,0.3023149,0.104,"height1+(DZA-1)","DZA only","single","other"
"Chromosome","freebayes-snp-chr-2842313-T","CDO30_RS13705","WP_013844672.1","DNA helicase",2842235,2842846,"synonymous_variant",1,-0.3268496,0.073,"height1-(DZA-3)","DZA only","single","other"
"Chromosome","freebayes-snp-chr-3119553-T","CDO30_RS15025","NP_386156.1","adenylate/guanylate cyclase domain-containing protein",3118504,3120273,"missense_variant",1,0.292205,0.073,"height1+(DZA-1)","DZA only","single","other"
"Chromosome","freebayes-snp-chr-3536900-T","gene-CDO30_RS00160","NP_385762.1","glutamine--fructose-6-phosphate transaminase (isomerizing)",3535696,3537521,"intragenic_variant",1,-0.2175491,0.179,"height1-(DZA-1)","DZA only","single","other"
"Chromosome","freebayes-snp-chr-405270-C","lptF","NP_385260.1","LPS export ABC transporter permease LptF",404551,405723,"synonymous_variant",1,0.2202264,0.099,"height1+(A17-4)","A17 only","single","other"
"Chromosome","freebayes-snp-chr-79246-C","gene-CDO30_RS00160",NA,"non-coding",NA,NA,"intragenic_variant",1,0.2865415,0.06,"height1+(A17-4)","A17 only","single","other"
"Chromosome","freebayes-snp-chr-81474-C","gene-CDO30_RS00160",NA,"non-coding",NA,NA,"intragenic_variant",1,0.16762,0.272,"height1+(DZA-3)","DZA only","single","other"
"Chromosome","freebayes-snp-chr-931650-A","CDO30_RS04650","NP_384771.1","flagellar protein",931350,931889,"synonymous_variant",1,0.2313794,0.126,"height1+(DZA-3)","DZA only","single","other"
"Chromosome","freebayes-snp-chr-932318-A","CDO30_RS04655","NP_384770.1","flagellar P-ring protein",931886,933001,"synonymous_variant",1,0.3188237,0.058,"height1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1001352-T","CDO30_RS23355-CDO30_RS23370","YP_001314413.1","protease",1000914,1002449,"intergenic_region",1,0.1557929,0.432,"height1+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1001919-G","CDO30_RS23355-CDO30_RS23370","YP_001314413.1","protease",1000914,1002449,"intergenic_region",1,0.1838916,0.284,"height1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1002369-A","CDO30_RS23355-CDO30_RS23370","YP_001314413.1","protease",1000914,1002449,"intergenic_region",1,0.2846722,0.105,"height1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1005722-C","msrB","NP_436288.1","peptide-methionine (R)-S-oxide reductase",1005391,1005834,"missense_variant",1,-0.3126424,0.089,"height1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1020460-T","CDO30_RS23455-CDO30_RS23465",NA,"non-coding",NA,NA,"intergenic_region",1,0.1614692,0.313,"height1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1021446-C","CDO30_RS23465","NP_436274.1","FAD-binding oxidoreductase",1020466,1021791,"missense_variant",1,0.3733219,0.064,"height1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1023593-G","CDO30_RS23475","NP_436272.1","ABC transporter ATP-binding protein",1022612,1024267,"synonymous_variant",1,-0.1546445,0.487,"height1-(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1023911-G","CDO30_RS23475","NP_436272.1","ABC transporter ATP-binding protein",1022612,1024267,"synonymous_variant",1,-0.1929165,0.235,"height1-(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1032241-G","CDO30_RS23515","NP_436264.1","FAD-binding oxidoreductase",1032031,1033308,"missense_variant",1,0.2189191,0.299,"height1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1032657-A","CDO30_RS23515","NP_436264.1","FAD-binding oxidoreductase",1032031,1033308,"synonymous_variant",1,0.1900436,0.31,"height1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1033300-A","CDO30_RS23515","NP_436264.1","FAD-binding oxidoreductase",1032031,1033308,"missense_variant",1,0.2406038,0.214,"height1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1034006-T","CDO30_RS23520","NP_436263.1","NAD-dependent succinate-semialdehyde dehydrogenase",1033572,1035026,"missense_variant",1,0.1830716,0.444,"height1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1034379-A","CDO30_RS23520","NP_436263.1","NAD-dependent succinate-semialdehyde dehydrogenase",1033572,1035026,"synonymous_variant",1,0.1833697,0.218,"height1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1035106-A","CDO30_RS23525","NP_436262.1","tartrate dehydrogenase",1035061,1036104,"synonymous_variant",1,-0.1685856,0.31,"height1-(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1046956-C","CDO30_RS23585","NP_436252.1","AraC family transcriptional regulator",1046348,1047256,"synonymous_variant",1,-0.3120808,0.111,"height1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1049496-T","CDO30_RS23595-CDO30_RS23605","WP_014531371.1","hypothetical protein",1049471,1049665,"intergenic_region",1,-0.1850673,0.184,"height1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1060609-C","CDO30_RS23655","NP_436237.1","potassium transporter Kup",1059400,1061301,"synonymous_variant",1,-0.3006403,0.11,"height1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1061309-G","CDO30_RS23655-CDO30_RS23660",NA,"non-coding",NA,NA,"intergenic_region",1,0.2850564,0.073,"height1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1061467-C","CDO30_RS23655-CDO30_RS23660",NA,"non-coding",NA,NA,"intergenic_region",1,0.2537343,0.084,"height1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1062631-C","CDO30_RS23665-CDO30_RS23670",NA,"non-coding",NA,NA,"intergenic_region",1,-0.2353794,0.12,"height1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1077224-G","CDO30_RS23765","NP_436220.1","DUF937 domain-containing protein",1076859,1077344,"synonymous_variant",1,-0.2085712,0.152,"height1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1085377-T","CDO30_RS23805","NP_436212.1","ABC transporter permease",1085374,1086156,"missense_variant",1,0.1902697,0.267,"height1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1098658-G","CDO30_RS23860","NP_436202.1","LysR family transcriptional regulator",1098565,1099446,"missense_variant",1,-0.2263673,0.131,"height1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1111403-T","CDO30_RS23920","NP_436190.1","adenine deaminase",1110315,1112117,"missense_variant",1,-0.2977113,0.138,"height1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1115269-C","ade","NP_436188.1","adenine deaminase",1113638,1115425,"synonymous_variant",1,-0.2543862,0.12,"height1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1132049-C","CDO30_RS24020-CDO30_RS24025",NA,"non-coding",NA,NA,"intergenic_region",1,0.2903088,0.063,"height1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1132125-G","CDO30_RS24020-CDO30_RS24025",NA,"non-coding",NA,NA,"intergenic_region",2,-0.268153,0.105,"height1-(DZA-1), height1-(DZA-3)","DZA only","con","concordant_DZA"
"pSymA","freebayes-snp-psyma-1132250-T","CDO30_RS24025","NP_436170.1","arylsulfatase",1132197,1133864,"synonymous_variant",1,-0.3192995,0.089,"height1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1132277-C","CDO30_RS24025","NP_436170.1","arylsulfatase",1132197,1133864,"synonymous_variant",1,-0.2598508,0.079,"height1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1132406-T","CDO30_RS24025","NP_436170.1","arylsulfatase",1132197,1133864,"synonymous_variant",2,-0.3114329,0.079,"height1-(DZA-1), height1-(DZA-3)","DZA only","con","concordant_DZA"
"pSymA","freebayes-snp-psyma-1134877-G","CDO30_RS24030","NP_436169.1","haloacid dehalogenase-like hydrolase",1133947,1134960,"missense_variant",1,0.344504,0.058,"height1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1136997-T","CDO30_RS24035","NP_436168.1","hypothetical protein",1135021,1137414,"synonymous_variant",1,-0.290676,0.126,"height1-(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1172288-C","CDO30_RS24220","NP_436136.1","LysR family transcriptional regulator",1171913,1172866,"synonymous_variant",1,0.3007704,0.063,"height1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1172953-G","CDO30_RS24225","NP_436135.2","nuclear transport factor 2 family protein",1172915,1173235,"synonymous_variant",2,0.18554755,0.262,"height1+(DZA-1), height1+(DZA-3)","DZA only","con","concordant_DZA"
"pSymA","freebayes-snp-psyma-1197746-A","CDO30_RS24340-CDO30_RS24350","YP_002823055.1","hypothetical protein",1197734,1197930,"intergenic_region",1,-0.2536687,0.099,"height1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1197915-T","CDO30_RS24340-CDO30_RS24350","YP_002823055.1","hypothetical protein",1197734,1197930,"intergenic_region",1,-0.3105405,0.147,"height1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1199970-C","eglC","NP_436110.1","endo-1%2C3-1%2C4-beta-glycanase EglC",1198809,1200206,"synonymous_variant",1,-0.328948,0.073,"height1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1202506-T","CDO30_RS24375","NP_436107.2","adenylate/guanylate cyclase domain-containing protein",1202288,1204057,"synonymous_variant",1,-0.1754146,0.293,"height1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1203973-T","CDO30_RS24375","NP_436107.2","adenylate/guanylate cyclase domain-containing protein",1202288,1204057,"synonymous_variant",1,0.2086035,0.136,"height1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1204989-G","CDO30_RS24380","NP_436106.1","mechanosensitive ion channel family protein",1204306,1205604,"synonymous_variant",1,-0.3329102,0.157,"height1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1208879-A","cpaB","NP_436102.1","Flp pilus assembly protein CpaB",1208438,1209229,"missense_variant",1,0.2808602,0.099,"height1+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1215121-C","CDO30_RS24430","NP_436096.2","type II secretion system protein",1214510,1215475,"synonymous_variant",1,-0.1646143,0.424,"height1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1217212-C","CDO30_RS24440","NP_436094.1","hybrid sensor histidine kinase/response regulator",1216604,1218730,"missense_variant",1,0.3197549,0.073,"height1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1218332-C","CDO30_RS24440","NP_436094.1","hybrid sensor histidine kinase/response regulator",1216604,1218730,"synonymous_variant",1,0.2070603,0.199,"height1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1220859-C","CDO30_RS24450","NP_436092.1","chemotaxis protein CheW",1220335,1221003,"missense_variant",1,0.1669284,0.335,"height1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1221497-C","CDO30_RS24455","NP_436091.1","chemotaxis protein CheR",1221000,1222361,"missense_variant",1,0.2123689,0.147,"height1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1223401-C","CDO30_RS24465","NP_436089.2","GGDEF domain-containing protein",1223389,1226604,"synonymous_variant",1,0.2870592,0.058,"height1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1229733-A","CDO30_RS24485","NP_436085.1","cation:proton antiporter",1228519,1229982,"synonymous_variant",1,-0.1632702,0.487,"height1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1229919-A","CDO30_RS24485","NP_436085.1","cation:proton antiporter",1228519,1229982,"synonymous_variant",2,0.2165291,0.141,"height1+(DZA-1), height1+(A17-4)","Both","con","other"
"pSymA","freebayes-snp-psyma-1233162-C","CDO30_RS24500","NP_436082.1","NADH-quinone oxidoreductase subunit M",1231993,1233468,"synonymous_variant",1,0.164617,0.23,"height1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1233404-G","CDO30_RS24500","NP_436082.1","NADH-quinone oxidoreductase subunit M",1231993,1233468,"missense_variant",1,0.1349392,0.387,"height1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1234439-T","CDO30_RS24505","NP_436081.1","NADH-quinone oxidoreductase subunit N 2",1233465,1234904,"synonymous_variant",1,0.1610963,0.314,"height1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1235152-C","CDO30_RS24510","NP_436080.1","NADH-quinone oxidoreductase subunit A 2",1235120,1235485,"synonymous_variant",1,0.3224432,0.084,"height1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1236771-A","nuoD","NP_436077.1","NADH-quinone oxidoreductase subunit D 2",1236538,1237752,"synonymous_variant",1,-0.1987294,0.272,"height1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1240490-C","nuoG","NP_436074.1","NADH-quinone oxidoreductase subunit G 2",1239576,1242137,"synonymous_variant",1,0.312879,0.079,"height1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1241885-A","nuoG","NP_436074.1","NADH-quinone oxidoreductase subunit G 2",1239576,1242137,"synonymous_variant",2,0.2832283,0.089,"height1+(DZA-1), height1+(DZA-3)","DZA only","con","concordant_DZA"
"pSymA","freebayes-snp-psyma-1242339-A","CDO30_RS24545","NP_436073.1","histidine kinase",1242225,1242665,"synonymous_variant",2,0.27601,0.126,"height1+(DZA-1), height1+(DZA-3)","DZA only","con","concordant_DZA"
"pSymA","freebayes-snp-psyma-1250234-G","CDO30_RS24585","YP_001314499.1","GntR family transcriptional regulator",1249658,1250428,"synonymous_variant",1,0.2234406,0.225,"height1+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1250554-G","CDO30_RS24585-CDO30_RS24590",NA,"non-coding",NA,NA,"intergenic_region",1,0.2597895,0.115,"height1+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1255883-G","CDO30_RS24610","NP_436060.1","alanine--glyoxylate aminotransferase family protein",1255122,1256234,"missense_variant",2,0.28752495,0.068,"height1+(DZA-1), height1+(A17-4)","Both","con","other"
"pSymA","freebayes-snp-psyma-1256865-A","CDO30_RS24615","NP_436059.1","hypothetical protein",1256663,1257103,"missense_variant",1,-0.2901277,0.11,"height1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1257018-T","CDO30_RS24615","NP_436059.1","hypothetical protein",1256663,1257103,"missense_variant",1,-0.408338,0.063,"height1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1257946-C","CDO30_RS24620","NP_436058.1","LysR family transcriptional regulator",1257190,1258113,"synonymous_variant",1,-0.2676536,0.173,"height1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1258450-G","CDO30_RS24625","NP_436057.2","(2Fe-2S)-binding protein",1258273,1258737,"missense_variant",1,-0.1772465,0.246,"height1-(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1259964-G","CDO30_RS24630","NP_436056.1","oxidoreductase",1258734,1260977,"missense_variant",1,-0.2248025,0.147,"height1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1260964-A","CDO30_RS24630","NP_436056.1","oxidoreductase",1258734,1260977,"missense_variant",1,-0.3257502,0.068,"height1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1264222-C","CDO30_RS24650","NP_436053.1","dehydrogenase",1263268,1265688,"synonymous_variant",1,-0.2055948,0.183,"height1-(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1265887-G","CDO30_RS24650-CDO30_RS24655",NA,"non-coding",NA,NA,"intergenic_region",1,0.2398434,0.136,"height1+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1266280-C","CDO30_RS24655","NP_436052.2","LysR family transcriptional regulator",1265924,1266811,"missense_variant",1,-0.1875153,0.304,"height1-(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1270730-A","CDO30_RS24670","NP_436049.1","aminopeptidase P family protein",1269663,1270967,"missense_variant",1,-0.2958492,0.089,"height1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1275594-G","CDO30_RS24700","NP_436043.1","muconate cycloisomerase",1275365,1276489,"missense_variant",1,0.2673521,0.073,"height1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1276420-C","CDO30_RS24700","NP_436043.1","muconate cycloisomerase",1275365,1276489,"synonymous_variant",1,0.2518217,0.11,"height1+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1277879-A","CDO30_RS24710","NP_436041.1","DUF2384 domain-containing protein",1277598,1277987,"synonymous_variant",1,-0.3300143,0.063,"height1-(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1278743-A","CDO30_RS24720","NP_436039.2","AraC family transcriptional regulator",1278484,1279527,"missense_variant",1,0.16551,0.435,"height1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1279111-A","CDO30_RS24720","NP_436039.2","AraC family transcriptional regulator",1278484,1279527,"synonymous_variant",1,-0.3346403,0.063,"height1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1284003-A","CDO30_RS24745","NP_436035.2","hypothetical protein",1283604,1284476,"synonymous_variant",1,0.1970461,0.147,"height1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1285500-T","CDO30_RS24750-kdgD",NA,"non-coding",NA,NA,"intergenic_region",1,0.2655696,0.131,"height1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1285536-A","CDO30_RS24750-kdgD",NA,"non-coding",NA,NA,"intergenic_region",1,0.2600309,0.115,"height1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1286179-T","kdgD","NP_436033.1","5-dehydro-4-deoxyglucarate dehydratase",1285553,1286458,"synonymous_variant",1,0.3319218,0.052,"height1+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1286444-T","kdgD","NP_436033.1","5-dehydro-4-deoxyglucarate dehydratase",1285553,1286458,"missense_variant",2,0.29697795,0.063,"height1+(DZA-3), height1+(A17-4)","Both","con","other"
"pSymA","freebayes-snp-psyma-1288247-C","CDO30_RS24765","YP_001313791.1","ABC transporter permease",1288116,1289033,"synonymous_variant",1,0.2452868,0.131,"height1+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1288275-T","CDO30_RS24765","YP_001313791.1","ABC transporter permease",1288116,1289033,"synonymous_variant",1,-0.3016174,0.073,"height1-(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1288430-A","CDO30_RS24765","YP_001313791.1","ABC transporter permease",1288116,1289033,"synonymous_variant",1,0.1679397,0.267,"height1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1319525-G","CDO30_RS24910","NP_436004.1","oxidase",1318201,1319559,"missense_variant",1,-0.2066293,0.225,"height1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1321054-T","CDO30_RS24915","NP_436003.1","ABC transporter substrate-binding protein",1319660,1321135,"synonymous_variant",1,0.3684926,0.099,"height1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1322369-T","CDO30_RS24925","NP_436002.1","amidase",1321304,1322719,"synonymous_variant",1,0.2967933,0.058,"height1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1326289-C","CDO30_RS24945","YP_001313776.1","ABC transporter ATP-binding protein",1326188,1327174,"synonymous_variant",1,0.2058472,0.309,"height1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1333910-G","CDO30_RS24985","NP_435991.1","carbohydrate ABC transporter permease",1333227,1334627,"synonymous_variant",1,-0.1644716,0.455,"height1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1334812-T","CDO30_RS24985-CDO30_RS24995","WP_014531531.1","hypothetical protein",1334685,1334901,"intergenic_region",1,0.1941535,0.157,"height1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1335634-A","CDO30_RS25000","NP_435989.2","VOC family protein",1335539,1335913,"synonymous_variant",1,-0.154543,0.33,"height1-(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1335680-G","CDO30_RS25000","NP_435989.2","VOC family protein",1335539,1335913,"synonymous_variant",1,0.2566319,0.089,"height1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1336365-G","CDO30_RS25005","NP_435987.1","DUF1206 domain-containing protein",1336240,1337088,"synonymous_variant",1,-0.1714024,0.277,"height1-(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1338295-C","CDO30_RS25010-CDO30_RS25015",NA,"non-coding",NA,NA,"intergenic_region",1,0.2622021,0.099,"height1+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1338728-T","CDO30_RS25015","NP_435985.1","sugar phosphate isomerase/epimerase",1338576,1339463,"synonymous_variant",1,0.2105494,0.136,"height1+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1338734-T","CDO30_RS25015","NP_435985.1","sugar phosphate isomerase/epimerase",1338576,1339463,"synonymous_variant",1,0.261202,0.105,"height1+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1340289-T","CDO30_RS25020","NP_435984.1","enolase",1339473,1340681,"missense_variant",1,-0.3206163,0.105,"height1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1343223-C","CDO30_RS25035","NP_435981.1","ABC transporter ATP-binding protein",1342485,1343561,"missense_variant",1,0.2193781,0.115,"height1+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1353218-A","CDO30_RS25085-CDO30_RS25090",NA,"non-coding",NA,NA,"intergenic_region",1,-0.3087694,0.068,"height1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1357076-T","CDO30_RS25100","NP_435969.1","dihydrofolate reductase",1356483,1357130,"synonymous_variant",1,0.329536,0.058,"height1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1359632-A","CDO30_RS25125","NP_435964.1","Type IV secretory pathway AvhB2 protein",1359371,1359670,"missense_variant",1,-0.1469773,0.387,"height1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-166797-G","CDO30_RS18800","YP_002000351.1","transcriptional regulator",166546,166926,"synonymous_variant",1,0.3444996,0.058,"height1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-168413-C","CDO30_RS18810-CDO30_RS18820",NA,"non-coding",NA,NA,"intergenic_region",1,-0.2439262,0.146,"height1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-193219-C","CDO30_RS18955","NP_435753.1","sensor histidine kinase",192156,194057,"missense_variant",1,0.2613931,0.098,"height1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-193728-T","CDO30_RS18955","NP_435753.1","sensor histidine kinase",192156,194057,"synonymous_variant",1,0.1959417,0.191,"height1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-194488-T","CDO30_RS18960","NP_435752.1","mechanosensitive ion channel family protein",194350,196509,"missense_variant",1,0.2045889,0.153,"height1+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-194814-G","CDO30_RS18960","NP_435752.1","mechanosensitive ion channel family protein",194350,196509,"synonymous_variant",1,0.2756617,0.246,"height1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-196314-T","CDO30_RS18960","NP_435752.1","mechanosensitive ion channel family protein",194350,196509,"synonymous_variant",1,0.1573485,0.335,"height1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-196542-A","CDO30_RS18960-traA",NA,"non-coding",NA,NA,"intergenic_region",1,0.2480544,0.283,"height1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-197263-G","traA","NP_435751.1","Ti-type conjugative transfer relaxase TraA",196966,201585,"synonymous_variant",1,-0.244927,0.194,"height1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-197400-C","traA","NP_435751.1","Ti-type conjugative transfer relaxase TraA",196966,201585,"missense_variant",1,-0.3408973,0.058,"height1-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-197677-T","traA","NP_435751.1","Ti-type conjugative transfer relaxase TraA",196966,201585,"synonymous_variant",1,0.3121768,0.079,"height1+(A17-4)","A17 only","single","other"
