"region","rs","gene_name","RefSeq_ID","ncbi_func","start_pos","end_pos","effect","no_effects","ave_score","maf","assocs","host","dir","GxE"
"Chromosome","freebayes-snp-chr-260355-T","CDO30_RS01355","NP_385392.1","proline--tRNA ligase",260262,261590,"synonymous_variant",1,0.2147301,0.11,"chloro1+(A17-2)","A17 only","single","other"
"Chromosome","freebayes-snp-chr-2759480-G","CDO30_RS13260","NP_386492.1","cation transporter",2758785,2759705,"synonymous_variant",1,-0.1944966,0.188,"chloro1-(A17-4)","A17 only","single","other"
"Chromosome","freebayes-snp-chr-2759486-C","CDO30_RS13260","NP_386492.1","cation transporter",2758785,2759705,"synonymous_variant",1,-0.2420567,0.178,"chloro1-(A17-4)","A17 only","single","other"
"Chromosome","freebayes-snp-chr-2821377-C","gene-CDO30_RS00160",NA,"non-coding",NA,NA,"intragenic_variant",1,0.2627493,0.058,"chloro1+(DZA-1)","DZA only","single","other"
"Chromosome","freebayes-snp-chr-2840404-A","CDO30_RS13695","NP_386408.1","MBOAT family protein",2839618,2841186,"synonymous_variant",3,0.307175166666667,0.066,"chloro1+(DZA-1), chloro1+(A17-2), chloro1+(A17-4)","Both","con","concordant_A17"
"Chromosome","freebayes-snp-chr-2841699-C","CDO30_RS13700","NP_386407.1","VOC family protein",2841561,2842028,"synonymous_variant",1,0.2683031,0.104,"chloro1+(DZA-1)","DZA only","single","other"
"Chromosome","freebayes-snp-chr-2842313-T","CDO30_RS13705","WP_013844672.1","DNA helicase",2842235,2842846,"synonymous_variant",1,-0.3481945,0.073,"chloro1-(DZA-3)","DZA only","single","other"
"Chromosome","freebayes-snp-chr-2916007-G","CDO30_RS14045","NP_386342.1","ABC transporter ATP-binding protein",2915636,2916760,"synonymous_variant",1,0.3161354,0.058,"chloro1+(DZA-3)","DZA only","single","other"
"Chromosome","freebayes-snp-chr-301469-A","CDO30_RS01555","NP_385358.1","cytochrome P450",301305,302552,"synonymous_variant",1,-0.4219365,0.052,"chloro1-(A17-2)","A17 only","single","other"
"Chromosome","freebayes-snp-chr-3119553-T","CDO30_RS15025","NP_386156.1","adenylate/guanylate cyclase domain-containing protein",3118504,3120273,"missense_variant",1,0.2512303,0.073,"chloro1+(DZA-1)","DZA only","single","other"
"Chromosome","freebayes-snp-chr-332089-T","CDO30_RS01720","NP_385326.1","ubiquinol-cytochrome C chaperone",331934,332470,"missense_variant",1,0.2340468,0.168,"chloro1+(A17-2)","A17 only","single","other"
"Chromosome","freebayes-snp-chr-500930-T","CDO30_RS02535","NP_385167.1","outer membrane autotransporter barrel domain-containing protein",498039,502274,"synonymous_variant",1,-0.1810721,0.288,"chloro1-(A17-2)","A17 only","single","other"
"Chromosome","freebayes-snp-chr-528474-A","CDO30_RS02690","NP_385139.1","electron transfer flavoprotein-ubiquinone oxidoreductase",528459,530123,"synonymous_variant",1,0.271051,0.089,"chloro1+(DZA-1)","DZA only","single","other"
"Chromosome","freebayes-snp-chr-568690-T","CDO30_RS02880","NP_385105.1","transcriptional regulator",568603,569034,"synonymous_variant",1,-0.2615438,0.22,"chloro1-(A17-2)","A17 only","single","other"
"Chromosome","freebayes-snp-chr-636869-G","CDO30_RS03240","NP_385038.1","pyruvate%2C phosphate dikinase",634637,637333,"synonymous_variant",1,-0.3086766,0.058,"chloro1-(A17-2)","A17 only","single","other"
"Chromosome","freebayes-snp-chr-890975-A","zwf","NP_384810.1","glucose-6-phosphate 1-dehydrogenase",889677,891152,"synonymous_variant",1,-0.4472264,0.052,"chloro1-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1003823-T","CDO30_RS23375","NP_436290.1","osmotically inducible protein C",1003452,1004678,"missense_variant",1,0.1469204,0.429,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1005160-A","msrA","NP_436289.1","peptide-methionine (S)-S-oxide reductase",1004884,1005390,"synonymous_variant",1,-0.2400383,0.132,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1005422-T","msrB","NP_436288.1","peptide-methionine (R)-S-oxide reductase",1005391,1005834,"missense_variant",1,-0.1571253,0.379,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1005722-C","msrB","NP_436288.1","peptide-methionine (R)-S-oxide reductase",1005391,1005834,"missense_variant",1,-0.2763387,0.089,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1023911-G","CDO30_RS23475","NP_436272.1","ABC transporter ATP-binding protein",1022612,1024267,"synonymous_variant",1,-0.1704902,0.235,"chloro1-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1024282-C","CDO30_RS23480","NP_436271.1","ABC transporter permease",1024267,1025130,"synonymous_variant",1,0.3113509,0.08,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1025313-C","CDO30_RS23485","NP_436270.1","ABC transporter permease",1025127,1026077,"synonymous_variant",1,0.2889663,0.086,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1028880-T","CDO30_RS23500","NP_436267.1","aspartate aminotransferase family protein",1028802,1030178,"missense_variant",1,0.2267635,0.096,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1029522-A","CDO30_RS23500","NP_436267.1","aspartate aminotransferase family protein",1028802,1030178,"synonymous_variant",1,0.3117652,0.08,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1030882-T","CDO30_RS23505","YP_001314274.1","N-acetyltransferase",1030193,1031029,"missense_variant",1,0.3086748,0.085,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1031002-T","CDO30_RS23505","YP_001314274.1","N-acetyltransferase",1030193,1031029,"missense_variant",1,0.1929807,0.166,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1036819-A","CDO30_RS23530","NP_436261.1","aldehyde dehydrogenase",1036114,1037577,"synonymous_variant",1,-0.2515381,0.112,"chloro1-(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1049124-T","CDO30_RS23595","NP_436250.2","AraC family transcriptional regulator",1048525,1049436,"synonymous_variant",1,0.3327326,0.063,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1062631-C","CDO30_RS23665-CDO30_RS23670",NA,"non-coding",NA,NA,"intergenic_region",1,-0.2982863,0.12,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1078518-G","CDO30_RS23770","NP_436219.1","aminotransferase",1077723,1079039,"synonymous_variant",1,0.3304926,0.073,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1107003-G","betI-CDO30_RS23900",NA,"non-coding",NA,NA,"intergenic_region",1,0.3794132,0.052,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1113676-T","ade","NP_436188.1","adenine deaminase",1113638,1115425,"synonymous_variant",1,0.2365212,0.111,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1116083-C","CDO30_RS23935","WP_017272267.1","hypothetical protein",1115970,1116254,"missense_variant",1,0.283989,0.099,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1132406-T","CDO30_RS24025","NP_436170.1","arylsulfatase",1132197,1133864,"synonymous_variant",1,-0.3099001,0.079,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1139457-T","CDO30_RS24045","NP_436166.2","amidohydrolase family protein",1138240,1139673,"synonymous_variant",1,0.3111368,0.105,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1210543-G","CDO30_RS24405","NP_436101.1","pilus assembly protein CpaE",1209236,1210996,"synonymous_variant",1,-0.1402145,0.424,"chloro1-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1223240-G","CDO30_RS24460-CDO30_RS24465",NA,"non-coding",NA,NA,"intergenic_region",1,0.1874191,0.162,"chloro1+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1223455-A","CDO30_RS24465","NP_436089.2","GGDEF domain-containing protein",1223389,1226604,"synonymous_variant",1,0.200234,0.152,"chloro1+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1257946-C","CDO30_RS24620","NP_436058.1","LysR family transcriptional regulator",1257190,1258113,"synonymous_variant",1,-0.2046313,0.173,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1259133-G","CDO30_RS24630","NP_436056.1","oxidoreductase",1258734,1260977,"missense_variant",1,0.3906769,0.068,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1262792-T","CDO30_RS24640","NP_436054.2","MFS transporter",1261571,1262860,"stop_gained",1,-0.3519752,0.052,"chloro1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1267312-A","CDO30_RS24660","NP_436051.1","methyltransferase",1267036,1268571,"missense_variant",1,0.3611024,0.063,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1276708-T","CDO30_RS24705","NP_436042.1","dehydrogenase",1276486,1277490,"missense_variant",1,0.1985552,0.162,"chloro1+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1279207-A","CDO30_RS24720","NP_436039.2","AraC family transcriptional regulator",1278484,1279527,"synonymous_variant",1,0.256772,0.079,"chloro1+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1281595-A","CDO30_RS24730","NP_436037.1","acetyl-CoA acetyltransferase",1280441,1281631,"synonymous_variant",1,0.2772202,0.073,"chloro1+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1285619-G","kdgD","NP_436033.1","5-dehydro-4-deoxyglucarate dehydratase",1285553,1286458,"missense_variant",1,0.2737916,0.068,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1288275-T","CDO30_RS24765","YP_001313791.1","ABC transporter permease",1288116,1289033,"synonymous_variant",1,-0.3147295,0.073,"chloro1-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1316356-T","CDO30_RS24895","NP_436006.1","LysR family transcriptional regulator",1315714,1316628,"synonymous_variant",1,0.221028,0.136,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1316627-G","CDO30_RS24895","NP_436006.1","LysR family transcriptional regulator",1315714,1316628,"start_lost",1,0.351695,0.068,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1317903-A","CDO30_RS24900","WP_014528683.1","FAD-binding oxidoreductase",1316791,1317960,"synonymous_variant",1,0.2243017,0.147,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1319043-T","CDO30_RS24910","NP_436004.1","oxidase",1318201,1319559,"synonymous_variant",1,0.2696087,0.089,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1319525-G","CDO30_RS24910","NP_436004.1","oxidase",1318201,1319559,"missense_variant",1,-0.2236119,0.225,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1326104-G","CDO30_RS24940","NP_435999.1","ABC transporter permease",1325232,1326191,"synonymous_variant",1,0.245919,0.141,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1326424-A","CDO30_RS24945","YP_001313776.1","ABC transporter ATP-binding protein",1326188,1327174,"synonymous_variant",1,0.2689311,0.105,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1329141-A","CDO30_RS24960","NP_435995.2","short-chain dehydrogenase",1328887,1329645,"synonymous_variant",1,0.3509004,0.073,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1329784-G","CDO30_RS24960-CDO30_RS24965",NA,"non-coding",NA,NA,"intergenic_region",1,0.2062356,0.283,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1330076-T","CDO30_RS24965","NP_435994.1","ATP-binding protein",1329800,1330174,"missense_variant",1,0.3775762,0.084,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1330328-A","CDO30_RS24965-CDO30_RS24970",NA,"non-coding",NA,NA,"intergenic_region",1,0.2684753,0.188,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1330485-A","CDO30_RS24970","YP_002000353.1","RelE/ParE family toxin",1330367,1330588,"missense_variant",1,-0.1860817,0.178,"chloro1-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1332392-C","CDO30_RS24980","NP_435992.1","sugar ABC transporter permease",1332142,1333230,"missense_variant",1,0.2915292,0.063,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1334812-T","CDO30_RS24985-CDO30_RS24995","WP_014531531.1","hypothetical protein",1334685,1334901,"intergenic_region",1,0.201496,0.157,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1336426-G","CDO30_RS25005","NP_435987.1","DUF1206 domain-containing protein",1336240,1337088,"missense_variant",1,0.1983583,0.152,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1338295-C","CDO30_RS25010-CDO30_RS25015",NA,"non-coding",NA,NA,"intergenic_region",1,0.2941337,0.099,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1338734-T","CDO30_RS25015","NP_435985.1","sugar phosphate isomerase/epimerase",1338576,1339463,"synonymous_variant",1,0.2553377,0.105,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1343223-C","CDO30_RS25035","NP_435981.1","ABC transporter ATP-binding protein",1342485,1343561,"missense_variant",1,0.2404586,0.115,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1346695-T","CDO30_RS25055","NP_435978.2","sugar ABC transporter permease",1345828,1346733,"synonymous_variant",1,0.3486135,0.073,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1347956-T","CDO30_RS25060","NP_435977.2","ABC transporter substrate-binding protein",1346876,1348183,"synonymous_variant",1,0.3487953,0.063,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1353083-A","CDO30_RS25085-CDO30_RS25090",NA,"non-coding",NA,NA,"intergenic_region",1,0.3162677,0.079,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1353551-G","CDO30_RS25085-CDO30_RS25090",NA,"non-coding",NA,NA,"intergenic_region",1,0.277946,0.063,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1354265-G","CDO30_RS25090","NP_435971.1","MFS transporter",1353665,1354987,"missense_variant",1,0.1384809,0.372,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1354495-C","CDO30_RS25090","NP_435971.1","MFS transporter",1353665,1354987,"synonymous_variant",1,0.1372328,0.377,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1360646-G","CDO30_RS25135","NP_435962.1","VirB4 family type IV secretion/conjugal transfer ATPase",1360009,1362387,"missense_variant",1,0.2704067,0.179,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-1361509-C","CDO30_RS25135","NP_435962.1","VirB4 family type IV secretion/conjugal transfer ATPase",1360009,1362387,"missense_variant",1,-0.2743413,0.099,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-1362619-C","virB5","NP_435961.2","P-type DNA transfer protein VirB5",1362387,1363088,"missense_variant",1,-0.3045888,0.07,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-168548-T","CDO30_RS18810-CDO30_RS18820",NA,"non-coding",NA,NA,"intergenic_region",1,0.3072239,0.204,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-169005-G","CDO30_RS18825","NP_435777.2","LysR family transcriptional regulator",168900,169745,"missense_variant",1,0.3387054,0.065,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-169502-C","CDO30_RS18825","NP_435777.2","LysR family transcriptional regulator",168900,169745,"synonymous_variant",1,0.177422,0.257,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-170344-C","CDO30_RS18835","WP_013845417.1","AbrB/MazE/SpoVT family DNA-binding domain-containing protein",170120,170389,"synonymous_variant",1,0.2384023,0.231,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-170755-A","CDO30_RS18840","NP_435775.1","PIN domain-containing protein",170386,170805,"missense_variant",1,0.2000862,0.151,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-170923-C","CDO30_RS18840-CDO30_RS18845",NA,"non-coding",NA,NA,"intergenic_region",1,0.2642226,0.225,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-193505-T","CDO30_RS18955","NP_435753.1","sensor histidine kinase",192156,194057,"missense_variant",1,-0.2278899,0.137,"chloro1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-193731-T","CDO30_RS18955","NP_435753.1","sensor histidine kinase",192156,194057,"synonymous_variant",1,0.2957842,0.087,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-194382-T","CDO30_RS18960","NP_435752.1","mechanosensitive ion channel family protein",194350,196509,"synonymous_variant",1,0.3554159,0.077,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-194488-T","CDO30_RS18960","NP_435752.1","mechanosensitive ion channel family protein",194350,196509,"missense_variant",1,0.2870409,0.153,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-194662-G","CDO30_RS18960","NP_435752.1","mechanosensitive ion channel family protein",194350,196509,"missense_variant",1,0.2875939,0.077,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-194670-A","CDO30_RS18960","NP_435752.1","mechanosensitive ion channel family protein",194350,196509,"synonymous_variant",1,0.2844285,0.142,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-195376-T","CDO30_RS18960","NP_435752.1","mechanosensitive ion channel family protein",194350,196509,"synonymous_variant",1,-0.4207835,0.053,"chloro1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-195432-T","CDO30_RS18960","NP_435752.1","mechanosensitive ion channel family protein",194350,196509,"synonymous_variant",1,0.2719581,0.137,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-195909-A","CDO30_RS18960","NP_435752.1","mechanosensitive ion channel family protein",194350,196509,"synonymous_variant",1,0.3825394,0.068,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-197319-A","traA","NP_435751.1","Ti-type conjugative transfer relaxase TraA",196966,201585,"missense_variant",1,-0.3344578,0.075,"chloro1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-197705-G","traA","NP_435751.1","Ti-type conjugative transfer relaxase TraA",196966,201585,"missense_variant",1,0.2927526,0.079,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-199021-A","traA","NP_435751.1","Ti-type conjugative transfer relaxase TraA",196966,201585,"synonymous_variant",1,-0.2345695,0.168,"chloro1-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-199207-A","traA","NP_435751.1","Ti-type conjugative transfer relaxase TraA",196966,201585,"synonymous_variant",1,-0.37761,0.079,"chloro1-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-200702-C","traA","NP_435751.1","Ti-type conjugative transfer relaxase TraA",196966,201585,"missense_variant",1,-0.2197134,0.128,"chloro1-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-201975-C","CDO30_RS18970","NP_435750.1","pilus assembly protein",201764,202051,"missense_variant",1,0.2113882,0.183,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-202687-T","traG","NP_435748.1","Ti-type conjugative transfer system protein TraG",202271,204190,"synonymous_variant",1,0.2245559,0.13,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-207257-C","CDO30_RS19015","NP_435745.1","hypothetical protein",207067,207393,"missense_variant",1,0.1649533,0.492,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-211399-G","CDO30_RS19040","NP_435741.1","DUF1173 domain-containing protein",211064,212302,"synonymous_variant",1,-0.1860341,0.293,"chloro1-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-212278-A","CDO30_RS19040","NP_435741.1","DUF1173 domain-containing protein",211064,212302,"synonymous_variant",1,-0.1770773,0.344,"chloro1-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-212481-A","CDO30_RS19045","NP_435740.1","hypothetical protein",212430,212831,"synonymous_variant",1,0.2512283,0.063,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-222345-T","CDO30_RS33930",NA,"non-coding",NA,NA,"synonymous_variant",1,0.2904433,0.068,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-231727-C","nodN","NP_435725.1","nodulation protein N",231624,232109,"missense_variant",1,0.2361147,0.099,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-240429-A","CDO30_RS19175-nodQ","WP_014531651.1","hypothetical protein",240419,240604,"intergenic_region",1,0.3130711,0.063,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-242980-C","nodQ","NP_435715.1","adenylyl-sulfate kinase",241690,243615,"synonymous_variant",1,-0.3440082,0.054,"chloro1-(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-244870-A","CDO30_RS19200-hsnC",NA,"non-coding",NA,NA,"intergenic_region",1,-0.257581,0.12,"chloro1-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-247189-A","hsnB","NP_435712.1","nodulation protein E",246157,247365,"synonymous_variant",1,0.3101204,0.073,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-248929-T","hsnD","NP_435710.1","nodulation protein H",248336,249079,"synonymous_variant",1,0.1889352,0.34,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-251578-A","CDO30_RS19235-CDO30_RS19245",NA,"non-coding",NA,NA,"intergenic_region",1,-0.3214168,0.063,"chloro1-(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-258116-A","nifE","NP_435698.1","nitrogenase iron-molybdenum cofactor biosynthesis protein NifE",258111,259541,"synonymous_variant",1,0.1856807,0.178,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-259775-T","nifK","NP_435697.1","nitrogenase molybdenum-iron protein subunit beta",259595,261136,"synonymous_variant",1,0.2534545,0.079,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-266404-T","CDO30_RS19335","NP_435693.1","protein FixA",265939,266817,"missense_variant",1,0.1951845,0.209,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-268-C","CDO30_RS17845",NA,"non-coding",NA,NA,"synonymous_variant",1,-0.198742,0.356,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-273814-T","nifT-CDO30_RS19375",NA,"non-coding",NA,NA,"intergenic_region",1,0.2134458,0.267,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-274765-G","CDO30_RS19375","NP_435685.2","hypothetical protein",274309,274947,"synonymous_variant",1,0.1871872,0.303,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-280001-A","CDO30_RS19400","NP_435680.1","ABC transporter permease",279437,280312,"synonymous_variant",1,0.202789,0.204,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-297361-T","CDO30_RS33430-noeB",NA,"non-coding",NA,NA,"intergenic_region",1,0.1971077,0.272,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-299918-G","noeA","NP_435662.1","nodulation protein NoeA",299263,300693,"missense_variant",1,0.2110855,0.23,"chloro1+(DZA-1)","DZA only","single","other"
